Orthogroup	Syan	Prbj
OG0002127	Syan.g_03001, Syan.g_02264, Syan.g_03002	Prbj.g_00548
OG0002128	Syan.g_02541	Prbj.g_01993
OG0002130	Syan.g_01211	Prbj.g_01726
OG0002154	Syan.g_00846	Prbj.g_01528
OG0002159	Syan.g_02957	Prbj.g_01811
OG0002160	Syan.g_01474	Prbj.g_00189
OG0002166	Syan.g_02512, Syan.g_02676	Prbj.g_00930
OG0002167	Syan.g_02931	Prbj.g_00915
OG0002168	Syan.g_03109	Prbj.g_01852
OG0002169	Syan.g_02313	Prbj.g_00061
OG0002170	Syan.g_02148	Prbj.g_00344
OG0002172	Syan.g_01517	Prbj.g_00257
OG0002173	Syan.g_03104	Prbj.g_00239
OG0002174	Syan.g_01153	Prbj.g_02011
OG0002175	Syan.g_02421, Syan.g_02612, Syan.g_00225	Prbj.g_01924
OG0002229	Syan.g_01871	Prbj.g_01261
OG0002231	Syan.g_00837	Prbj.g_00916
OG0002235	Syan.g_00710	Prbj.g_02390
OG0002239	Syan.g_01177	Prbj.g_00664
OG0002241	Syan.g_02871	Prbj.g_00139
OG0002243	Syan.g_01545, Syan.g_03098	Prbj.g_01937
OG0002277	Syan.g_01707	Prbj.g_01240
OG0002280	Syan.g_01185	Prbj.g_02116
OG0002281	Syan.g_00885	Prbj.g_01799
OG0002285	Syan.g_00499	Prbj.g_02295
OG0002288	Syan.g_00211	Prbj.g_01065
OG0002289	Syan.g_02873	Prbj.g_00141
OG0002290	Syan.g_00113	Prbj.g_00173
OG0002291	Syan.g_03057	Prbj.g_01140
OG0002292	Syan.g_03073	Prbj.g_01156
OG0002328	Syan.g_02961	Prbj.g_00602
OG0002330	Syan.g_00288	Prbj.g_00748
OG0002335	Syan.g_00263	Prbj.g_01066
OG0002339	Syan.g_02261	Prbj.g_01491
OG0002343	Syan.g_02093	Prbj.g_01344
OG0002382	Syan.g_02755	Prbj.g_01621
OG0002386	Syan.g_00790	Prbj.g_02706
OG0002391	Syan.g_02293	Prbj.g_00197
OG0002430	Syan.g_01277	Prbj.g_02121
OG0002431	Syan.g_01278	Prbj.g_02120
OG0002440	Syan.g_00038	Prbj.g_02211
OG0002447	Syan.g_02872	Prbj.g_00140
OG0002449	Syan.g_01657	Prbj.g_02037
OG0002494	Syan.g_00953	Prbj.g_01681
OG0002495	Syan.g_00177	Prbj.g_00728
OG0002498	Syan.g_00261	Prbj.g_01816, Prbj.g_01319
OG0002566	Syan.g_00976	Prbj.g_00474
OG0002568	Syan.g_01735	Prbj.g_01773
OG0002571	Syan.g_01152	Prbj.g_02520
OG0002572	Syan.g_00204	Prbj.g_02543
OG0002577	Syan.g_00998	Prbj.g_00115
OG0002593	Syan.g_02412	Prbj.g_02700
OG0002631	Syan.g_02081, Syan.g_02072	Prbj.g_00384
OG0002634	Syan.g_02427	Prbj.g_02611
OG0002635	Syan.g_00014	Prbj.g_00963
OG0002637	Syan.g_00962	Prbj.g_00684
OG0002644	Syan.g_00807	Prbj.g_02582
OG0002645	Syan.g_00806	Prbj.g_02583
OG0002647	Syan.g_01546	Prbj.g_01941
OG0002667	Syan.g_02838	Prbj.g_00727
OG0002668	Syan.g_00828	Prbj.g_01433
OG0002705	Syan.g_02786	Prbj.g_02363
OG0002712	Syan.g_00805	Prbj.g_02584
OG0002713	Syan.g_00804	Prbj.g_02588
OG0002720	Syan.g_00725, Syan.g_01035	Prbj.g_02386
OG0002795	Syan.g_01841	Prbj.g_01258
OG0002799	Syan.g_00112	Prbj.g_02629
OG0002800	Syan.g_00414	Prbj.g_00675
OG0002801	Syan.g_00311	Prbj.g_02688
OG0002905	Syan.g_01855	Prbj.g_01271
OG0002906	Syan.g_02682	Prbj.g_02628
OG0002913	Syan.g_00068	Prbj.g_01987
OG0002914	Syan.g_00053	Prbj.g_01988
OG0003056	Syan.g_01410	Prbj.g_00206
OG0003057	Syan.g_01409	Prbj.g_00205
OG0003058	Syan.g_01408	Prbj.g_00204
OG0003089	Syan.g_02170	Prbj.g_00382
OG0003090	Syan.g_01956, Syan.g_01960	Prbj.g_00081
OG0003097	Syan.g_01802	Prbj.g_01272
OG0003188	Syan.g_02476	Prbj.g_00961
OG0003213	Syan.g_03061	Prbj.g_01144
OG0003253	Syan.g_01963	Prbj.g_01481
OG0003717	Syan.g_01052	Prbj.g_01109
OG0003827	Syan.g_01946	Prbj.g_01266
