Orthogroup	Syan	Prbl
OG0002130	Syan.g_01211	Prbl.g_01720
OG0002154	Syan.g_00846	Prbl.g_00829
OG0002159	Syan.g_02957	Prbl.g_01233
OG0002160	Syan.g_01474	Prbl.g_01910
OG0002166	Syan.g_02512, Syan.g_02676	Prbl.g_01856
OG0002167	Syan.g_02931	Prbl.g_01841
OG0002168	Syan.g_03109	Prbl.g_00941
OG0002169	Syan.g_02313	Prbl.g_02671
OG0002170	Syan.g_02148	Prbl.g_01198
OG0002172	Syan.g_01517	Prbl.g_01251
OG0002173	Syan.g_03104	Prbl.g_00125
OG0002174	Syan.g_01153	Prbl.g_02183
OG0002175	Syan.g_02421, Syan.g_02612, Syan.g_00225	Prbl.g_02270
OG0002229	Syan.g_01871	Prbl.g_02034
OG0002231	Syan.g_00837	Prbl.g_01842
OG0002235	Syan.g_00710	Prbl.g_02357
OG0002239	Syan.g_01177	Prbl.g_00717
OG0002241	Syan.g_02871	Prbl.g_01351
OG0002243	Syan.g_01545, Syan.g_03098	Prbl.g_02257
OG0002277	Syan.g_01707	Prbl.g_02013
OG0002280	Syan.g_01185	Prbl.g_00777
OG0002281	Syan.g_00885	Prbl.g_01793
OG0002285	Syan.g_00499	Prbl.g_02451
OG0002288	Syan.g_00211	Prbl.g_00233
OG0002289	Syan.g_02873	Prbl.g_01353
OG0002290	Syan.g_00113	Prbl.g_01926
OG0002291	Syan.g_03057	Prbl.g_00071
OG0002292	Syan.g_03073	Prbl.g_00087
OG0002328	Syan.g_02961	Prbl.g_00570
OG0002330	Syan.g_00288	Prbl.g_00015
OG0002335	Syan.g_00263	Prbl.g_00232
OG0002339	Syan.g_02261	Prbl.g_00866
OG0002343	Syan.g_02093	Prbl.g_01514
OG0002364	Syan.g_00481	Prbl.g_02438
OG0002382	Syan.g_02755	Prbl.g_00520
OG0002386	Syan.g_00790	Prbl.g_01391
OG0002391	Syan.g_02293	Prbl.g_01009
OG0002430	Syan.g_01277	Prbl.g_00772
OG0002431	Syan.g_01278	Prbl.g_00773
OG0002440	Syan.g_00038	Prbl.g_02534
OG0002447	Syan.g_02872	Prbl.g_01352
OG0002449	Syan.g_01657	Prbl.g_02157
OG0002494	Syan.g_00953	Prbl.g_00459
OG0002495	Syan.g_00177	Prbl.g_02614
OG0002498	Syan.g_00261	Prbl.g_01228, Prbl.g_01947
OG0002566	Syan.g_00976	Prbl.g_00363
OG0002568	Syan.g_01735	Prbl.g_01767
OG0002571	Syan.g_01152	Prbl.g_01585
OG0002572	Syan.g_00204	Prbl.g_01609
OG0002577	Syan.g_00998	Prbl.g_00637
OG0002593	Syan.g_02412	Prbl.g_01385
OG0002631	Syan.g_02081, Syan.g_02072	Prbl.g_01157
OG0002634	Syan.g_02427	Prbl.g_00196
OG0002635	Syan.g_00014	Prbl.g_02076
OG0002637	Syan.g_00962	Prbl.g_01698
OG0002644	Syan.g_00807	Prbl.g_01648
OG0002645	Syan.g_00806	Prbl.g_01649
OG0002647	Syan.g_01546	Prbl.g_02253
OG0002667	Syan.g_02838	Prbl.g_02613
OG0002668	Syan.g_00828	Prbl.g_01425
OG0002705	Syan.g_02786	Prbl.g_02384
OG0002712	Syan.g_00805	Prbl.g_01650
OG0002713	Syan.g_00804	Prbl.g_01654
OG0002720	Syan.g_00725, Syan.g_01035	Prbl.g_02361
OG0002795	Syan.g_01841	Prbl.g_02031
OG0002799	Syan.g_00112	Prbl.g_01810
OG0002800	Syan.g_00414	Prbl.g_01707
OG0002801	Syan.g_00311	Prbl.g_02576
OG0002905	Syan.g_01855	Prbl.g_02044
OG0002906	Syan.g_02682	Prbl.g_01809
OG0002913	Syan.g_00068	Prbl.g_02207
OG0002914	Syan.g_00053	Prbl.g_02206
OG0003056	Syan.g_01410	Prbl.g_01018
OG0003057	Syan.g_01409	Prbl.g_01017
OG0003058	Syan.g_01408	Prbl.g_01016
OG0003089	Syan.g_02170	Prbl.g_01159
OG0003090	Syan.g_01956, Syan.g_01960	Prbl.g_00671
OG0003097	Syan.g_01802	Prbl.g_02045
OG0003188	Syan.g_02476	Prbl.g_02074
OG0003213	Syan.g_03061	Prbl.g_00075
OG0003253	Syan.g_01963	Prbl.g_00876
OG0003717	Syan.g_01052	Prbl.g_01519
OG0003827	Syan.g_01946	Prbl.g_02039
