Orthogroup	Prah	Syag
OG0002175	Prah.g_02462	Syag.g_01074, Syag.g_02095
OG0002231	Prah.g_00961	Syag.g_01180
OG0002233	Prah.g_00945	Syag.g_00437
OG0002234	Prah.g_00889	Syag.g_00402
OG0002235	Prah.g_00690	Syag.g_00647
OG0002236	Prah.g_00569	Syag.g_00571
OG0002237	Prah.g_00507	Syag.g_00403
OG0002239	Prah.g_00355	Syag.g_01661
OG0002242	Prah.g_02201	Syag.g_02463
OG0002243	Prah.g_02472	Syag.g_02107
OG0002245	Prah.g_00210	Syag.g_00012
OG0002279	Prah.g_01899	Syag.g_01887
OG0002281	Prah.g_01437	Syag.g_00306
OG0002286	Prah.g_02461, Prah.g_02460	Syag.g_02094
OG0002286	Prah.g_01134	Syag.g_01702
OG0002287	Prah.g_02209	Syag.g_02457
OG0002289	Prah.g_00301	Syag.g_01339
OG0002290	Prah.g_00245	Syag.g_02643
OG0002292	Prah.g_02351	Syag.g_02018
OG0002328	Prah.g_01879	Syag.g_01867
OG0002330	Prah.g_01018	Syag.g_00992
OG0002331	Prah.g_01030	Syag.g_00211
OG0002336	Prah.g_00315	Syag.g_01359
OG0002337	Prah.g_02127	Syag.g_02605
OG0002338	Prah.g_02206	Syag.g_02456
OG0002339	Prah.g_02222	Syag.g_02447
OG0002342	Prah.g_01006, Prah.g_00274, Prah.g_00934	Syag.g_02650
OG0002343	Prah.g_02081	Syag.g_02669
OG0002382	Prah.g_01557	Syag.g_01519
OG0002385	Prah.g_02463	Syag.g_02096
OG0002385	Prah.g_01135	Syag.g_01703
OG0002386	Prah.g_00441	Syag.g_00473
OG0002388	Prah.g_00297	Syag.g_01333
OG0002394	Prah.g_02470	Syag.g_02100
OG0002430	Prah.g_01507	Syag.g_01467
OG0002431	Prah.g_01508	Syag.g_01468
OG0002438	Prah.g_00962	Syag.g_02147
OG0002440	Prah.g_00854	Syag.g_00872
OG0002444	Prah.g_00405	Syag.g_01309
OG0002449	Prah.g_02569	Syag.g_02233
OG0002450	Prah.g_02592	Syag.g_02259
OG0002452	Prah.g_02567	Syag.g_02231
OG0002494	Prah.g_01611	Syag.g_00319
OG0002495	Prah.g_00995	Syag.g_00749
OG0002496	Prah.g_00633	Syag.g_00540
OG0002566	Prah.g_01708	Syag.g_01727
OG0002567	Prah.g_01506	Syag.g_01586
OG0002568	Prah.g_01409	Syag.g_00332
OG0002569	Prah.g_00632	Syag.g_00541
OG0002570	Prah.g_00630	Syag.g_00544
OG0002573	Prah.g_00404	Syag.g_01308
OG0002574	Prah.g_00298	Syag.g_01334
OG0002575	Prah.g_00296	Syag.g_01332
OG0002576	Prah.g_00295	Syag.g_01331
OG0002577	Prah.g_00249	Syag.g_00047
OG0002580	Prah.g_02549	Syag.g_02184
OG0002581	Prah.g_00262	Syag.g_00060
OG0002633	Prah.g_01819	Syag.g_00184, Syag.g_00169
OG0002634	Prah.g_01776	Syag.g_01782
OG0002635	Prah.g_01330	Syag.g_01151
OG0002636	Prah.g_01221	Syag.g_00708
OG0002637	Prah.g_01186	Syag.g_01797
OG0002638	Prah.g_00988	Syag.g_00999
OG0002641	Prah.g_00634	Syag.g_00539
OG0002642	Prah.g_00631	Syag.g_00543
OG0002644	Prah.g_00492	Syag.g_00419
OG0002645	Prah.g_00491	Syag.g_00420
OG0002647	Prah.g_02475	Syag.g_02109
OG0002648	Prah.g_02482	Syag.g_02116
OG0002649	Prah.g_02483	Syag.g_02117
OG0002650	Prah.g_02484	Syag.g_02118
OG0002652	Prah.g_00279, Prah.g_01723, Prah.g_01060, Prah.g_01069, Prah.g_02430	Syag.g_00929, Syag.g_01207
OG0002653	Prah.g_02459	Syag.g_02093, Syag.g_00494, Syag.g_01283
OG0002705	Prah.g_01153, Prah.g_00716	Syag.g_00401
OG0002711	Prah.g_00535	Syag.g_02776
OG0002712	Prah.g_00490	Syag.g_00421
OG0002713	Prah.g_00487	Syag.g_00422
OG0002715	Prah.g_00248	Syag.g_01436
OG0002716	Prah.g_02085	Syag.g_02664
OG0002718	Prah.g_02595	Syag.g_01435
OG0002720	Prah.g_00695	Syag.g_01001
OG0002798	Prah.g_01313	Syag.g_01132
OG0002803	Prah.g_00534	Syag.g_01286
OG0002807	Prah.g_01071	Syag.g_00503
OG0002909	Prah.g_01149	Syag.g_00246
OG0002910	Prah.g_01040	Syag.g_00029
OG0002912	Prah.g_00556, Prah.g_00557	Syag.g_02027
OG0003044	Prah.g_01106	Syag.g_00500, Syag.g_02640
OG0003048	Prah.g_00283	Syag.g_01701
OG0003051	Prah.g_02112	Syag.g_01312
OG0003063	Prah.g_00122, Prah.g_00090	Syag.g_02497
OG0003064	Prah.g_01072	Syag.g_01806
OG0003186	Prah.g_01504	Syag.g_00538
OG0003197	Prah.g_00741	Syag.g_00618
OG0003198	Prah.g_01137	Syag.g_01705
OG0003200	Prah.g_00359	Syag.g_01008
OG0003202	Prah.g_00259	Syag.g_00536
OG0003204	Prah.g_00201	Syag.g_00001, Syag.g_01895
OG0003213	Prah.g_02337	Syag.g_02003
OG0003217	Prah.g_00147	Syag.g_02390
OG0003390	Prah.g_01079	Syag.g_01205
OG0003393	Prah.g_01136	Syag.g_01704
OG0003397	Prah.g_00292	Syag.g_00392
OG0003405	Prah.g_00112	Syag.g_02492
OG0003716	Prah.g_02455	Syag.g_02086
OG0003765	Prah.g_02238	Syag.g_02429
OG0004600	Prah.g_01059, Prah.g_01068	Syag.g_00894
OG0004601	Prah.g_01070	Syag.g_01209, Syag.g_01025
OG0004602	Prah.g_01138	Syag.g_00168
OG0005492	Prah.g_01062	Syag.g_01596
OG0005499	Prah.g_02509	Syag.g_00196
