Orthogroup	Prah	Syai
OG0002286	Prah.g_02461, Prah.g_02460	Syai.g_02737
OG0002291	Prah.g_02326, Prah.g_02333	Syai.g_02653
OG0002328	Prah.g_01879	Syai.g_02526
OG0002330	Prah.g_01018	Syai.g_01735
OG0002331	Prah.g_01030	Syai.g_01381
OG0002334	Prah.g_00416	Syai.g_00962
OG0002336	Prah.g_00315	Syai.g_00867
OG0002337	Prah.g_02127	Syai.g_00266
OG0002338	Prah.g_02206	Syai.g_00181
OG0002339	Prah.g_02222	Syai.g_00171
OG0002341	Prah.g_02474	Syai.g_02754
OG0002343	Prah.g_02081	Syai.g_00308
OG0002385	Prah.g_02463	Syai.g_02739
OG0002393	Prah.g_01797	Syai.g_00792, Syai.g_00791, Syai.g_00795, Syai.g_02099
OG0002429	Prah.g_01872	Syai.g_02515
OG0002435	Prah.g_01341	Syai.g_02221
OG0002436	Prah.g_01164	Syai.g_00606
OG0002438	Prah.g_00962	Syai.g_01375, Syai.g_01376
OG0002448	Prah.g_02225	Syai.g_00168
OG0002452	Prah.g_02567	Syai.g_02893
OG0002578	Prah.g_01596	Syai.g_00953
OG0002579	Prah.g_02275	Syai.g_02599
OG0002581	Prah.g_00262	Syai.g_01494, Syai.g_01331
OG0002653	Prah.g_02459	Syai.g_02736, Syai.g_02735
OG0002709	Prah.g_01074	Syai.g_02344
OG0002715	Prah.g_00248	Syai.g_00969
OG0002718	Prah.g_02595	Syai.g_00967
OG0002807	Prah.g_01071	Syai.g_01731
OG0003203	Prah.g_00246	Syai.g_02377
OG0003388	Prah.g_01045	Syai.g_02454
OG0003389	Prah.g_01046	Syai.g_02455
OG0003394	Prah.g_00703	Syai.g_02447
OG0004571	Prah.g_01009	Syai.g_00575
OG0004599	Prah.g_01055	Syai.g_02813, Syai.g_02346
OG0005493	Prah.g_01073	Syai.g_02345
