Orthogroup	Prah	Syal
OG0002292	Prah.g_02351	Syal.g_00948
OG0002328	Prah.g_01879	Syal.g_00802
OG0002330	Prah.g_01018	Syal.g_01805
OG0002331	Prah.g_01030	Syal.g_01571
OG0002332	Prah.g_00470	Syal.g_02070
OG0002333	Prah.g_00468	Syal.g_02072
OG0002334	Prah.g_00416	Syal.g_00027
OG0002336	Prah.g_00315	Syal.g_00460
OG0002337	Prah.g_02127	Syal.g_01256
OG0002340	Prah.g_02421	Syal.g_00973
OG0002382	Prah.g_01557	Syal.g_02906
OG0002385	Prah.g_01135	Syal.g_01219
OG0002390	Prah.g_02343	Syal.g_00942
OG0002394	Prah.g_02470	Syal.g_01028
OG0002438	Prah.g_00962	Syal.g_01088
OG0002440	Prah.g_00854	Syal.g_01916
OG0002443	Prah.g_00488	Syal.g_00970
OG0002444	Prah.g_00405	Syal.g_00055
OG0002445	Prah.g_00352	Syal.g_00455
OG0002446	Prah.g_00344, Prah.g_00993, Prah.g_00318	Syal.g_00436
OG0002452	Prah.g_02567	Syal.g_01164
OG0002494	Prah.g_01611	Syal.g_02768
OG0002496	Prah.g_00633	Syal.g_01193
OG0002563	Prah.g_00387	Syal.g_00071
OG0002568	Prah.g_01409	Syal.g_02756
OG0002569	Prah.g_00632	Syal.g_02132, Syal.g_01194
OG0002570	Prah.g_00630	Syal.g_01197
OG0002577	Prah.g_00249	Syal.g_00511
OG0002580	Prah.g_02549	Syal.g_01129
OG0002633	Prah.g_01819	Syal.g_00051
OG0002636	Prah.g_01221	Syal.g_01570
OG0002637	Prah.g_01186	Syal.g_02502
OG0002641	Prah.g_00634	Syal.g_01192
OG0002642	Prah.g_00631	Syal.g_01196
OG0002643	Prah.g_00623	Syal.g_02377
OG0002644	Prah.g_00492	Syal.g_02627
OG0002645	Prah.g_00491	Syal.g_02626
OG0002648	Prah.g_02482	Syal.g_01058
OG0002649	Prah.g_02483	Syal.g_01059
OG0002650	Prah.g_02484	Syal.g_01060
OG0002652	Prah.g_00279, Prah.g_01723, Prah.g_01060, Prah.g_01069, Prah.g_02430	Syal.g_02486, Syal.g_03010
OG0002705	Prah.g_01153, Prah.g_00716	Syal.g_02503
OG0002711	Prah.g_00535	Syal.g_00278
OG0002712	Prah.g_00490	Syal.g_02625
OG0002713	Prah.g_00487	Syal.g_02624
OG0002798	Prah.g_01313	Syal.g_01662
OG0002802	Prah.g_00832	Syal.g_01949
OG0002803	Prah.g_00534	Syal.g_01540
OG0002807	Prah.g_01071	Syal.g_02065
OG0002909	Prah.g_01149	Syal.g_02520
OG0003038	Prah.g_01715	Syal.g_01940, Syal.g_01939
OG0003048	Prah.g_00283	Syal.g_01221
OG0003052	Prah.g_02160	Syal.g_01295
OG0003197	Prah.g_00741	Syal.g_02268
OG0003198	Prah.g_01137	Syal.g_01217
OG0003214	Prah.g_00334	Syal.g_00448
OG0003219	Prah.g_01115, Prah.g_01111, Prah.g_01116	Syal.g_02862
OG0003382	Prah.g_01200	Syal.g_01945
OG0003393	Prah.g_01136	Syal.g_01218
OG0003656	Prah.g_00351	Syal.g_00727
OG0003784	Prah.g_00345	Syal.g_00437
OG0004077	Prah.g_01218	Syal.g_01107
