Orthogroup	Prah	Syad
OG0002168	Prah.g_00901	Syad.g_01273
OG0002171	Prah.g_02200	Syad.g_00448
OG0002172	Prah.g_02404	Syad.g_02977
OG0002173	Prah.g_02416	Syad.g_02966
OG0002233	Prah.g_00945	Syad.g_01832
OG0002234	Prah.g_00889	Syad.g_02094
OG0002236	Prah.g_00569	Syad.g_00629
OG0002238	Prah.g_00469	Syad.g_01554
OG0002242	Prah.g_02201	Syad.g_00447
OG0002243	Prah.g_02472	Syad.g_03017
OG0002245	Prah.g_00210	Syad.g_00792
OG0002277	Prah.g_00075	Syad.g_00241
OG0002279	Prah.g_01899	Syad.g_02803
OG0002280	Prah.g_01511	Syad.g_00959
OG0002281	Prah.g_01437	Syad.g_01051
OG0002286	Prah.g_01134	Syad.g_01499
OG0002289	Prah.g_00301	Syad.g_02369
OG0002328	Prah.g_01879	Syad.g_02783
OG0002331	Prah.g_01030	Syad.g_01834
OG0002332	Prah.g_00470	Syad.g_01553
OG0002333	Prah.g_00468	Syad.g_01555
OG0002334	Prah.g_00416	Syad.g_02268
OG0002336	Prah.g_00315	Syad.g_02350
OG0002338	Prah.g_02206	Syad.g_00441
OG0002339	Prah.g_02222	Syad.g_00429
OG0002385	Prah.g_01135	Syad.g_01500
OG0002386	Prah.g_00441	Syad.g_02111, Syad.g_02112
OG0002388	Prah.g_00297	Syad.g_02384, Syad.g_02375, Syad.g_00856
OG0002390	Prah.g_02343	Syad.g_02932
OG0002393	Prah.g_01797	Syad.g_01073, Syad.g_01075, Syad.g_01076
OG0002394	Prah.g_02470	Syad.g_03015
OG0002429	Prah.g_01872	Syad.g_02776
OG0002435	Prah.g_01341	Syad.g_02458
OG0002443	Prah.g_00488	Syad.g_01753
OG0002446	Prah.g_00344, Prah.g_00993, Prah.g_00318	Syad.g_02698
OG0002448	Prah.g_02225	Syad.g_02534
OG0002450	Prah.g_02592	Syad.g_00149
OG0002571	Prah.g_00561	Syad.g_01237, Syad.g_00990
OG0002574	Prah.g_00298	Syad.g_02374
OG0002575	Prah.g_00296	Syad.g_02376
OG0002576	Prah.g_00295	Syad.g_02377
OG0002578	Prah.g_01596	Syad.g_01673, Syad.g_02277
OG0002579	Prah.g_02275	Syad.g_02870
OG0002635	Prah.g_01330	Syad.g_01128
OG0002707	Prah.g_01103, Prah.g_01105, Prah.g_01104	Syad.g_01478, Syad.g_02830, Syad.g_01010
OG0002715	Prah.g_00248	Syad.g_02261
OG0002716	Prah.g_02085	Syad.g_00570
OG0002718	Prah.g_02595	Syad.g_02264
OG0002796	Prah.g_01787	Syad.g_01380
OG0002912	Prah.g_00556, Prah.g_00557	Syad.g_02941
OG0003048	Prah.g_00283	Syad.g_01930
OG0003066	Prah.g_02347	Syad.g_02359
OG0003182	Prah.g_00077	Syad.g_00242
OG0003198	Prah.g_01137	Syad.g_00807
OG0003200	Prah.g_00359	Syad.g_02073
OG0003383	Prah.g_01132	Syad.g_01395
OG0003393	Prah.g_01136	Syad.g_01501
OG0003404	Prah.g_00109	Syad.g_00266
OG0003780	Prah.g_00102	Syad.g_00261
OG0003781	Prah.g_00107	Syad.g_00264
OG0003782	Prah.g_00196, Prah.g_01913	Syad.g_02815
OG0005490	Prah.g_00106	Syad.g_00263
