Orthogroup	Prah	Syar
OG0002394	Prah.g_02470	Syar.g_00901
OG0002429	Prah.g_01872	Syar.g_03091
OG0002431	Prah.g_01508	Syar.g_02682
OG0002443	Prah.g_00488	Syar.g_02022
OG0002444	Prah.g_00405	Syar.g_00152, Syar.g_00843
OG0002445	Prah.g_00352	Syar.g_01281
OG0002495	Prah.g_00995	Syar.g_02068
OG0002496	Prah.g_00633	Syar.g_02281
OG0002566	Prah.g_01708	Syar.g_02971
OG0002572	Prah.g_00533	Syar.g_02030
OG0002573	Prah.g_00404	Syar.g_00844
OG0002578	Prah.g_01596	Syar.g_00252
OG0002638	Prah.g_00988	Syar.g_02342
OG0002647	Prah.g_02475	Syar.g_00904
OG0002711	Prah.g_00535	Syar.g_01610
OG0002714	Prah.g_00440	Syar.g_02057
OG0002720	Prah.g_00695	Syar.g_02008, Syar.g_02605
OG0002797	Prah.g_01680	Syar.g_02933
OG0002800	Prah.g_01195	Syar.g_01750
OG0002802	Prah.g_00832	Syar.g_01890
OG0002803	Prah.g_00534	Syar.g_01609
OG0003036	Prah.g_00142	Syar.g_01874
OG0003037	Prah.g_01907	Syar.g_03130
OG0003053	Prah.g_02190	Syar.g_03060
OG0003065	Prah.g_01144	Syar.g_02033
OG0003066	Prah.g_02347	Syar.g_01209
OG0003190	Prah.g_01179	Syar.g_02001
OG0003202	Prah.g_00259	Syar.g_02115
OG0003217	Prah.g_00147	Syar.g_00600
OG0003765	Prah.g_02238	Syar.g_00654
