Orthogroup	Syab	Prbl
OG0002011	Syab.g_00559	Prbl.g_00683
OG0002012	Syab.g_00618	Prbl.g_00630
OG0002013	Syab.g_02456	Prbl.g_00895
OG0002014	Syab.g_00221	Prbl.g_00883
OG0002016	Syab.g_02690	Prbl.g_01247
OG0002017	Syab.g_02823	Prbl.g_02184
OG0002018	Syab.g_02870	Prbl.g_02156
OG0002037	Syab.g_01139, Syab.g_00262	Prbl.g_00509
OG0002038	Syab.g_00979	Prbl.g_02094
OG0002039	Syab.g_00998	Prbl.g_02107
OG0002040	Syab.g_00999	Prbl.g_00177
OG0002041	Syab.g_01348	Prbl.g_02500
OG0002042	Syab.g_01376	Prbl.g_02484
OG0002043	Syab.g_01422	Prbl.g_02439
OG0002044	Syab.g_01701	Prbl.g_01536
OG0002045	Syab.g_00672	Prbl.g_01347
OG0002046	Syab.g_00666	Prbl.g_01350
OG0002048	Syab.g_00471	Prbl.g_01173
OG0002050	Syab.g_00314	Prbl.g_01471
OG0002051	Syab.g_02602	Prbl.g_00268
OG0002092	Syab.g_02904	Prbl.g_02369, Prbl.g_00425
OG0002110	Syab.g_00077	Prbl.g_02394
OG0002111	Syab.g_00832	Prbl.g_02632
OG0002113	Syab.g_00038	Prbl.g_01979
OG0002115	Syab.g_02246	Prbl.g_00402
OG0002117	Syab.g_00989	Prbl.g_02101
OG0002118	Syab.g_01048	Prbl.g_01371
OG0002119	Syab.g_02685	Prbl.g_01107
OG0002121	Syab.g_00801	Prbl.g_01532
OG0002122	Syab.g_01174	Prbl.g_01860
OG0002124	Syab.g_01732	Prbl.g_01558
OG0002128	Syab.g_01746	Prbl.g_02201
OG0002130	Syab.g_00917	Prbl.g_01720
OG0002159	Syab.g_02737, Syab.g_00102	Prbl.g_01233
OG0002162	Syab.g_01987	Prbl.g_01798
OG0002166	Syab.g_01169	Prbl.g_01856
OG0002167	Syab.g_01848	Prbl.g_01841
OG0002168	Syab.g_01234	Prbl.g_00941
OG0002170	Syab.g_00520	Prbl.g_01198
OG0002172	Syab.g_02694	Prbl.g_01251
OG0002173	Syab.g_02683	Prbl.g_00125
OG0002174	Syab.g_02824	Prbl.g_02183
OG0002231	Syab.g_00926	Prbl.g_01842
OG0002233	Syab.g_02359	Prbl.g_01828
OG0002234	Syab.g_00633	Prbl.g_02569
OG0002235	Syab.g_01584	Prbl.g_02357
OG0002236	Syab.g_01545	Prbl.g_01575
OG0002237	Syab.g_01880	Prbl.g_01633
OG0002238	Syab.g_01469	Prbl.g_01039
OG0002239	Syab.g_02224	Prbl.g_00717
OG0002241	Syab.g_00665	Prbl.g_01351
OG0002243	Syab.g_02735	Prbl.g_02257
OG0002277	Syab.g_00074	Prbl.g_02013
OG0002279	Syab.g_02502	Prbl.g_00550
OG0002289	Syab.g_00663	Prbl.g_01353
OG0002290	Syab.g_00630, Syab.g_02607	Prbl.g_01926
OG0002291	Syab.g_02556	Prbl.g_00071
OG0002292	Syab.g_02627	Prbl.g_00087
OG0002330	Syab.g_01189	Prbl.g_00015
OG0002331	Syab.g_00880	Prbl.g_00028
OG0002332	Syab.g_01468	Prbl.g_01040
OG0002333	Syab.g_01470	Prbl.g_01038
OG0002334	Syab.g_00789	Prbl.g_00250
OG0002335	Syab.g_00771	Prbl.g_00232
OG0002337	Syab.g_00302	Prbl.g_01460
OG0002340	Syab.g_02676	Prbl.g_00133
OG0002341	Syab.g_02721	Prbl.g_02267
OG0002350	Syab.g_00512	Prbl.g_01192
OG0002382	Syab.g_02105	Prbl.g_00520
OG0002388	Syab.g_00649, Syab.g_00657	Prbl.g_01357
OG0002390	Syab.g_02621	Prbl.g_00081
OG0002391	Syab.g_02529	Prbl.g_01009
OG0002433	Syab.g_02671	Prbl.g_00477
OG0002434	Syab.g_02004	Prbl.g_01893
OG0002438	Syab.g_02776	Prbl.g_01843
OG0002440	Syab.g_01315	Prbl.g_02534
OG0002447	Syab.g_00664	Prbl.g_01352
OG0002450	Syab.g_02901	Prbl.g_02133
OG0002461	Syab.g_00622	Prbl.g_00626
OG0002494	Syab.g_01970	Prbl.g_00459
OG0002567	Syab.g_01096	Prbl.g_00771
OG0002568	Syab.g_01957	Prbl.g_01767
OG0002571	Syab.g_00677	Prbl.g_01585
OG0002574	Syab.g_00650, Syab.g_00658	Prbl.g_01356
OG0002575	Syab.g_00648, Syab.g_00656	Prbl.g_01358
OG0002576	Syab.g_00646, Syab.g_00655	Prbl.g_01359
OG0002577	Syab.g_00612	Prbl.g_00637
OG0002580	Syab.g_02832	Prbl.g_02176
OG0002593	Syab.g_02164	Prbl.g_01385
OG0002630	Syab.g_00548	Prbl.g_02625
OG0002630	Syab.g_02511	Prbl.g_02625
OG0002636	Syab.g_00879	Prbl.g_01090
OG0002637	Syab.g_01744	Prbl.g_01698
OG0002639	Syab.g_00814	Prbl.g_01876
OG0002644	Syab.g_01865	Prbl.g_01648
OG0002645	Syab.g_01864	Prbl.g_01649
OG0002647	Syab.g_02719	Prbl.g_02253
OG0002648	Syab.g_02745	Prbl.g_02247
OG0002649	Syab.g_02746	Prbl.g_02246
OG0002650	Syab.g_02747	Prbl.g_02245
OG0002705	Syab.g_01745	Prbl.g_02384
OG0002711	Syab.g_00449	Prbl.g_01607
OG0002712	Syab.g_01863	Prbl.g_01650
OG0002713	Syab.g_01862	Prbl.g_01654
OG0002717	Syab.g_02680	Prbl.g_00128
OG0002797	Syab.g_02262	Prbl.g_00390
OG0002798	Syab.g_00978	Prbl.g_02093
OG0002801	Syab.g_01254	Prbl.g_02576
OG0002802	Syab.g_01335	Prbl.g_02512
OG0002844	Syab.g_00086	Prbl.g_02032
OG0002846	Syab.g_01185, Syab.g_02393	Prbl.g_00917
OG0003039	Syab.g_01239	Prbl.g_00541
OG0003040	Syab.g_00687	Prbl.g_01741
OG0003052	Syab.g_00264	Prbl.g_01424
OG0003065	Syab.g_01099	Prbl.g_01670
OG0003098	Syab.g_00638	Prbl.g_01479
OG0003195	Syab.g_01512	Prbl.g_01852
OG0003207	Syab.g_00354	Prbl.g_02668
OG0003253	Syab.g_00222	Prbl.g_00876
OG0003381	Syab.g_01129	Prbl.g_02584
OG0003398	Syab.g_00225	Prbl.g_00875
OG0003508	Syab.g_02271	Prbl.g_02179
OG0003824	Syab.g_01526	Prbl.g_00053
OG0003826	Syab.g_01511	Prbl.g_01851
OG0004287	Syab.g_00330	Prbl.g_00388
OG0004291	Syab.g_00619	Prbl.g_00629
