Orthogroup	Syab	Praf
OG0002239	Syab.g_02224	Praf.g_01854
OG0002241	Syab.g_00665	Praf.g_01928
OG0002243	Syab.g_02735	Praf.g_02606
OG0002277	Syab.g_00074	Praf.g_00076
OG0002279	Syab.g_02502	Praf.g_00242
OG0002289	Syab.g_00663	Praf.g_01930
OG0002290	Syab.g_00630, Syab.g_02607	Praf.g_01974
OG0002291	Syab.g_02556	Praf.g_02494
OG0002292	Syab.g_02627	Praf.g_02510
OG0002329	Syab.g_02883	Praf.g_01080, Praf.g_00963
OG0002330	Syab.g_01189	Praf.g_01117
OG0002331	Syab.g_00880	Praf.g_01128
OG0002332	Syab.g_01468	Praf.g_01723
OG0002333	Syab.g_01470	Praf.g_01725
OG0002334	Syab.g_00789	Praf.g_01786
OG0002335	Syab.g_00771	Praf.g_01800
OG0002337	Syab.g_00302	Praf.g_02272
OG0002340	Syab.g_02676	Praf.g_02584
OG0002341	Syab.g_02721	Praf.g_02608
OG0002382	Syab.g_02105	Praf.g_00604
OG0002388	Syab.g_00649, Syab.g_00657	Praf.g_01935
OG0002390	Syab.g_02621	Praf.g_02504
OG0002391	Syab.g_02529	Praf.g_02631
OG0002425	Syab.g_00186	Praf.g_00114
OG0002433	Syab.g_02671	Praf.g_00562
OG0002434	Syab.g_02004	Praf.g_00699
OG0002438	Syab.g_02776	Praf.g_01234
OG0002440	Syab.g_01315	Praf.g_01335
OG0002443	Syab.g_02673	Praf.g_01706
OG0002447	Syab.g_00664	Praf.g_01929
OG0002450	Syab.g_02901	Praf.g_02771
OG0002490	Syab.g_00176	Praf.g_00108
OG0002494	Syab.g_01970	Praf.g_00546
OG0002567	Syab.g_01096	Praf.g_00655
OG0002568	Syab.g_01957	Praf.g_00748, Praf.g_00747
OG0002571	Syab.g_00677	Praf.g_01634
OG0002574	Syab.g_00650, Syab.g_00658	Praf.g_01934
OG0002575	Syab.g_00648, Syab.g_00656	Praf.g_01936
OG0002576	Syab.g_00646, Syab.g_00655	Praf.g_01937
OG0002577	Syab.g_00612	Praf.g_01968
OG0002580	Syab.g_02832	Praf.g_02725
OG0002630	Syab.g_00548	Praf.g_00229
OG0002630	Syab.g_02511	Praf.g_00229
OG0002630	Syab.g_00548	Praf.g_02020
OG0002630	Syab.g_02511	Praf.g_02020
OG0002636	Syab.g_00879	Praf.g_00951
OG0002637	Syab.g_01744	Praf.g_00997
OG0002639	Syab.g_00814	Praf.g_01201
OG0002644	Syab.g_01865	Praf.g_01701
OG0002645	Syab.g_01864	Praf.g_01702
OG0002647	Syab.g_02719	Praf.g_02609
OG0002648	Syab.g_02745	Praf.g_02615
OG0002649	Syab.g_02746	Praf.g_02616
OG0002650	Syab.g_02747	Praf.g_02617
OG0002695	Syab.g_00184	Praf.g_00116
OG0002705	Syab.g_01745	Praf.g_01040
OG0002711	Syab.g_00449	Praf.g_01656
OG0002712	Syab.g_01863	Praf.g_01703
OG0002713	Syab.g_01862	Praf.g_01707
OG0002717	Syab.g_02680	Praf.g_02578
OG0002794	Syab.g_00168	Praf.g_00109
OG0002797	Syab.g_02262	Praf.g_00476
OG0002798	Syab.g_00978	Praf.g_00863
OG0002801	Syab.g_01254	Praf.g_01295
OG0002802	Syab.g_01335	Praf.g_01356
OG0002805	Syab.g_00629, Syab.g_02606	Praf.g_01975
OG0002907	Syab.g_02836	Praf.g_01009
OG0002908	Syab.g_01507	Praf.g_01035
OG0003039	Syab.g_01239	Praf.g_00552
OG0003040	Syab.g_00687	Praf.g_00774
OG0003041	Syab.g_01481, Syab.g_01523	Praf.g_01012
OG0003042	Syab.g_01506	Praf.g_01034
OG0003052	Syab.g_00264	Praf.g_02305
OG0003191	Syab.g_01508	Praf.g_01036
OG0003195	Syab.g_01512	Praf.g_01227, Praf.g_01226
OG0003207	Syab.g_00354	Praf.g_02205
OG0003381	Syab.g_01129	Praf.g_00900
OG0003398	Syab.g_00225	Praf.g_02361
OG0004077	Syab.g_02800	Praf.g_00955
