Orthogroup	Prbh	Prbf
OG0001976	Prbh.g_01407	Prbf.g_00821
OG0001977	Prbh.g_00911	Prbf.g_01286
OG0001978	Prbh.g_01797	Prbf.g_00719
OG0001979	Prbh.g_01795	Prbf.g_00718
OG0001980	Prbh.g_00812	Prbf.g_01086
OG0002002	Prbh.g_01715	Prbf.g_00626
OG0002003	Prbh.g_01610	Prbf.g_00525
OG0002007	Prbh.g_01110	Prbf.g_01091
OG0002010	Prbh.g_00828	Prbf.g_00295
OG0002011	Prbh.g_01354	Prbf.g_00047
OG0002012	Prbh.g_01329	Prbf.g_00872
OG0002013	Prbh.g_00942	Prbf.g_00809
OG0002014	Prbh.g_01306	Prbf.g_00895
OG0002016	Prbh.g_01338	Prbf.g_00858
OG0002017	Prbh.g_01346	Prbf.g_00058
OG0002018	Prbh.g_01352	Prbf.g_00796
OG0002048	Prbh.g_01145	Prbf.g_01054
OG0002050	Prbh.g_00849	Prbf.g_00846
OG0002083	Prbh.g_00724	Prbf.g_01385
OG0002084	Prbh.g_01950	Prbf.g_00818
OG0002085	Prbh.g_00419	Prbf.g_01697
OG0002096	Prbh.g_00443	Prbf.g_01674
OG0002097	Prbh.g_00378	Prbf.g_01737
OG0002098	Prbh.g_00822	Prbf.g_00323
OG0002099	Prbh.g_00811	Prbf.g_00322
OG0002100	Prbh.g_00838	Prbf.g_00279
OG0002101	Prbh.g_00848	Prbf.g_00847
OG0002102	Prbh.g_01180	Prbf.g_01020
OG0002103	Prbh.g_01258	Prbf.g_00942
OG0002104	Prbh.g_01316	Prbf.g_00884
OG0002105	Prbh.g_01323	Prbf.g_00877
OG0002106	Prbh.g_00817	Prbf.g_00255
OG0002107	Prbh.g_00198	Prbf.g_00258
OG0002109	Prbh.g_01887	Prbf.g_00827
OG0002110	Prbh.g_01874	Prbf.g_00814
OG0002111	Prbh.g_01833	Prbf.g_00747
OG0002112	Prbh.g_01831	Prbf.g_00745
OG0002113	Prbh.g_01830	Prbf.g_00744
OG0002114	Prbh.g_01783	Prbf.g_00694
OG0002153	Prbh.g_01625	Prbf.g_00539
OG0002159	Prbh.g_01438	Prbf.g_01932
OG0002160	Prbh.g_00795	Prbf.g_00337
OG0002161	Prbh.g_00807	Prbf.g_00329
OG0002162	Prbh.g_00809	Prbf.g_00328
OG0002163	Prbh.g_01023	Prbf.g_00321
OG0002164	Prbh.g_01847	Prbf.g_00314
OG0002165	Prbh.g_00823	Prbf.g_00301
OG0002166	Prbh.g_01347	Prbf.g_00055
OG0002167	Prbh.g_01361	Prbf.g_00041
OG0002168	Prbh.g_01884	Prbf.g_00779
OG0002169	Prbh.g_01843	Prbf.g_00766
OG0002170	Prbh.g_01623	Prbf.g_00537
OG0002218	Prbh.g_00488	Prbf.g_01631
OG0002220	Prbh.g_01804	Prbf.g_00369
OG0002221	Prbh.g_00780	Prbf.g_00343
OG0002222	Prbh.g_00835	Prbf.g_00284
OG0002224	Prbh.g_00940	Prbf.g_01257
OG0002226	Prbh.g_01053	Prbf.g_01147
OG0002227	Prbh.g_01117	Prbf.g_01082
OG0002229	Prbh.g_01141	Prbf.g_01057
OG0002230	Prbh.g_01349	Prbf.g_00053
OG0002232	Prbh.g_00778	Prbf.g_00755
OG0002233	Prbh.g_01891	Prbf.g_00752
OG0002234	Prbh.g_01822	Prbf.g_00714
OG0002327	Prbh.g_01943	Prbf.g_01947
OG0002331	Prbh.g_01052	Prbf.g_01148
