Orthogroup	Syao	Syal
OG0002123	Syao.g_00490	Syal.g_01863
OG0002124	Syao.g_00527	Syal.g_02488
OG0002128	Syao.g_01425	Syal.g_02504
OG0002129	Syao.g_01516	Syal.g_00395
OG0002130	Syao.g_01435	Syal.g_01603
OG0002131	Syao.g_02321	Syal.g_01160
OG0002132	Syao.g_02314	Syal.g_01154
OG0002133	Syao.g_02316	Syal.g_01152
OG0002134	Syao.g_02134	Syal.g_01442
OG0002135	Syao.g_01666	Syal.g_00620
OG0002136	Syao.g_01667	Syal.g_00619
OG0002138	Syao.g_00195	Syal.g_02586
OG0002139	Syao.g_00289	Syal.g_01755
OG0002141	Syao.g_01463	Syal.g_02693
OG0002141	Syao.g_01457	Syal.g_02496
OG0002142	Syao.g_01536	Syal.g_00037
OG0002143	Syao.g_00701	Syal.g_00550
OG0002144	Syao.g_01325	Syal.g_00221
OG0002154	Syao.g_00867	Syal.g_01438
OG0002156	Syao.g_01358	Syal.g_00058
OG0002159	Syao.g_02665	Syal.g_01505
OG0002166	Syao.g_00922, Syao.g_00199	Syal.g_01784
OG0002168	Syao.g_02381	Syal.g_01840
OG0002172	Syao.g_02390	Syal.g_00996
OG0002173	Syao.g_02475	Syal.g_00980
OG0002174	Syao.g_02282	Syal.g_01125
OG0002175	Syao.g_00238	Syal.g_01725
OG0002178	Syao.g_02313	Syal.g_01156
OG0002179	Syao.g_01956	Syal.g_01349
OG0002180	Syao.g_02056	Syal.g_01271
OG0002181	Syao.g_02086	Syal.g_01241
OG0002182	Syao.g_01586	Syal.g_01222
OG0002183	Syao.g_02651	Syal.g_00782
OG0002184	Syao.g_02647	Syal.g_00779
OG0002185	Syao.g_02635	Syal.g_00769
OG0002186	Syao.g_01668	Syal.g_00618
OG0002187	Syao.g_01669	Syal.g_00617
OG0002188	Syao.g_01562	Syal.g_00581
OG0002189	Syao.g_01563	Syal.g_00580
OG0002190	Syao.g_01604	Syal.g_02985
OG0002192	Syao.g_00188	Syal.g_01686
OG0002193	Syao.g_01161, Syao.g_00499	Syal.g_01780
OG0002194	Syao.g_00259	Syal.g_01759
OG0002195	Syao.g_00970	Syal.g_02273
OG0002196	Syao.g_00742	Syal.g_02224
OG0002197	Syao.g_00817	Syal.g_01956
OG0002198	Syao.g_00917	Syal.g_02613
OG0002199	Syao.g_00912	Syal.g_02617
OG0002200	Syao.g_01487	Syal.g_00371
OG0002201	Syao.g_01060	Syal.g_02742
OG0002202	Syao.g_01061	Syal.g_02743
OG0002203	Syao.g_01062	Syal.g_02744
OG0002204	Syao.g_01028	Syal.g_02762
OG0002205	Syao.g_01049	Syal.g_02780
OG0002207	Syao.g_00850	Syal.g_02800
OG0002208	Syao.g_00033	Syal.g_02891
OG0002209	Syao.g_01869	Syal.g_00355
OG0002210	Syao.g_01846	Syal.g_00307
OG0002211	Syao.g_01812	Syal.g_00267
OG0002212	Syao.g_02424	Syal.g_01051
OG0002213	Syao.g_02428	Syal.g_01057
OG0002214	Syao.g_02337	Syal.g_01181
OG0002229	Syao.g_02126	Syal.g_00187
OG0002231	Syao.g_00877	Syal.g_01612
OG0002234	Syao.g_00145	Syal.g_01552
OG0002235	Syao.g_00737	Syal.g_02235
OG0002239	Syao.g_01405	Syal.g_00559
OG0002241	Syao.g_02694	Syal.g_00477
OG0002244	Syao.g_00551	Syal.g_02093
OG0002245	Syao.g_00703	Syal.g_00548
OG0002246	Syao.g_01724	Syal.g_00542
OG0002248	Syao.g_00979	Syal.g_01799
OG0002250	Syao.g_02652	Syal.g_00783
OG0002251	Syao.g_01607	Syal.g_02982
OG0002253	Syao.g_01445	Syal.g_01613
OG0002254	Syao.g_00465	Syal.g_01900
OG0002255	Syao.g_00831	Syal.g_01971
OG0002256	Syao.g_01721	Syal.g_02645
OG0002257	Syao.g_01262	Syal.g_02569
OG0002258	Syao.g_01029	Syal.g_02763
OG0002259	Syao.g_01416	Syal.g_02834
OG0002260	Syao.g_00288	Syal.g_01754
OG0002288	Syao.g_00404	Syal.g_02841, Syal.g_00377, Syal.g_00376, Syal.g_00375
OG0002289	Syao.g_02696	Syal.g_00479
OG0002292	Syao.g_02539	Syal.g_00948
OG0002296	Syao.g_00069	Syal.g_00408
OG0002297	Syao.g_01496	Syal.g_00386
OG0002298	Syao.g_00658	Syal.g_01975
OG0002299	Syao.g_00694	Syal.g_02013
OG0002301	Syao.g_00358	Syal.g_01566
OG0002302	Syao.g_00048	Syal.g_02877
OG0002303	Syao.g_00702	Syal.g_00549
OG0002305	Syao.g_02589	Syal.g_00825
OG0002307	Syao.g_01242	Syal.g_02406, Syal.g_01636
OG0002308	Syao.g_01549	Syal.g_02219
OG0002309	Syao.g_00562	Syal.g_02464
OG0002330	Syao.g_00329	Syal.g_01805
OG0002350	Syao.g_01885	Syal.g_00335
OG0002351	Syao.g_02030	Syal.g_01302
OG0002353	Syao.g_00769	Syal.g_01877
OG0002355	Syao.g_00396	Syal.g_02539
OG0002358	Syao.g_01734	Syal.g_00527
OG0002359	Syao.g_00077	Syal.g_00415
OG0002375	Syao.g_01082	Syal.g_01427
OG0002382	Syao.g_00117	Syal.g_02906
OG0002391	Syao.g_02580	Syal.g_00848
OG0002402	Syao.g_00503	Syal.g_01838
OG0002405	Syao.g_00650	Syal.g_02035
OG0002406	Syao.g_00462	Syal.g_02063
OG0002407	Syao.g_01461	Syal.g_01680
OG0002411	Syao.g_00790	Syal.g_02452
OG0002433	Syao.g_00363	Syal.g_00969
OG0002440	Syao.g_01351	Syal.g_01916
OG0002443	Syao.g_00395	Syal.g_00970
OG0002447	Syao.g_02695	Syal.g_00478
OG0002452	Syao.g_02307	Syal.g_01164
OG0002463	Syao.g_00407	Syal.g_02435
OG0002464	Syao.g_02632	Syal.g_00766
OG0002466	Syao.g_01627	Syal.g_00658
OG0002470	Syao.g_01689	Syal.g_02064
OG0002472	Syao.g_01275	Syal.g_01554
OG0002474	Syao.g_00443	Syal.g_00219
OG0002475	Syao.g_00076	Syal.g_00414
OG0002476	Syao.g_00493	Syal.g_01860
OG0002491	Syao.g_00009, Syao.g_00575	Syal.g_00014
OG0002494	Syao.g_01034	Syal.g_02768
OG0002519	Syao.g_02260	Syal.g_02139
OG0002520	Syao.g_01683	Syal.g_00603
OG0002523	Syao.g_01901	Syal.g_02844
OG0002527	Syao.g_01306	Syal.g_02559
OG0002528	Syao.g_01304	Syal.g_02561
OG0002529	Syao.g_01259	Syal.g_02531
OG0002532	Syao.g_01465	Syal.g_02557
OG0002534	Syao.g_01888	Syal.g_00332
OG0002535	Syao.g_01891	Syal.g_00329
OG0002536	Syao.g_01912	Syal.g_00313
OG0002537	Syao.g_02536	Syal.g_00945
OG0002539	Syao.g_02450	Syal.g_01084
OG0002541	Syao.g_01847	Syal.g_00306
OG0002542	Syao.g_01238	Syal.g_02450
OG0002545	Syao.g_02422	Syal.g_02865
OG0002577	Syao.g_01005	Syal.g_00511
OG0002582	Syao.g_02270	Syal.g_01382
OG0002592	Syao.g_02412	Syal.g_01032
OG0002593	Syao.g_01699	Syal.g_02964
OG0002597	Syao.g_01656	Syal.g_00630
OG0002599	Syao.g_00799	Syal.g_02253
OG0002601	Syao.g_01305	Syal.g_02560
OG0002603	Syao.g_00143	Syal.g_02532
OG0002604	Syao.g_01273	Syal.g_02568
OG0002605	Syao.g_01886	Syal.g_00334
OG0002607	Syao.g_02681	Syal.g_00462
OG0002611	Syao.g_02258	Syal.g_02140
OG0002633	Syao.g_01366	Syal.g_00051
OG0002637	Syao.g_01023	Syal.g_02502
OG0002644	Syao.g_00903	Syal.g_02627
OG0002645	Syao.g_00904	Syal.g_02626
OG0002648	Syao.g_01409	Syal.g_01058
OG0002649	Syao.g_01408	Syal.g_01059
OG0002650	Syao.g_01407	Syal.g_01060
OG0002671	Syao.g_00372	Syal.g_00593
OG0002672	Syao.g_00357	Syal.g_01558
OG0002678	Syao.g_00221	Syal.g_01565
OG0002679	Syao.g_00325	Syal.g_01848
OG0002680	Syao.g_00463	Syal.g_01903
OG0002685	Syao.g_00013	Syal.g_02144
OG0002712	Syao.g_00905	Syal.g_02625
OG0002713	Syao.g_00906	Syal.g_02624
OG0002722	Syao.g_01112, Syao.g_01111, Syao.g_01996, Syao.g_01986	Syal.g_01381
OG0002723	Syao.g_01078	Syal.g_01428
OG0002753	Syao.g_00614	Syal.g_00015
OG0002760	Syao.g_01207	Syal.g_02733
OG0002795	Syao.g_01995	Syal.g_00185
OG0002844	Syao.g_01987	Syal.g_00186
OG0002845	Syao.g_02377	Syal.g_01490
OG0002847	Syao.g_02611	Syal.g_00745
OG0002857	Syao.g_00106	Syal.g_02917
OG0002865	Syao.g_01903	Syal.g_01561
OG0002866	Syao.g_00236	Syal.g_01728
OG0002870	Syao.g_02639	Syal.g_00772
OG0002907	Syao.g_02302	Syal.g_01133
OG0002978	Syao.g_01249	Syal.g_02529
OG0002980	Syao.g_01897	Syal.g_00319
OG0002981	Syao.g_01894	Syal.g_00326
OG0002985	Syao.g_01900	Syal.g_01776
OG0002989	Syao.g_01263	Syal.g_02590, Syal.g_02591
OG0002993	Syao.g_01107	Syal.g_02159
OG0002995	Syao.g_00800	Syal.g_02128
OG0002997	Syao.g_01177	Syal.g_02112
OG0003003	Syao.g_01380	Syal.g_02121
OG0003067	Syao.g_01557	Syal.g_00585
OG0003114	Syao.g_02603, Syao.g_01288, Syao.g_01308	Syal.g_02548
OG0003123	Syao.g_01723	Syal.g_00543
OG0003125	Syao.g_01688	Syal.g_00373
OG0003128	Syao.g_00740	Syal.g_02232
OG0003136	Syao.g_01200	Syal.g_01078
OG0003148	Syao.g_00598, Syao.g_02353	Syal.g_01016, Syal.g_01018
OG0003149	Syao.g_01480	Syal.g_01581
OG0003150	Syao.g_01479	Syal.g_01580
OG0003192	Syao.g_02408	Syal.g_02679
OG0003222	Syao.g_01114	Syal.g_01379
OG0003286	Syao.g_01217	Syal.g_01576
OG0003287	Syao.g_02715	Syal.g_01597
OG0003288	Syao.g_00237	Syal.g_01726
OG0003289	Syao.g_00239	Syal.g_01727
OG0003292	Syao.g_01272	Syal.g_00733
OG0003346	Syao.g_01133	Syal.g_01378
OG0003495	Syao.g_01118	Syal.g_01391
OG0003531	Syao.g_02690	Syal.g_01365
OG0003532	Syao.g_02689	Syal.g_01366, Syal.g_01417
OG0003793	Syao.g_01103	Syal.g_01383
OG0003886	Syao.g_01277	Syal.g_02277
OG0003935	Syao.g_00576, Syao.g_00008, Syao.g_02433	Syal.g_00013
OG0003936	Syao.g_00578, Syao.g_00007	Syal.g_00011
OG0004378	Syao.g_00597	Syal.g_01013
OG0004416	Syao.g_00595	Syal.g_02136, Syal.g_02143
OG0004606	Syao.g_01113	Syal.g_01380
OG0005006	Syao.g_02563	Syal.g_02135
OG0005159	Syao.g_00577	Syal.g_00012
OG0005184	Syao.g_01129	Syal.g_01369
OG0006171	Syao.g_01149	Syal.g_00741
