Orthogroup	Prbd	Pras
OG0001846	Prbd.g_01604	Pras.g_00437
OG0001847	Prbd.g_01558	Pras.g_00481
OG0001849	Prbd.g_00424	Pras.g_00020
OG0001856	Prbd.g_00981	Pras.g_01110
OG0001859	Prbd.g_00410	Pras.g_00005
OG0001860	Prbd.g_00411	Pras.g_00006
OG0001861	Prbd.g_00419	Pras.g_00015
OG0001865	Prbd.g_01876	Pras.g_00159
OG0001867	Prbd.g_01926	Pras.g_00140
OG0001901	Prbd.g_00966	Pras.g_01125
OG0001902	Prbd.g_01916	Pras.g_00146
OG0001904	Prbd.g_01557	Pras.g_00532
OG0001905	Prbd.g_00849	Pras.g_01242
OG0001944	Prbd.g_00299	Pras.g_01893
OG0001945	Prbd.g_01917	Pras.g_01262
OG0001947	Prbd.g_01553	Pras.g_00486
OG0001949	Prbd.g_00853	Pras.g_01238
OG0001973	Prbd.g_01246	Pras.g_00833
OG0001979	Prbd.g_00878	Pras.g_01214
OG0001980	Prbd.g_01915	Pras.g_01245
OG0001982	Prbd.g_01891	Pras.g_00153
OG0001983	Prbd.g_01887	Pras.g_00157
OG0001986	Prbd.g_00857	Pras.g_01234
OG0001988	Prbd.g_01534	Pras.g_00537
OG0002015	Prbd.g_01910	Pras.g_00497
OG0002021	Prbd.g_00531	Pras.g_00909
OG0002025	Prbd.g_00815	Pras.g_01592
OG0002026	Prbd.g_01554	Pras.g_00526, Pras.g_00485
OG0002049	Prbd.g_01911	Pras.g_00496
OG0002181	Prbd.g_01552	Pras.g_00487
OG0002232	Prbd.g_01559	Pras.g_00479
OG0002239	Prbd.g_00530	Pras.g_01600
OG0002522	Prbd.g_00535	Pras.g_01591
