Orthogroup	Prbj	Syao
OG0002160	Prbj.g_00189	Syao.g_01628
OG0002166	Prbj.g_00930	Syao.g_00922, Syao.g_00199
OG0002168	Prbj.g_01852	Syao.g_02381
OG0002169	Prbj.g_00061	Syao.g_01713
OG0002172	Prbj.g_00257	Syao.g_02390
OG0002173	Prbj.g_00239	Syao.g_02475
OG0002174	Prbj.g_02011	Syao.g_02282
OG0002175	Prbj.g_01924	Syao.g_00238
OG0002229	Prbj.g_01261	Syao.g_02126
OG0002231	Prbj.g_00916	Syao.g_00877
OG0002234	Prbj.g_02176	Syao.g_00145
OG0002235	Prbj.g_02390	Syao.g_00737
OG0002239	Prbj.g_00664	Syao.g_01405
OG0002241	Prbj.g_00139	Syao.g_02694
OG0002243	Prbj.g_01937	Syao.g_02421
OG0002280	Prbj.g_02116	Syao.g_01400
OG0002285	Prbj.g_02295	Syao.g_00632
OG0002288	Prbj.g_01065	Syao.g_00404
OG0002289	Prbj.g_00141	Syao.g_02696
OG0002292	Prbj.g_01156	Syao.g_02539
OG0002330	Prbj.g_00748	Syao.g_00329
OG0002342	Prbj.g_01126, Prbj.g_01355, Prbj.g_01178, Prbj.g_02684	Syao.g_00596, Syao.g_00582
OG0002343	Prbj.g_01344	Syao.g_02113
OG0002350	Prbj.g_00350	Syao.g_01885
OG0002382	Prbj.g_01621	Syao.g_00117
OG0002386	Prbj.g_02706	Syao.g_00798
OG0002391	Prbj.g_00197	Syao.g_02580
OG0002397	Prbj.g_00203	Syao.g_01162
OG0002430	Prbj.g_02121	Syao.g_01485
OG0002431	Prbj.g_02120	Syao.g_01484
OG0002433	Prbj.g_01664	Syao.g_00363
OG0002440	Prbj.g_02211	Syao.g_01351
OG0002447	Prbj.g_00140	Syao.g_02695
OG0002494	Prbj.g_01681	Syao.g_01034
OG0002566	Prbj.g_00474	Syao.g_01011
OG0002567	Prbj.g_02122	Syao.g_01301
OG0002572	Prbj.g_02543	Syao.g_01458, Syao.g_00394
OG0002577	Prbj.g_00115	Syao.g_01005
OG0002582	Prbj.g_01274	Syao.g_02270
OG0002593	Prbj.g_02700	Syao.g_01699
OG0002628	Prbj.g_01520	Syao.g_01958
OG0002633	Prbj.g_01100	Syao.g_01366
OG0002634	Prbj.g_02611	Syao.g_01706
OG0002637	Prbj.g_00684	Syao.g_01023
OG0002644	Prbj.g_02582	Syao.g_00903
OG0002645	Prbj.g_02583	Syao.g_00904
OG0002647	Prbj.g_01941	Syao.g_02417
OG0002648	Prbj.g_01947	Syao.g_01409
OG0002649	Prbj.g_01948	Syao.g_01408
OG0002650	Prbj.g_01949	Syao.g_01407
OG0002667	Prbj.g_00727	Syao.g_00144
OG0002668	Prbj.g_01433	Syao.g_01807, Syao.g_01365
OG0002712	Prbj.g_02584	Syao.g_00905
OG0002713	Prbj.g_02588	Syao.g_00906
OG0002795	Prbj.g_01258	Syao.g_01995
OG0002797	Prbj.g_00853	Syao.g_00380
OG0002801	Prbj.g_02688	Syao.g_00500
OG0002844	Prbj.g_01259	Syao.g_01987
OG0002845	Prbj.g_01817	Syao.g_02377
OG0002906	Prbj.g_02628	Syao.g_00206
OG0003056	Prbj.g_00206	Syao.g_01544
OG0003057	Prbj.g_00205	Syao.g_01545
OG0003058	Prbj.g_00204	Syao.g_01546
OG0003089	Prbj.g_00382	Syao.g_01856
OG0003378	Prbj.g_01677	Syao.g_01313
OG0003379	Prbj.g_02143	Syao.g_00880
OG0003385	Prbj.g_00766	Syao.g_00373
