Orthogroup	Syar	Prbk
OG0002046	Syar.g_01258	Prbk.g_02103
OG0002047	Syar.g_01160	Prbk.g_00366
OG0002048	Syar.g_01092	Prbk.g_00843
OG0002051	Syar.g_00116	Prbk.g_00786
OG0002053	Syar.g_01842	Prbk.g_02194
OG0002110	Syar.g_00859	Prbk.g_02409
OG0002113	Syar.g_00507	Prbk.g_01615
OG0002114	Syar.g_00920, Syar.g_01908	Prbk.g_01396
OG0002119	Syar.g_00950	Prbk.g_00126
OG0002120	Syar.g_01671	Prbk.g_01678
OG0002121	Syar.g_01318	Prbk.g_01959
OG0002126	Syar.g_00271	Prbk.g_00488
OG0002127	Syar.g_00073	Prbk.g_00746
OG0002130	Syar.g_02775	Prbk.g_01185
OG0002154	Syar.g_00251	Prbk.g_00540
OG0002159	Syar.g_03094	Prbk.g_01492
OG0002160	Syar.g_03003	Prbk.g_01356
OG0002161	Syar.g_00923, Syar.g_01825	Prbk.g_01394
OG0002162	Syar.g_03193	Prbk.g_01107
OG0002166	Syar.g_02857	Prbk.g_01818
OG0002167	Syar.g_01875	Prbk.g_01833
OG0002168	Syar.g_01378	Prbk.g_00070
OG0002169	Syar.g_01159	Prbk.g_00367
OG0002171	Syar.g_00263	Prbk.g_00484
OG0002172	Syar.g_00940	Prbk.g_00663
OG0002173	Syar.g_00952	Prbk.g_00681
OG0002174	Syar.g_00707	Prbk.g_02216
OG0002229	Syar.g_00550	Prbk.g_01560
OG0002231	Syar.g_02338	Prbk.g_01832
OG0002233	Syar.g_00265	Prbk.g_01845
OG0002235	Syar.g_02621	Prbk.g_02446
OG0002236	Syar.g_00871	Prbk.g_02566
OG0002238	Syar.g_00738	Prbk.g_00736
OG0002239	Syar.g_02678	Prbk.g_01204
OG0002241	Syar.g_01257	Prbk.g_02102
OG0002242	Syar.g_00279	Prbk.g_00485
OG0002243	Syar.g_03030	Prbk.g_02142
OG0002277	Syar.g_00541	Prbk.g_01581
OG0002280	Syar.g_02685	Prbk.g_01069
OG0002281	Syar.g_02291	Prbk.g_01112
OG0002289	Syar.g_01255	Prbk.g_02100
OG0002292	Syar.g_01001	Prbk.g_01262
OG0002328	Syar.g_03100	Prbk.g_00029
OG0002330	Syar.g_02675	Prbk.g_01754
OG0002332	Syar.g_00739	Prbk.g_00737
OG0002333	Syar.g_00737	Prbk.g_00735
OG0002340	Syar.g_00960	Prbk.g_00689
OG0002343	Syar.g_00158	Prbk.g_01009
OG0002382	Syar.g_01478	Prbk.g_02070
OG0002390	Syar.g_01008	Prbk.g_01268
OG0002391	Syar.g_00047	Prbk.g_01348
OG0002394	Syar.g_00901	Prbk.g_02134
OG0002429	Syar.g_03091	Prbk.g_00036
OG0002431	Syar.g_02682	Prbk.g_01073
OG0002444	Syar.g_00152, Syar.g_00843	Prbk.g_00262
OG0002447	Syar.g_01256	Prbk.g_02101
OG0002495	Syar.g_02068	Prbk.g_01734
OG0002496	Syar.g_02281	Prbk.g_02501
OG0002566	Syar.g_02971	Prbk.g_01430
OG0002572	Syar.g_02030	Prbk.g_02601
OG0002573	Syar.g_00844	Prbk.g_00263
OG0002638	Syar.g_02342	Prbk.g_01956
OG0002647	Syar.g_00904	Prbk.g_02146
OG0002668	Syar.g_00839, Syar.g_00841	Prbk.g_00445
OG0002704	Syar.g_00551	Prbk.g_01559
OG0002710	Syar.g_00818	Prbk.g_01850
OG0002711	Syar.g_01610	Prbk.g_02599
OG0002714	Syar.g_02057	Prbk.g_00704
OG0002720	Syar.g_02008, Syar.g_02605	Prbk.g_02442
OG0002795	Syar.g_00580, Syar.g_00579	Prbk.g_01563
OG0002797	Syar.g_02933	Prbk.g_00903
OG0002799	Syar.g_00924	Prbk.g_02662
OG0002800	Syar.g_01750	Prbk.g_01679
OG0002801	Syar.g_01383	Prbk.g_00628
OG0002802	Syar.g_01890	Prbk.g_00564
OG0002803	Syar.g_01609	Prbk.g_02600
OG0002846	Syar.g_03280	Prbk.g_00046
OG0002905	Syar.g_00603, Syar.g_00552	Prbk.g_01549
OG0002938	Syar.g_00581	Prbk.g_01557
OG0002940	Syar.g_02099	Prbk.g_00678
OG0003036	Syar.g_01874	Prbk.g_01488
OG0003037	Syar.g_03130	Prbk.g_00002
OG0003053	Syar.g_03060	Prbk.g_00475
OG0003056	Syar.g_02940	Prbk.g_01339
OG0003057	Syar.g_02939	Prbk.g_01340
OG0003058	Syar.g_02938	Prbk.g_01341
OG0003065	Syar.g_02033	Prbk.g_01717
OG0003091	Syar.g_02100	Prbk.g_00679
OG0003094	Syar.g_00847, Syar.g_00370	Prbk.g_00266
OG0003096	Syar.g_00578	Prbk.g_01551
OG0003097	Syar.g_00569	Prbk.g_01548
OG0003190	Syar.g_02001	Prbk.g_01696
OG0003202	Syar.g_02115	Prbk.g_00297
OG0003504	Syar.g_02598	Prbk.g_01824
OG0003507	Syar.g_00577	Prbk.g_01552
