Orthogroup	Syar	Syan
OG0002024	Syar.g_00875	Syan.g_01667
OG0002025	Syar.g_02744, Syar.g_00800	Syan.g_01847
OG0002025	Syar.g_02704	Syan.g_01878
OG0002039	Syar.g_03221	Syan.g_02665
OG0002040	Syar.g_02140	Syan.g_02663
OG0002041	Syar.g_02508	Syan.g_00596
OG0002042	Syar.g_02530	Syan.g_00572
OG0002043	Syar.g_02580	Syan.g_00483
OG0002046	Syar.g_01258	Syan.g_02870
OG0002047	Syar.g_01160	Syan.g_02314
OG0002048	Syar.g_01092	Syan.g_02169
OG0002049	Syar.g_01016	Syan.g_02128
OG0002051	Syar.g_00116	Syan.g_03047
OG0002053	Syar.g_01842	Syan.g_00069
OG0002054	Syar.g_00876	Syan.g_01668
OG0002055	Syar.g_00872	Syan.g_01664
OG0002056	Syar.g_00243, Syar.g_00242	Syan.g_02007
OG0002113	Syar.g_00507	Syan.g_01741
OG0002116	Syar.g_02897	Syan.g_01366
OG0002123	Syar.g_01489, Syar.g_01579	Syan.g_00321
OG0002126	Syar.g_00271	Syan.g_00063
OG0002127	Syar.g_00073	Syan.g_03001, Syan.g_02264
OG0002129	Syar.g_02862	Syan.g_01329
OG0002130	Syar.g_02775	Syan.g_01211
OG0002131	Syar.g_00424	Syan.g_01672
OG0002132	Syar.g_00866	Syan.g_01663
OG0002134	Syar.g_00257	Syan.g_01917
OG0002135	Syar.g_02966	Syan.g_01437
OG0002136	Syar.g_02965	Syan.g_01436
OG0002137	Syar.g_00799	Syan.g_01846
OG0002137	Syar.g_02703	Syan.g_01877
OG0002138	Syar.g_02036	Syan.g_02671
OG0002139	Syar.g_01729	Syan.g_02551
OG0002142	Syar.g_02820	Syan.g_01292
OG0002143	Syar.g_00969, Syar.g_00890	Syan.g_00538
OG0002144	Syar.g_01020	Syan.g_01138
OG0002145	Syar.g_00366	Syan.g_00825, Syan.g_00824
OG0002154	Syar.g_00251	Syan.g_00846
OG0002159	Syar.g_03094	Syan.g_02957
OG0002160	Syar.g_03003	Syan.g_01474
OG0002163	Syar.g_00383	Syan.g_01588
OG0002166	Syar.g_02857	Syan.g_02676
OG0002167	Syar.g_01875	Syan.g_02931
OG0002168	Syar.g_01378	Syan.g_03109
OG0002169	Syar.g_01159	Syan.g_02313
OG0002172	Syar.g_00940	Syan.g_01517
OG0002173	Syar.g_00952	Syan.g_03104
OG0002174	Syar.g_00707	Syan.g_01153
OG0002179	Syar.g_00660	Syan.g_01939
OG0002180	Syar.g_00233	Syan.g_02016
OG0002181	Syar.g_00204	Syan.g_02045
OG0002182	Syar.g_02901	Syan.g_01370
OG0002183	Syar.g_03083, Syar.g_03082	Syan.g_02944
OG0002184	Syar.g_03078	Syan.g_02940
OG0002185	Syar.g_03056	Syan.g_02924
OG0002186	Syar.g_02964	Syan.g_01435
OG0002187	Syar.g_02963	Syan.g_01434
OG0002188	Syar.g_02924	Syan.g_01394
OG0002189	Syar.g_02923	Syan.g_01393
OG0002190	Syar.g_02883	Syan.g_01352
OG0002191	Syar.g_02078	Syan.g_02391
OG0002192	Syar.g_01950	Syan.g_02664
OG0002194	Syar.g_01726	Syan.g_02577
OG0002195	Syar.g_01611	Syan.g_00736
OG0002196	Syar.g_02625	Syan.g_00705
OG0002197	Syar.g_02501	Syan.g_00605
OG0002199	Syar.g_02432	Syan.g_00798
OG0002200	Syar.g_02808	Syan.g_01275
OG0002201	Syar.g_02176	Syan.g_01017
OG0002202	Syar.g_02177	Syan.g_01016
OG0002203	Syar.g_02178	Syan.g_01015
OG0002204	Syar.g_02196	Syan.g_00959
OG0002205	Syar.g_02293	Syan.g_00883
OG0002206	Syar.g_02303	Syan.g_00269, Syan.g_00873
OG0002207	Syar.g_02313	Syan.g_00863
OG0002208	Syar.g_01464	Syan.g_02769
OG0002209	Syar.g_01126	Syan.g_02136
OG0002210	Syar.g_01101	Syan.g_02161
OG0002211	Syar.g_01065	Syan.g_02207
OG0002212	Syar.g_00896	Syan.g_01550
OG0002213	Syar.g_00312	Syan.g_01554
OG0002214	Syar.g_00449	Syan.g_01689
OG0002227	Syar.g_00355	Syan.g_00243
OG0002229	Syar.g_00550	Syan.g_01871
OG0002231	Syar.g_02338	Syan.g_00837
OG0002235	Syar.g_02621	Syan.g_00710
OG0002239	Syar.g_02678	Syan.g_01177
OG0002241	Syar.g_01257	Syan.g_02871
OG0002243	Syar.g_03030	Syan.g_03098
OG0002244	Syar.g_01824	Syan.g_00387
OG0002245	Syar.g_00967	Syan.g_00536
OG0002248	Syar.g_01693	Syan.g_00727
OG0002250	Syar.g_03084	Syan.g_02945
OG0002251	Syar.g_02880	Syan.g_01348
OG0002253	Syar.g_02770	Syan.g_01201
OG0002254	Syar.g_01556	Syan.g_00346
OG0002255	Syar.g_02518	Syan.g_00587
OG0002258	Syar.g_02197	Syan.g_00958
OG0002259	Syar.g_02350	Syan.g_01162
OG0002260	Syar.g_01730	Syan.g_02550
OG0002277	Syar.g_00541	Syan.g_01707
OG0002280	Syar.g_02685	Syan.g_01185
OG0002281	Syar.g_02291	Syan.g_00885
OG0002289	Syar.g_01255	Syan.g_02873
OG0002292	Syar.g_01001	Syan.g_03073
OG0002296	Syar.g_01411	Syan.g_02814
OG0002299	Syar.g_00970	Syan.g_00545
OG0002300	Syar.g_01877	Syan.g_00134, Syan.g_00430
OG0002303	Syar.g_00968	Syan.g_00537
OG0002305	Syar.g_03125	Syan.g_02979
OG0002306	Syar.g_00699	Syan.g_00129
OG0002308	Syar.g_02935	Syan.g_01405
OG0002308	Syar.g_02630	Syan.g_00699
OG0002309	Syar.g_01814	Syan.g_00377
OG0002328	Syar.g_03100	Syan.g_02961
OG0002330	Syar.g_02675	Syan.g_00288
OG0002343	Syar.g_00158	Syan.g_02093
OG0002351	Syar.g_00829	Syan.g_01990
OG0002354	Syar.g_02538	Syan.g_00566
OG0002355	Syar.g_02830	Syan.g_00649
OG0002358	Syar.g_03073	Syan.g_02394
OG0002359	Syar.g_01404	Syan.g_02822
OG0002364	Syar.g_02581	Syan.g_00481
OG0002375	Syar.g_02713, Syar.g_02699, Syar.g_02697	Syan.g_01122
OG0002382	Syar.g_01478	Syan.g_02755
OG0002391	Syar.g_00047	Syan.g_02293
OG0002393	Syar.g_00817	Syan.g_02933
OG0002396	Syar.g_01039	Syan.g_02234
OG0002402	Syar.g_01376	Syan.g_00308
OG0002404	Syar.g_00162	Syan.g_02089
OG0002405	Syar.g_02584	Syan.g_00478
OG0002406	Syar.g_02853	Syan.g_00349
OG0002408	Syar.g_02212	Syan.g_00457
OG0002409	Syar.g_00702	Syan.g_01620
OG0002410	Syar.g_00441	Syan.g_01681
OG0002411	Syar.g_02480	Syan.g_00655
OG0002430	Syar.g_02681	Syan.g_01277
OG0002431	Syar.g_02682	Syan.g_01278
OG0002443	Syar.g_02022	Syan.g_00620
OG0002447	Syar.g_01256	Syan.g_02872
OG0002466	Syar.g_03004	Syan.g_01475
OG0002468	Syar.g_01444	Syan.g_02559
OG0002469	Syar.g_01705	Syan.g_02597
OG0002474	Syar.g_01805	Syan.g_00368
OG0002476	Syar.g_02035	Syan.g_00318
OG0002495	Syar.g_02068	Syan.g_00177
OG0002519	Syar.g_01448	Syan.g_01934
OG0002520	Syar.g_03133	Syan.g_01420
OG0002522	Syar.g_01216	Syan.g_02411
OG0002527	Syar.g_00731	Syan.g_00439
OG0002528	Syar.g_00729	Syan.g_00437
OG0002529	Syar.g_00732	Syan.g_00458
OG0002530	Syar.g_01223	Syan.g_00894
OG0002531	Syar.g_00668	Syan.g_00220
OG0002537	Syar.g_01005	Syan.g_03070
OG0002541	Syar.g_01100	Syan.g_02162
OG0002542	Syar.g_01747	Syan.g_00109
OG0002547	Syar.g_00682, Syar.g_01843	Syan.g_00403
OG0002548	Syar.g_01645	Syan.g_00973
OG0002549	Syar.g_01198, Syar.g_01262, Syar.g_01665, Syar.g_01896, Syar.g_01782	Syan.g_01102
OG0002566	Syar.g_02971	Syan.g_00976
OG0002572	Syar.g_02030	Syan.g_00204
OG0002592	Syar.g_00903	Syan.g_01541
OG0002601	Syar.g_00730	Syan.g_00438
OG0002602	Syar.g_00328	Syan.g_00417
OG0002607	Syar.g_01274	Syan.g_02845
OG0002610	Syar.g_01116	Syan.g_02146
OG0002612	Syar.g_02096	Syan.g_02533
OG0002612	Syar.g_00420, Syar.g_02049	Syan.g_02341
OG0002613	Syar.g_00295	Syan.g_02894
OG0002614	Syar.g_00406	Syan.g_02791, Syan.g_00639, Syan.g_01263, Syan.g_01488, Syan.g_02465, Syan.g_02568
OG0002647	Syar.g_00904	Syan.g_01546
OG0002668	Syar.g_00839, Syar.g_00841	Syan.g_00828
OG0002670	Syar.g_01593, Syar.g_00785	Syan.g_01495, Syan.g_02450
OG0002677	Syar.g_00199	Syan.g_02050
OG0002678	Syar.g_02004	Syan.g_02632
OG0002679	Syar.g_01710	Syan.g_00285
OG0002680	Syar.g_01757	Syan.g_00348
OG0002684	Syar.g_00381	Syan.g_03097
OG0002685	Syar.g_01500	Syan.g_00447
OG0002700	Syar.g_01979	Syan.g_02461
OG0002720	Syar.g_02008, Syar.g_02605	Syan.g_00725, Syan.g_01035
OG0002722	Syar.g_02708	Syan.g_01097
OG0002723	Syar.g_02763	Syan.g_01129
OG0002730	Syar.g_01595	Syan.g_01497, Syan.g_02448
OG0002731	Syar.g_01559	Syan.g_00342
OG0002735	Syar.g_01681	Syan.g_00270
OG0002743	Syar.g_01678	Syan.g_00251
OG0002750	Syar.g_02110	Syan.g_00266
OG0002751	Syar.g_02345	Syan.g_00267
OG0002752	Syar.g_00736	Syan.g_01608
OG0002753	Syar.g_02273	Syan.g_00513
OG0002755	Syar.g_00408, Syar.g_01442, Syar.g_01741	Syan.g_02554
OG0002760	Syar.g_02168	Syan.g_01027
OG0002763	Syar.g_00184, Syar.g_02101	Syan.g_01157
OG0002764	Syar.g_02411	Syan.g_00406
OG0002765	Syar.g_02045	Syan.g_02342
OG0002766	Syar.g_02385, Syar.g_02730	Syan.g_01601, Syan.g_01108
OG0002795	Syar.g_00579	Syan.g_01841
OG0002799	Syar.g_00924	Syan.g_00112
OG0002800	Syar.g_01750	Syan.g_00414
OG0002801	Syar.g_01383	Syan.g_00311
OG0002855	Syar.g_02577	Syan.g_00255
OG0002864	Syar.g_01920	Syan.g_01174
OG0002864	Syar.g_02006	Syan.g_01175
OG0002874	Syar.g_01138	Syan.g_00982
OG0002875	Syar.g_01137	Syan.g_00983
OG0002876	Syar.g_01135	Syan.g_00985
OG0002877	Syar.g_01133	Syan.g_00987
OG0002878	Syar.g_01132	Syan.g_00988
OG0002881	Syar.g_02084	Syan.g_01600
OG0002881	Syar.g_02386	Syan.g_01107, Syan.g_01599
OG0002882	Syar.g_01322	Syan.g_02493, Syan.g_02361
OG0002883	Syar.g_01638	Syan.g_02790
OG0002905	Syar.g_00603, Syar.g_00552	Syan.g_01855
OG0002951	Syar.g_02760	Syan.g_01197
OG0002952	Syar.g_01594	Syan.g_01496, Syan.g_02449
OG0002991	Syar.g_01136	Syan.g_00984
OG0002992	Syar.g_01134	Syan.g_00986
OG0002996	Syar.g_00961	Syan.g_03096
OG0002998	Syar.g_01670	Syan.g_00644
OG0002999	Syar.g_01966	Syan.g_02647
OG0003000	Syar.g_02864	Syan.g_01331
OG0003002	Syar.g_00790	Syan.g_01240
OG0003003	Syar.g_02158	Syan.g_00049
OG0003007	Syar.g_02220	Syan.g_00280
OG0003008	Syar.g_01303, Syar.g_01763	Syan.g_00532
OG0003056	Syar.g_02940	Syan.g_01410
OG0003057	Syar.g_02939	Syan.g_01409
OG0003058	Syar.g_02938	Syan.g_01408
OG0003066	Syar.g_01209	Syan.g_02796, Syan.g_02004
OG0003068	Syar.g_02355	Syan.g_01809
OG0003097	Syar.g_00569	Syan.g_01802
OG0003100	Syar.g_02759	Syan.g_01198
OG0003134	Syar.g_03071	Syan.g_02935
OG0003135	Syar.g_01002	Syan.g_03072
OG0003136	Syar.g_02000	Syan.g_01034
OG0003141	Syar.g_00925	Syan.g_02858
OG0003147	Syar.g_02111, Syar.g_01339	Syan.g_01498, Syan.g_02447
OG0003149	Syar.g_00687	Syan.g_01234
OG0003150	Syar.g_00686	Syan.g_01235
OG0003222	Syar.g_02711	Syan.g_01114
OG0003224	Syar.g_00392	Syan.g_01670
OG0003261	Syar.g_01202	Syan.g_01856, Syan.g_02557
OG0003281	Syar.g_02258	Syan.g_02413
OG0003282	Syar.g_02257	Syan.g_02414
OG0003283	Syar.g_01355, Syar.g_03176	Syan.g_02715
OG0003291	Syar.g_03089	Syan.g_00286
OG0003308	Syar.g_01555	Syan.g_02634
OG0003311	Syar.g_02509	Syan.g_00595
OG0003316	Syar.g_00791	Syan.g_01239
OG0003317	Syar.g_00389	Syan.g_00048
OG0003319	Syar.g_02828	Syan.g_00209
OG0003321	Syar.g_01224	Syan.g_00146
OG0003322	Syar.g_01677	Syan.g_00274
OG0003323	Syar.g_01807	Syan.g_00370
OG0003324	Syar.g_02290, Syar.g_00812	Syan.g_00886
OG0003325	Syar.g_01207, Syar.g_01208, Syar.g_03034	Syan.g_00922
OG0003328	Syar.g_00794, Syar.g_01195	Syan.g_01203, Syan.g_01839
OG0003329	Syar.g_00458	Syan.g_01698
OG0003330	Syar.g_00884	Syan.g_01947
OG0003332	Syar.g_01529	Syan.g_02706
OG0003491	Syar.g_00304	Syan.g_01557
OG0003551	Syar.g_01487	Syan.g_02746
OG0003565	Syar.g_02284	Syan.g_00994
OG0003572	Syar.g_00974	Syan.g_03093
OG0003573	Syar.g_01233	Syan.g_02517
OG0003576	Syar.g_02076	Syan.g_01838
OG0003576	Syar.g_01327	Syan.g_01837
OG0003577	Syar.g_01739	Syan.g_00155
OG0003578	Syar.g_01892	Syan.g_00236
OG0003579	Syar.g_01806	Syan.g_00369
OG0003580	Syar.g_00402	Syan.g_00388
OG0003581	Syar.g_00401	Syan.g_00389
OG0003582	Syar.g_00400	Syan.g_00390
OG0003583	Syar.g_01919	Syan.g_00768
OG0003584	Syar.g_02409	Syan.g_00823
OG0003585	Syar.g_02333	Syan.g_00841
OG0003586	Syar.g_02314	Syan.g_00862
OG0003587	Syar.g_02296	Syan.g_00881
OG0003589	Syar.g_00816	Syan.g_00924
OG0003590	Syar.g_01356	Syan.g_00972
OG0003591	Syar.g_02179	Syan.g_01014
OG0003593	Syar.g_02792	Syan.g_01232
OG0003594	Syar.g_01191, Syar.g_02061	Syan.g_01501, Syan.g_02444
OG0003595	Syar.g_01779	Syan.g_01602
OG0003595	Syar.g_00363	Syan.g_02475
OG0003596	Syar.g_01248	Syan.g_01763
OG0003597	Syar.g_00620	Syan.g_01910
OG0003598	Syar.g_00202	Syan.g_02047
OG0003599	Syar.g_01108	Syan.g_02155
OG0003600	Syar.g_01329	Syan.g_02457
OG0003601	Syar.g_01323	Syan.g_02494
OG0003602	Syar.g_01701	Syan.g_02613
OG0003603	Syar.g_01544	Syan.g_02691
OG0003604	Syar.g_01520	Syan.g_02716
OG0003605	Syar.g_03105	Syan.g_02967
OG0003833	Syar.g_02377	Syan.g_00622
OG0003888	Syar.g_01777	Syan.g_00409
OG0003933	Syar.g_02373	Syan.g_00408
OG0003942	Syar.g_01692, Syar.g_01313	Syan.g_00420
OG0003947	Syar.g_00691	Syan.g_00071
OG0003948	Syar.g_01660	Syan.g_00180
OG0003949	Syar.g_01547	Syan.g_00208
OG0003950	Syar.g_01893	Syan.g_00237
OG0003951	Syar.g_01894	Syan.g_00238
OG0003952	Syar.g_02876	Syan.g_00419
OG0003953	Syar.g_02855	Syan.g_00428
OG0003954	Syar.g_00646	Syan.g_00443
OG0003955	Syar.g_02588	Syan.g_00472
OG0003957	Syar.g_02510	Syan.g_00594
OG0003958	Syar.g_01673	Syan.g_00752
OG0003959	Syar.g_01231	Syan.g_00887
OG0003960	Syar.g_01229	Syan.g_00889
OG0003961	Syar.g_01228	Syan.g_00890
OG0003962	Syar.g_01227	Syan.g_00891
OG0003963	Syar.g_01226	Syan.g_00892
OG0003964	Syar.g_01225	Syan.g_00893
OG0003965	Syar.g_01222	Syan.g_00895
OG0003966	Syar.g_01221	Syan.g_00896
OG0003967	Syar.g_01218	Syan.g_00899
OG0003968	Syar.g_01217	Syan.g_00900
OG0003969	Syar.g_02222	Syan.g_00909
OG0003970	Syar.g_01865	Syan.g_00928
OG0003971	Syar.g_01004	Syan.g_00931
OG0003972	Syar.g_02023	Syan.g_00934
OG0003973	Syar.g_01357	Syan.g_01309
OG0003974	Syar.g_02936	Syan.g_01406
OG0003975	Syar.g_02937	Syan.g_01407
OG0003976	Syar.g_00798	Syan.g_01500, Syan.g_02445
OG0003977	Syar.g_00647	Syan.g_01649
OG0003978	Syar.g_00597	Syan.g_01862
OG0003979	Syar.g_00168	Syan.g_02065
OG0003980	Syar.g_01328	Syan.g_02458
OG0003981	Syar.g_02025	Syan.g_02513
OG0003982	Syar.g_01976	Syan.g_02639
OG0003984	Syar.g_02019, Syar.g_03123	Syan.g_02977
OG0004274	Syar.g_00574	Syan.g_01909
OG0004395	Syar.g_02941	Syan.g_01411
OG0004401	Syar.g_00976	Syan.g_03091
OG0004402	Syar.g_00975	Syan.g_03092
OG0004422	Syar.g_00685	Syan.g_00070
OG0004424	Syar.g_01435	Syan.g_00111
OG0004430	Syar.g_01751	Syan.g_00450
OG0004433	Syar.g_02330	Syan.g_00844
OG0004434	Syar.g_01230	Syan.g_00888
OG0004435	Syar.g_01220	Syan.g_00897
OG0004436	Syar.g_01219	Syan.g_00898
OG0004438	Syar.g_01864	Syan.g_00933
OG0004439	Syar.g_01668	Syan.g_00935
OG0004440	Syar.g_00317	Syan.g_00980
OG0004441	Syar.g_02285	Syan.g_00995
OG0004442	Syar.g_02286	Syan.g_00996
OG0004443	Syar.g_02287	Syan.g_00997
OG0004445	Syar.g_02217	Syan.g_01151
OG0004446	Syar.g_01602	Syan.g_01231
OG0004447	Syar.g_02934	Syan.g_01404
OG0004448	Syar.g_01592	Syan.g_01487
OG0004459	Syar.g_01550	Syan.g_02686
OG0004461	Syar.g_01206, Syar.g_01599	Syan.g_02854
OG0005196	Syar.g_02017	Syan.g_00108
OG0005212	Syar.g_02292	Syan.g_00884
OG0005218	Syar.g_01925	Syan.g_01169
OG0005219	Syar.g_01924	Syan.g_01170
OG0005220	Syar.g_01923	Syan.g_01171
OG0005221	Syar.g_01922	Syan.g_01172
OG0005222	Syar.g_01921	Syan.g_01173
OG0005229	Syar.g_01254	Syan.g_01858
OG0005244	Syar.g_01899	Syan.g_02674
OG0005245	Syar.g_01600	Syan.g_02855
OG0006214	Syar.g_00368	Syan.g_00829
OG0006218	Syar.g_01878	Syan.g_00919
OG0006225	Syar.g_01605	Syan.g_01230
OG0006270	Syar.g_00755	Syan.g_02558
OG0006271	Syar.g_00190	Syan.g_02900
OG0006272	Syar.g_00122	Syan.g_03052
