Orthogroup	Prbk	Syar
OG0002113	Prbk.g_01615	Syar.g_00507
OG0002114	Prbk.g_01396	Syar.g_00920, Syar.g_01908
OG0002119	Prbk.g_00126	Syar.g_00950
OG0002120	Prbk.g_01678	Syar.g_01671
OG0002121	Prbk.g_01959	Syar.g_01318
OG0002126	Prbk.g_00488	Syar.g_00271
OG0002127	Prbk.g_00746	Syar.g_00073
OG0002130	Prbk.g_01185	Syar.g_02775
OG0002154	Prbk.g_00540	Syar.g_00251
OG0002159	Prbk.g_01492	Syar.g_03094
OG0002160	Prbk.g_01356	Syar.g_03003
OG0002161	Prbk.g_01394	Syar.g_00923
OG0002162	Prbk.g_01107	Syar.g_03193
OG0002166	Prbk.g_01818	Syar.g_02857
OG0002167	Prbk.g_01833	Syar.g_01875
OG0002168	Prbk.g_00070	Syar.g_01378
OG0002169	Prbk.g_00367	Syar.g_01159
OG0002171	Prbk.g_00484	Syar.g_00263
OG0002172	Prbk.g_00663	Syar.g_00940
OG0002173	Prbk.g_00681	Syar.g_00952
OG0002174	Prbk.g_02216	Syar.g_00707
OG0002229	Prbk.g_01560	Syar.g_00550
OG0002231	Prbk.g_01832	Syar.g_02338
OG0002233	Prbk.g_01845	Syar.g_00265
OG0002235	Prbk.g_02446	Syar.g_02621
OG0002236	Prbk.g_02566	Syar.g_00871
OG0002238	Prbk.g_00736	Syar.g_00738
OG0002239	Prbk.g_01204	Syar.g_02678
OG0002241	Prbk.g_02102	Syar.g_01257
OG0002242	Prbk.g_00485	Syar.g_00279
OG0002277	Prbk.g_01581	Syar.g_00541
OG0002280	Prbk.g_01069	Syar.g_02685
OG0002281	Prbk.g_01112	Syar.g_02291
OG0002289	Prbk.g_02100	Syar.g_01255
OG0002292	Prbk.g_01262	Syar.g_01001
OG0002328	Prbk.g_00029	Syar.g_03100
OG0002330	Prbk.g_01754	Syar.g_02675
OG0002332	Prbk.g_00737	Syar.g_00739
OG0002333	Prbk.g_00735	Syar.g_00737
OG0002340	Prbk.g_00689	Syar.g_00960
OG0002341	Prbk.g_02132	Syar.g_00900
OG0002343	Prbk.g_01009	Syar.g_00158
OG0002382	Prbk.g_02070	Syar.g_01478
OG0002390	Prbk.g_01268	Syar.g_01008
OG0002391	Prbk.g_01348	Syar.g_00047
OG0002394	Prbk.g_02134	Syar.g_00901
OG0002429	Prbk.g_00036	Syar.g_03091
OG0002430	Prbk.g_01074	Syar.g_02681
OG0002431	Prbk.g_01073	Syar.g_02682
OG0002444	Prbk.g_00262	Syar.g_00152, Syar.g_00843
OG0002447	Prbk.g_02101	Syar.g_01256
OG0002495	Prbk.g_01734	Syar.g_02068
OG0002496	Prbk.g_02501	Syar.g_02281
OG0002566	Prbk.g_01430	Syar.g_02971
OG0002572	Prbk.g_02601	Syar.g_02030
OG0002573	Prbk.g_00263	Syar.g_00844
OG0002638	Prbk.g_01956	Syar.g_02342
OG0002647	Prbk.g_02146	Syar.g_00904
OG0002668	Prbk.g_00445	Syar.g_00839, Syar.g_00841
OG0002704	Prbk.g_01559	Syar.g_00551
OG0002710	Prbk.g_01850	Syar.g_00818
OG0002711	Prbk.g_02599	Syar.g_01610
OG0002714	Prbk.g_00704	Syar.g_02057
OG0002720	Prbk.g_02442	Syar.g_02008, Syar.g_02605
OG0002795	Prbk.g_01563	Syar.g_00579, Syar.g_00580
OG0002797	Prbk.g_00903	Syar.g_02933
OG0002799	Prbk.g_02662	Syar.g_00924
OG0002800	Prbk.g_01679	Syar.g_01750
OG0002801	Prbk.g_00628	Syar.g_01383
OG0002802	Prbk.g_00564	Syar.g_01890
OG0002803	Prbk.g_02600	Syar.g_01609
OG0002846	Prbk.g_00046	Syar.g_03280
OG0002905	Prbk.g_01549	Syar.g_00603, Syar.g_00552
OG0002938	Prbk.g_01557	Syar.g_00581
OG0002940	Prbk.g_00678	Syar.g_02099
OG0003036	Prbk.g_01488	Syar.g_01874
OG0003037	Prbk.g_00002	Syar.g_03130
OG0003053	Prbk.g_00475	Syar.g_03060
OG0003056	Prbk.g_01339	Syar.g_02940
OG0003057	Prbk.g_01340	Syar.g_02939
OG0003058	Prbk.g_01341	Syar.g_02938
OG0003065	Prbk.g_01717	Syar.g_02033
OG0003091	Prbk.g_00679	Syar.g_02100
OG0003094	Prbk.g_00266	Syar.g_00847, Syar.g_00370
OG0003096	Prbk.g_01551	Syar.g_00578
OG0003097	Prbk.g_01548	Syar.g_00569
OG0003190	Prbk.g_01696	Syar.g_02001
OG0003202	Prbk.g_00297	Syar.g_02115
OG0003504	Prbk.g_01824	Syar.g_02598
OG0003507	Prbk.g_01552	Syar.g_00577
