Orthogroup	Prbk	Syab
OG0002009	Prbk.g_02431	Syab.g_01603
OG0002011	Prbk.g_00359	Syab.g_00559
OG0002012	Prbk.g_00306	Syab.g_00618
OG0002013	Prbk.g_00474	Syab.g_02456
OG0002014	Prbk.g_00486	Syab.g_00221
OG0002016	Prbk.g_00667	Syab.g_02690
OG0002017	Prbk.g_02215	Syab.g_02823
OG0002018	Prbk.g_02243	Syab.g_02870
OG0002037	Prbk.g_02059	Syab.g_01139, Syab.g_00262
OG0002038	Prbk.g_00147	Syab.g_00979
OG0002039	Prbk.g_00160	Syab.g_00998
OG0002040	Prbk.g_00107	Syab.g_00999
OG0002041	Prbk.g_02302	Syab.g_01348
OG0002042	Prbk.g_02318	Syab.g_01376
OG0002043	Prbk.g_02363	Syab.g_01422
OG0002044	Prbk.g_02528	Syab.g_01701
OG0002045	Prbk.g_02106	Syab.g_00672
OG0002046	Prbk.g_02103	Syab.g_00666
OG0002048	Prbk.g_00843	Syab.g_00471
OG0002050	Prbk.g_00399	Syab.g_00314
OG0002051	Prbk.g_00786	Syab.g_02602
OG0002092	Prbk.g_02434, Prbk.g_01975	Syab.g_02904
OG0002110	Prbk.g_02409	Syab.g_00077
OG0002111	Prbk.g_02674	Syab.g_00832
OG0002113	Prbk.g_01615	Syab.g_00038
OG0002115	Prbk.g_00916	Syab.g_02246
OG0002117	Prbk.g_00154	Syab.g_00989
OG0002118	Prbk.g_01509	Syab.g_01048
OG0002119	Prbk.g_00126	Syab.g_02685
OG0002121	Prbk.g_01959	Syab.g_00801
OG0002122	Prbk.g_01814	Syab.g_01174
OG0002124	Prbk.g_02550	Syab.g_01732
OG0002128	Prbk.g_02198	Syab.g_01746
OG0002130	Prbk.g_01185	Syab.g_00917
OG0002159	Prbk.g_01492	Syab.g_02737, Syab.g_00102
OG0002162	Prbk.g_01107	Syab.g_01987
OG0002166	Prbk.g_01818	Syab.g_01169
OG0002167	Prbk.g_01833	Syab.g_01848
OG0002168	Prbk.g_00070	Syab.g_01234
OG0002170	Prbk.g_00868	Syab.g_00520
OG0002172	Prbk.g_00663	Syab.g_02694
OG0002173	Prbk.g_00681	Syab.g_02683
OG0002174	Prbk.g_02216	Syab.g_02824
OG0002231	Prbk.g_01832	Syab.g_00926
OG0002233	Prbk.g_01845	Syab.g_02359
OG0002234	Prbk.g_00621	Syab.g_00633
OG0002235	Prbk.g_02446	Syab.g_01584
OG0002236	Prbk.g_02566	Syab.g_01545
OG0002237	Prbk.g_02625	Syab.g_01880
OG0002238	Prbk.g_00736	Syab.g_01469
OG0002239	Prbk.g_01204	Syab.g_02224
OG0002241	Prbk.g_02102	Syab.g_00665
OG0002243	Prbk.g_02142	Syab.g_02735
OG0002277	Prbk.g_01581	Syab.g_00074
OG0002279	Prbk.g_00009	Syab.g_02502
OG0002289	Prbk.g_02100	Syab.g_00663
OG0002290	Prbk.g_01372	Syab.g_00630, Syab.g_02607
OG0002291	Prbk.g_01278	Syab.g_02556
OG0002292	Prbk.g_01262	Syab.g_02627
OG0002330	Prbk.g_01754	Syab.g_01189
OG0002331	Prbk.g_01768	Syab.g_00880
OG0002332	Prbk.g_00737	Syab.g_01468
OG0002333	Prbk.g_00735	Syab.g_01470
OG0002334	Prbk.g_00251	Syab.g_00789
OG0002335	Prbk.g_00269	Syab.g_00771
OG0002337	Prbk.g_00410	Syab.g_00302
OG0002340	Prbk.g_00689	Syab.g_02676
OG0002341	Prbk.g_02132	Syab.g_02721
OG0002350	Prbk.g_00862	Syab.g_00512
OG0002382	Prbk.g_02070	Syab.g_02105
OG0002388	Prbk.g_02095	Syab.g_00649, Syab.g_00657
OG0002390	Prbk.g_01268	Syab.g_02621
OG0002391	Prbk.g_01348	Syab.g_02529
OG0002433	Prbk.g_02027	Syab.g_02671
OG0002434	Prbk.g_01883	Syab.g_02004
OG0002438	Prbk.g_01831	Syab.g_02776
OG0002440	Prbk.g_00586	Syab.g_01315
OG0002447	Prbk.g_02101	Syab.g_00664
OG0002450	Prbk.g_02266	Syab.g_02901
OG0002461	Prbk.g_00302	Syab.g_00622
OG0002494	Prbk.g_02009	Syab.g_01970
OG0002567	Prbk.g_01075	Syab.g_01096
OG0002568	Prbk.g_01138	Syab.g_01957
OG0002571	Prbk.g_02577	Syab.g_00677
OG0002574	Prbk.g_02096	Syab.g_00650, Syab.g_00658
OG0002575	Prbk.g_02094	Syab.g_00648, Syab.g_00656
OG0002576	Prbk.g_02093	Syab.g_00646, Syab.g_00655
OG0002577	Prbk.g_00313	Syab.g_00612
OG0002580	Prbk.g_02223	Syab.g_02832
OG0002593	Prbk.g_02696	Syab.g_02164
OG0002630	Prbk.g_02692	Syab.g_00548
OG0002630	Prbk.g_02692	Syab.g_02511
OG0002636	Prbk.g_01651	Syab.g_00879
OG0002637	Prbk.g_01688	Syab.g_01744
OG0002639	Prbk.g_01798	Syab.g_00814
OG0002644	Prbk.g_02640	Syab.g_01865
OG0002645	Prbk.g_02641	Syab.g_01864
OG0002647	Prbk.g_02146	Syab.g_02719
OG0002648	Prbk.g_02152	Syab.g_02745
OG0002649	Prbk.g_02153	Syab.g_02746
OG0002650	Prbk.g_02154	Syab.g_02747
OG0002705	Prbk.g_02419	Syab.g_01745
OG0002711	Prbk.g_02599	Syab.g_00449
OG0002712	Prbk.g_02642	Syab.g_01863
OG0002713	Prbk.g_02646	Syab.g_01862
OG0002717	Prbk.g_00684	Syab.g_02680
OG0002797	Prbk.g_00903	Syab.g_02262
OG0002798	Prbk.g_00146	Syab.g_00978
OG0002801	Prbk.g_00628	Syab.g_01254
OG0002802	Prbk.g_00564	Syab.g_01335
OG0002844	Prbk.g_01562	Syab.g_00086
OG0002846	Prbk.g_00046	Syab.g_01185, Syab.g_02393
OG0003039	Prbk.g_01870	Syab.g_01239
OG0003040	Prbk.g_01164	Syab.g_00687
OG0003052	Prbk.g_00446	Syab.g_00264
OG0003065	Prbk.g_01717	Syab.g_01099
OG0003098	Prbk.g_00391	Syab.g_00638
OG0003195	Prbk.g_01822	Syab.g_01512
OG0003207	Prbk.g_01014	Syab.g_00354
OG0003253	Prbk.g_00493	Syab.g_00222
OG0003254	Prbk.g_01710	Syab.g_02383
OG0003381	Prbk.g_00184	Syab.g_01129
OG0003398	Prbk.g_00494	Syab.g_00225
OG0003508	Prbk.g_02220	Syab.g_02271
OG0003824	Prbk.g_01793	Syab.g_01526
OG0003826	Prbk.g_01823	Syab.g_01511
OG0004287	Prbk.g_01454	Syab.g_00330
OG0004291	Prbk.g_00305	Syab.g_00619
OG0004295	Prbk.g_00096	Syab.g_01125
