Orthogroup	Prbk	Syaf
OG0001934	Prbk.g_00023	Syaf.g_00915
OG0001935	Prbk.g_01313	Syaf.g_00956
OG0001936	Prbk.g_01469	Syaf.g_01689
OG0001937	Prbk.g_01984	Syaf.g_01081
OG0001938	Prbk.g_02057	Syaf.g_02727
OG0001939	Prbk.g_02683	Syaf.g_01475
OG0001940	Prbk.g_01113	Syaf.g_02585
OG0001941	Prbk.g_01176	Syaf.g_01246
OG0001944	Prbk.g_01669	Syaf.g_01498
OG0001946	Prbk.g_01803	Syaf.g_01470
OG0001947	Prbk.g_00071	Syaf.g_01406
OG0001948	Prbk.g_02298	Syaf.g_01903
OG0001949	Prbk.g_02312	Syaf.g_01882
OG0001950	Prbk.g_02314	Syaf.g_01880
OG0001951	Prbk.g_02323	Syaf.g_01863
OG0001952	Prbk.g_02343	Syaf.g_01839
OG0001953	Prbk.g_02344	Syaf.g_01838
OG0001954	Prbk.g_02508	Syaf.g_01746
OG0001957	Prbk.g_02620	Syaf.g_02327
OG0001958	Prbk.g_00721	Syaf.g_02138
OG0001961	Prbk.g_02108	Syaf.g_02503
OG0001964	Prbk.g_01919	Syaf.g_00161
OG0001965	Prbk.g_00369	Syaf.g_02281
OG0001966	Prbk.g_00377	Syaf.g_00213
OG0001967	Prbk.g_00379	Syaf.g_00215
OG0001968	Prbk.g_00380	Syaf.g_00216
OG0001969	Prbk.g_00452	Syaf.g_00278
OG0001970	Prbk.g_00548	Syaf.g_00859
OG0001971	Prbk.g_01273	Syaf.g_00782
OG0001972	Prbk.g_00647	Syaf.g_00703
OG0001973	Prbk.g_02131, Prbk.g_02143	Syaf.g_00666
OG0001974	Prbk.g_02157	Syaf.g_00650
OG0001975	Prbk.g_02199	Syaf.g_01620
OG0001976	Prbk.g_02201	Syaf.g_01622
OG0001995	Prbk.g_01089	Syaf.g_01487
OG0001996	Prbk.g_01620	Syaf.g_00464
OG0001997	Prbk.g_00034	Syaf.g_00925
OG0001999	Prbk.g_01418	Syaf.g_01184
OG0002000	Prbk.g_01060	Syaf.g_02677
OG0002002	Prbk.g_00181	Syaf.g_01567
OG0002004	Prbk.g_01826	Syaf.g_02764
OG0002006	Prbk.g_00072	Syaf.g_01405
OG0002007	Prbk.g_00073	Syaf.g_01404
OG0002008	Prbk.g_00569	Syaf.g_01916
OG0002009	Prbk.g_02431	Syaf.g_02084
OG0002010	Prbk.g_01224	Syaf.g_02454
OG0002011	Prbk.g_00359	Syaf.g_02799
OG0002012	Prbk.g_00306, Prbk.g_00830	Syaf.g_01756
OG0002013	Prbk.g_00474	Syaf.g_00341
OG0002014	Prbk.g_00486	Syaf.g_00328
OG0002015	Prbk.g_00490	Syaf.g_00327
OG0002016	Prbk.g_00667	Syaf.g_00722
OG0002017	Prbk.g_02215	Syaf.g_00599
OG0002018	Prbk.g_02243	Syaf.g_00538
OG0002037	Prbk.g_02059	Syaf.g_02723
OG0002038	Prbk.g_00147	Syaf.g_01299
OG0002039	Prbk.g_00160	Syaf.g_01312
OG0002040	Prbk.g_00107	Syaf.g_01313
OG0002041	Prbk.g_02302	Syaf.g_01898
OG0002042	Prbk.g_02318	Syaf.g_01869
OG0002043	Prbk.g_02363	Syaf.g_01800
OG0002044	Prbk.g_02528	Syaf.g_01390
OG0002045	Prbk.g_02106	Syaf.g_02506
OG0002046	Prbk.g_02103	Syaf.g_02510
OG0002047	Prbk.g_00366	Syaf.g_02809
OG0002048	Prbk.g_00843	Syaf.g_00072
OG0002050	Prbk.g_00399	Syaf.g_00224
OG0002051	Prbk.g_00786	Syaf.g_00796
OG0002053	Prbk.g_02194	Syaf.g_00616
OG0002110	Prbk.g_02409	Syaf.g_00155
OG0002111	Prbk.g_02674	Syaf.g_01126, Syaf.g_01525
OG0002113	Prbk.g_01615	Syaf.g_00459
OG0002115	Prbk.g_00916	Syaf.g_01045
OG0002117	Prbk.g_00154	Syaf.g_01305
OG0002118	Prbk.g_01509	Syaf.g_01577
OG0002119	Prbk.g_00126	Syaf.g_00727
OG0002120	Prbk.g_01678	Syaf.g_01744
OG0002121	Prbk.g_01959	Syaf.g_02230
OG0002124	Prbk.g_02550	Syaf.g_01342
OG0002126	Prbk.g_00488	Syaf.g_00323
OG0002127	Prbk.g_00746	Syaf.g_00840
OG0002128	Prbk.g_02198	Syaf.g_01619
OG0002130	Prbk.g_01185	Syaf.g_01256
OG0002154	Prbk.g_00540	Syaf.g_00843
OG0002159	Prbk.g_01492	Syaf.g_00943, Syaf.g_00400
OG0002160	Prbk.g_01356	Syaf.g_01485
OG0002162	Prbk.g_01107	Syaf.g_02592
OG0002167	Prbk.g_01833	Syaf.g_02647
OG0002168	Prbk.g_00070	Syaf.g_01407
OG0002169	Prbk.g_00367	Syaf.g_02810
OG0002170	Prbk.g_00868	Syaf.g_00027
OG0002171	Prbk.g_00484	Syaf.g_00320
OG0002172	Prbk.g_00663	Syaf.g_00718
OG0002174	Prbk.g_02216	Syaf.g_00598
OG0002175	Prbk.g_02129	Syaf.g_00681
OG0002231	Prbk.g_01832	Syaf.g_01265
OG0002233	Prbk.g_01845	Syaf.g_02002
OG0002234	Prbk.g_00621	Syaf.g_02259
OG0002236	Prbk.g_02566	Syaf.g_01641
OG0002237	Prbk.g_02625	Syaf.g_02317
OG0002239	Prbk.g_01204	Syaf.g_01623
OG0002241	Prbk.g_02102	Syaf.g_02512
OG0002242	Prbk.g_00485	Syaf.g_00321
OG0002243	Prbk.g_02142	Syaf.g_00667
OG0002279	Prbk.g_00009	Syaf.g_00901
OG0002281	Prbk.g_01112	Syaf.g_02586
OG0002285	Prbk.g_02351	Syaf.g_01812
OG0002286	Prbk.g_02128	Syaf.g_00682
OG0002289	Prbk.g_02100	Syaf.g_02514
OG0002290	Prbk.g_01372	Syaf.g_01600
OG0002291	Prbk.g_01278	Syaf.g_00787
OG0002328	Prbk.g_00029	Syaf.g_00920
OG0002330	Prbk.g_01754	Syaf.g_01624
OG0002331	Prbk.g_01768	Syaf.g_02003
OG0002337	Prbk.g_00410	Syaf.g_00236
OG0002338	Prbk.g_00491	Syaf.g_00329
OG0002339	Prbk.g_00503	Syaf.g_00342
OG0002341	Prbk.g_02132	Syaf.g_00665
OG0002343	Prbk.g_01009	Syaf.g_00189
OG0002350	Prbk.g_00862	Syaf.g_00031
OG0002385	Prbk.g_02130	Syaf.g_00680
OG0002388	Prbk.g_02095	Syaf.g_02525
OG0002429	Prbk.g_00036	Syaf.g_00927
OG0002435	Prbk.g_01038	Syaf.g_01221
OG0002438	Prbk.g_01831	Syaf.g_02013
OG0002446	Prbk.g_02117	Syaf.g_01825
OG0002448	Prbk.g_00508, Prbk.g_00507	Syaf.g_00305, Syaf.g_00694, Syaf.g_00346
OG0002449	Prbk.g_02242	Syaf.g_00539
OG0002451	Prbk.g_01958	Syaf.g_01674
OG0002461	Prbk.g_00302	Syaf.g_01701
OG0002498	Prbk.g_01487	Syaf.g_00395
OG0002567	Prbk.g_01075	Syaf.g_01132, Syaf.g_01138
OG0002568	Prbk.g_01138	Syaf.g_00973
OG0002574	Prbk.g_02096	Syaf.g_02524
OG0002575	Prbk.g_02094	Syaf.g_02526
OG0002576	Prbk.g_02093	Syaf.g_02527
OG0002579	Prbk.g_00744	Syaf.g_00842
OG0002639	Prbk.g_01798	Syaf.g_00783
OG0002643	Prbk.g_02512	Syaf.g_01985
OG0002647	Prbk.g_02146	Syaf.g_00685
OG0002648	Prbk.g_02152	Syaf.g_00657
OG0002649	Prbk.g_02153	Syaf.g_00656
OG0002650	Prbk.g_02154	Syaf.g_00655
OG0002653	Prbk.g_02127	Syaf.g_00683
OG0002667	Prbk.g_01733	Syaf.g_02254
OG0002705	Prbk.g_02419	Syaf.g_00971
OG0002714	Prbk.g_00704	Syaf.g_00737
OG0002796	Prbk.g_01363	Syaf.g_01490
OG0002799	Prbk.g_02662	Syaf.g_01347
OG0002910	Prbk.g_01777	Syaf.g_01871
OG0002941	Prbk.g_01795	Syaf.g_02156
OG0003065	Prbk.g_01717	Syaf.g_01678
OG0003185	Prbk.g_01466	Syaf.g_01900
OG0003199	Prbk.g_02597	Syaf.g_00775
OG0003250	Prbk.g_00822	Syaf.g_01556
OG0003251	Prbk.g_00730	Syaf.g_02146
OG0003254	Prbk.g_01710	Syaf.g_02772
OG0003386	Prbk.g_01779	Syaf.g_01626
OG0003410	Prbk.g_00927	Syaf.g_01233
OG0003824	Prbk.g_01793	Syaf.g_02157
OG0004293	Prbk.g_02364	Syaf.g_01799
