Orthogroup	Prbk	Syan
OG0002166	Prbk.g_01818	Syan.g_02512, Syan.g_02676
OG0002167	Prbk.g_01833	Syan.g_02931
OG0002168	Prbk.g_00070	Syan.g_03109
OG0002169	Prbk.g_00367	Syan.g_02313
OG0002170	Prbk.g_00868	Syan.g_02148
OG0002172	Prbk.g_00663	Syan.g_01517
OG0002173	Prbk.g_00681	Syan.g_03104
OG0002174	Prbk.g_02216	Syan.g_01153
OG0002229	Prbk.g_01560	Syan.g_01871
OG0002231	Prbk.g_01832	Syan.g_00837
OG0002235	Prbk.g_02446	Syan.g_00710
OG0002239	Prbk.g_01204	Syan.g_01177
OG0002241	Prbk.g_02102	Syan.g_02871
OG0002243	Prbk.g_02142	Syan.g_01545
OG0002277	Prbk.g_01581	Syan.g_01707
OG0002280	Prbk.g_01069	Syan.g_01185
OG0002281	Prbk.g_01112	Syan.g_00885
OG0002285	Prbk.g_02351	Syan.g_00499
OG0002286	Prbk.g_02128	Syan.g_02249
OG0002288	Prbk.g_00268	Syan.g_00211
OG0002289	Prbk.g_02100	Syan.g_02873
OG0002290	Prbk.g_01372	Syan.g_00113
OG0002291	Prbk.g_01278	Syan.g_03057
OG0002292	Prbk.g_01262	Syan.g_03073
OG0002328	Prbk.g_00029	Syan.g_02961
OG0002330	Prbk.g_01754	Syan.g_00288
OG0002339	Prbk.g_00503	Syan.g_02261
OG0002343	Prbk.g_01009	Syan.g_02093
OG0002382	Prbk.g_02070	Syan.g_02755
OG0002385	Prbk.g_02130	Syan.g_02248
OG0002386	Prbk.g_00705	Syan.g_00790
OG0002391	Prbk.g_01348	Syan.g_02293
OG0002430	Prbk.g_01074	Syan.g_01277
OG0002431	Prbk.g_01073	Syan.g_01278
OG0002440	Prbk.g_00586	Syan.g_00038
OG0002447	Prbk.g_02101	Syan.g_02872
OG0002449	Prbk.g_02242	Syan.g_01657
OG0002494	Prbk.g_02009	Syan.g_00953
OG0002495	Prbk.g_01734	Syan.g_00177
OG0002498	Prbk.g_01487, Prbk.g_01473	Syan.g_00261
OG0002566	Prbk.g_01430	Syan.g_00976
OG0002568	Prbk.g_01138	Syan.g_01735
OG0002571	Prbk.g_02577	Syan.g_01152
OG0002572	Prbk.g_02601	Syan.g_00204
OG0002577	Prbk.g_00313	Syan.g_00998
OG0002593	Prbk.g_02696	Syan.g_02412
OG0002631	Prbk.g_00827	Syan.g_02081, Syan.g_02072
OG0002634	Prbk.g_01518	Syan.g_02427
OG0002635	Prbk.g_01027	Syan.g_00014
OG0002637	Prbk.g_01688	Syan.g_00962
OG0002644	Prbk.g_02640	Syan.g_00807
OG0002645	Prbk.g_02641	Syan.g_00806
OG0002647	Prbk.g_02146	Syan.g_01546
OG0002667	Prbk.g_01733	Syan.g_02838
OG0002668	Prbk.g_00445	Syan.g_00828
OG0002705	Prbk.g_02419	Syan.g_02786
OG0002712	Prbk.g_02642	Syan.g_00805
OG0002713	Prbk.g_02646	Syan.g_00804
OG0002720	Prbk.g_02442	Syan.g_01035, Syan.g_00725
OG0002795	Prbk.g_01563	Syan.g_01841
OG0002799	Prbk.g_02662	Syan.g_00112
OG0002800	Prbk.g_01679	Syan.g_00414
OG0002801	Prbk.g_00628	Syan.g_00311
OG0002905	Prbk.g_01549	Syan.g_01855
OG0002906	Prbk.g_02663	Syan.g_02682
OG0002913	Prbk.g_02192	Syan.g_00068
OG0002914	Prbk.g_02193	Syan.g_00053
OG0003056	Prbk.g_01339	Syan.g_01410
OG0003057	Prbk.g_01340	Syan.g_01409
OG0003058	Prbk.g_01341	Syan.g_01408
OG0003089	Prbk.g_00829	Syan.g_02170
OG0003090	Prbk.g_00347	Syan.g_01956, Syan.g_01960
OG0003097	Prbk.g_01548	Syan.g_01802
OG0003188	Prbk.g_01029	Syan.g_02476
OG0003213	Prbk.g_01274	Syan.g_03061
OG0003253	Prbk.g_00493	Syan.g_01963
OG0003717	Prbk.g_01972	Syan.g_01052
OG0003827	Prbk.g_01554	Syan.g_01946
