Orthogroup	Prbk	Syat
OG0002571	Prbk.g_02577	Syat.g_00772
OG0002572	Prbk.g_02601	Syat.g_01014
OG0002573	Prbk.g_00263	Syat.g_01361
OG0002577	Prbk.g_00313	Syat.g_00329
OG0002580	Prbk.g_02223	Syat.g_02514
OG0002582	Prbk.g_01546	Syat.g_02247
OG0002593	Prbk.g_02696	Syat.g_02985
OG0002628	Prbk.g_00532	Syat.g_02210
OG0002632	Prbk.g_02136	Syat.g_02708
OG0002634	Prbk.g_01518	Syat.g_01446
OG0002635	Prbk.g_01027	Syat.g_01320
OG0002638	Prbk.g_01956	Syat.g_00797
OG0002643	Prbk.g_02512	Syat.g_00854
OG0002644	Prbk.g_02640	Syat.g_01973
OG0002668	Prbk.g_00445	Syat.g_01359
OG0002711	Prbk.g_02599	Syat.g_02382
OG0002714	Prbk.g_00704	Syat.g_00334
OG0002717	Prbk.g_00684	Syat.g_02006
OG0002797	Prbk.g_00903	Syat.g_03135
OG0002799	Prbk.g_02662	Syat.g_00942
OG0002800	Prbk.g_01679	Syat.g_02220
OG0002801	Prbk.g_00628	Syat.g_00793
OG0002837	Prbk.g_01867	Syat.g_00283
OG0002842	Prbk.g_02140	Syat.g_02705
OG0002844	Prbk.g_01562	Syat.g_01204
OG0002845	Prbk.g_01486	Syat.g_01311
OG0002906	Prbk.g_02663	Syat.g_01045
OG0002913	Prbk.g_02192	Syat.g_01036
OG0002914	Prbk.g_02193	Syat.g_01976
OG0003036	Prbk.g_01488	Syat.g_00979
OG0003037	Prbk.g_00002	Syat.g_01581
OG0003040	Prbk.g_01164	Syat.g_03069
OG0003044	Prbk.g_02677	Syat.g_00754
OG0003053	Prbk.g_00475	Syat.g_01495
OG0003055	Prbk.g_01553	Syat.g_03057
OG0003056	Prbk.g_01339	Syat.g_03134
OG0003057	Prbk.g_01340	Syat.g_03133
OG0003058	Prbk.g_01341	Syat.g_03132
OG0003065	Prbk.g_01717	Syat.g_01502
OG0003094	Prbk.g_00266	Syat.g_01364
OG0003099	Prbk.g_00225	Syat.g_02094
OG0003186	Prbk.g_01077	Syat.g_01505
OG0003190	Prbk.g_01696	Syat.g_02370
OG0003195	Prbk.g_01822	Syat.g_00876
OG0003196	Prbk.g_01839	Syat.g_00193
OG0003201	Prbk.g_02086	Syat.g_02536
OG0003400	Prbk.g_01349	Syat.g_00289
OG0003401	Prbk.g_01350	Syat.g_00257, Syat.g_00288
OG0003503	Prbk.g_01794	Syat.g_01699, Syat.g_00765
OG0003504	Prbk.g_01824	Syat.g_00336
OG0003777	Prbk.g_01347	Syat.g_00261
OG0003826	Prbk.g_01823	Syat.g_00877
