Orthogroup	Syae	Prah
OG0002334	Syae.g_02660	Prah.g_00416
OG0002336	Syae.g_02533	Prah.g_00315
OG0002337	Syae.g_01976	Prah.g_02127
OG0002338	Syae.g_01891	Prah.g_02206
OG0002339	Syae.g_01881	Prah.g_02222
OG0002381	Syae.g_01314	Prah.g_00172
OG0002387	Syae.g_01234	Prah.g_00092
OG0002388	Syae.g_02507	Prah.g_00297
OG0002390	Syae.g_01483	Prah.g_02343
OG0002429	Syae.g_01339	Prah.g_01872
OG0002435	Syae.g_01002	Prah.g_01341
OG0002438	Syae.g_00486	Prah.g_00962
OG0002444	Syae.g_01542	Prah.g_00405
OG0002445	Syae.g_02601	Prah.g_00352
OG0002446	Syae.g_01337	Prah.g_00344, Prah.g_00993, Prah.g_00318
OG0002449	Syae.g_01671	Prah.g_02569
OG0002450	Syae.g_01700	Prah.g_02592
OG0002452	Syae.g_01669	Prah.g_02567
OG0002496	Syae.g_02256	Prah.g_00633
OG0002563	Syae.g_01087	Prah.g_00387
OG0002569	Syae.g_02257	Prah.g_00632
OG0002570	Syae.g_02259	Prah.g_00630
OG0002573	Syae.g_01543	Prah.g_00404
OG0002574	Syae.g_02508	Prah.g_00298
OG0002575	Syae.g_02506	Prah.g_00296
OG0002576	Syae.g_02505	Prah.g_00295
OG0002579	Syae.g_01421	Prah.g_02275
OG0002633	Syae.g_00066	Prah.g_01819
OG0002641	Syae.g_02255	Prah.g_00634
OG0002642	Syae.g_02258	Prah.g_00631
OG0002715	Syae.g_02676	Prah.g_00248
OG0002718	Syae.g_00343	Prah.g_02595
OG0002796	Syae.g_00744	Prah.g_01787
OG0003051	Syae.g_02667	Prah.g_02112
OG0003185	Syae.g_01271	Prah.g_01808
OG0003784	Syae.g_02545	Prah.g_00345
