Orthogroup	Syae	Prbk
OG0002035	Syae.g_02671	Prbk.g_01741
OG0002037	Syae.g_02307	Prbk.g_02059
OG0002038	Syae.g_00912	Prbk.g_00147
OG0002040	Syae.g_00897	Prbk.g_00107
OG0002041	Syae.g_00389	Prbk.g_02302
OG0002042	Syae.g_00367	Prbk.g_02318
OG0002043	Syae.g_00316	Prbk.g_02363
OG0002044	Syae.g_00827	Prbk.g_02528
OG0002045	Syae.g_02521	Prbk.g_02106
OG0002046	Syae.g_02517	Prbk.g_02103
OG0002050	Syae.g_01988	Prbk.g_00399
OG0002051	Syae.g_01464	Prbk.g_00786
OG0002053	Syae.g_01598	Prbk.g_02194
OG0002063	Syae.g_00714	Prbk.g_01792
OG0002092	Syae.g_01477, Syae.g_01105	Prbk.g_02434, Prbk.g_01975
OG0002114	Syae.g_02675, Syae.g_02668	Prbk.g_01396
OG0002115	Syae.g_01155	Prbk.g_00916
OG0002117	Syae.g_00905	Prbk.g_00154
OG0002119	Syae.g_01515	Prbk.g_00126
OG0002120	Syae.g_00270	Prbk.g_01678
OG0002121	Syae.g_00184	Prbk.g_01959
OG0002124	Syae.g_00873	Prbk.g_02550
OG0002126	Syae.g_01898	Prbk.g_00488
OG0002127	Syae.g_01418	Prbk.g_00746
OG0002128	Syae.g_00635	Prbk.g_02198
OG0002130	Syae.g_00959	Prbk.g_01185
OG0002154	Syae.g_01420	Prbk.g_00540
OG0002160	Syae.g_00749	Prbk.g_01356
OG0002161	Syae.g_01545, Syae.g_02665	Prbk.g_01394
OG0002162	Syae.g_02432	Prbk.g_01107
OG0002166	Syae.g_00754	Prbk.g_01818
OG0002168	Syae.g_00810	Prbk.g_00070
OG0002170	Syae.g_02188	Prbk.g_00868
OG0002171	Syae.g_01901	Prbk.g_00484
OG0002172	Syae.g_01524	Prbk.g_00663
OG0002173	Syae.g_01511	Prbk.g_00681
OG0002174	Syae.g_01615	Prbk.g_02216
OG0002233	Syae.g_00479	Prbk.g_01845
OG0002234	Syae.g_00140	Prbk.g_00621
OG0002235	Syae.g_00539	Prbk.g_02446
OG0002236	Syae.g_02062	Prbk.g_02566
OG0002237	Syae.g_00067	Prbk.g_02625
OG0002241	Syae.g_02516	Prbk.g_02102
OG0002242	Syae.g_01900	Prbk.g_00485
OG0002277	Syae.g_01786	Prbk.g_01581
OG0002279	Syae.g_01365	Prbk.g_00009
OG0002280	Syae.g_02362	Prbk.g_01069
OG0002285	Syae.g_00329	Prbk.g_02351
OG0002334	Syae.g_02660	Prbk.g_00251
OG0002336	Syae.g_02533	Prbk.g_02115
OG0002337	Syae.g_01976	Prbk.g_00410
OG0002338	Syae.g_01891	Prbk.g_00491
OG0002339	Syae.g_01881	Prbk.g_00503
OG0002350	Syae.g_02183	Prbk.g_00862
OG0002381	Syae.g_01314	Prbk.g_01522, Prbk.g_00210
OG0002388	Syae.g_02507	Prbk.g_02095
OG0002390	Syae.g_01483	Prbk.g_01268
OG0002429	Syae.g_01339	Prbk.g_00036
OG0002435	Syae.g_01002	Prbk.g_01038
OG0002438	Syae.g_00486	Prbk.g_01831
OG0002444	Syae.g_01542	Prbk.g_00262
OG0002446	Syae.g_01337	Prbk.g_02117
OG0002447	Syae.g_02515	Prbk.g_02101
OG0002449	Syae.g_01671	Prbk.g_02242
OG0002450	Syae.g_01700	Prbk.g_02266
OG0002461	Syae.g_00172	Prbk.g_00302
OG0002496	Syae.g_02256	Prbk.g_02501
OG0002563	Syae.g_01087	Prbk.g_00284
OG0002569	Syae.g_02257	Prbk.g_02502
OG0002570	Syae.g_02259	Prbk.g_02504
OG0002573	Syae.g_01543	Prbk.g_00263
OG0002574	Syae.g_02508	Prbk.g_02096
OG0002575	Syae.g_02506	Prbk.g_02094
OG0002576	Syae.g_02505	Prbk.g_02093
OG0002579	Syae.g_01421	Prbk.g_00744
OG0002633	Syae.g_00066	Prbk.g_01947
OG0002639	Syae.g_01476	Prbk.g_01798
OG0002641	Syae.g_02255	Prbk.g_02500
OG0002642	Syae.g_02258	Prbk.g_02503
OG0002715	Syae.g_02676	Prbk.g_00314
OG0002718	Syae.g_00343	Prbk.g_02269
OG0002796	Syae.g_00744	Prbk.g_01363
OG0002940	Syae.g_00627	Prbk.g_00678
OG0003050	Syae.g_02547	Prbk.g_00884
OG0003051	Syae.g_02667	Prbk.g_00395
OG0003091	Syae.g_00626	Prbk.g_00679
OG0003096	Syae.g_01804	Prbk.g_01551
OG0003185	Syae.g_01271	Prbk.g_01466
OG0003249	Syae.g_00630, Syae.g_01513	Prbk.g_00675
OG0003501	Syae.g_00628	Prbk.g_00677
OG0003502	Syae.g_00629	Prbk.g_00676
OG0003503	Syae.g_00198	Prbk.g_01794
OG0003507	Syae.g_01806	Prbk.g_01552
OG0003822	Syae.g_01499	Prbk.g_01452
