Orthogroup	Prbk	Syas
OG0002495	Prbk.g_01734	Syas.g_02299
OG0002563	Prbk.g_00284	Syas.g_00428
OG0002566	Prbk.g_01430	Syas.g_00160
OG0002571	Prbk.g_02577	Syas.g_00165
OG0002572	Prbk.g_02601	Syas.g_00156
OG0002573	Prbk.g_00263	Syas.g_00083
OG0002593	Prbk.g_02696	Syas.g_01437
OG0002634	Prbk.g_01518	Syas.g_02558
OG0002635	Prbk.g_01027	Syas.g_00117
OG0002637	Prbk.g_01688	Syas.g_00895
OG0002638	Prbk.g_01956	Syas.g_00953
OG0002643	Prbk.g_02512	Syas.g_00924
OG0002648	Prbk.g_02152	Syas.g_00058
OG0002649	Prbk.g_02153	Syas.g_00057
OG0002650	Prbk.g_02154	Syas.g_00056
OG0002667	Prbk.g_01733	Syas.g_01855
OG0002668	Prbk.g_00445	Syas.g_00079, Syas.g_01447
OG0002710	Prbk.g_01850	Syas.g_02300
OG0002711	Prbk.g_02599	Syas.g_01097
OG0002714	Prbk.g_00704	Syas.g_00925
OG0002720	Prbk.g_02442	Syas.g_00630
OG0002799	Prbk.g_02662	Syas.g_00370
OG0002800	Prbk.g_01679	Syas.g_00131
OG0002801	Prbk.g_00628	Syas.g_00987
OG0002845	Prbk.g_01486	Syas.g_02450
OG0002906	Prbk.g_02663	Syas.g_00115
OG0002913	Prbk.g_02192	Syas.g_01714
OG0002914	Prbk.g_02193	Syas.g_02757
OG0002942	Prbk.g_00042, Prbk.g_00939	Syas.g_01020
OG0003036	Prbk.g_01488	Syas.g_00483
OG0003037	Prbk.g_00002	Syas.g_00521
OG0003040	Prbk.g_01164	Syas.g_02754
OG0003090	Prbk.g_00347	Syas.g_02619
OG0003094	Prbk.g_00266	Syas.g_00075, Syas.g_02542
OG0003504	Prbk.g_01824	Syas.g_00938
