Orthogroup	Praf	Syab
OG0002239	Praf.g_01854	Syab.g_02224
OG0002241	Praf.g_01928	Syab.g_00665
OG0002243	Praf.g_02606	Syab.g_02735
OG0002277	Praf.g_00076	Syab.g_00074
OG0002279	Praf.g_00242	Syab.g_02502
OG0002289	Praf.g_01930	Syab.g_00663
OG0002290	Praf.g_01974	Syab.g_00630, Syab.g_02607
OG0002291	Praf.g_02494	Syab.g_02556
OG0002292	Praf.g_02510	Syab.g_02627
OG0002329	Praf.g_01080, Praf.g_00963	Syab.g_02883
OG0002330	Praf.g_01117	Syab.g_01189
OG0002331	Praf.g_01128	Syab.g_00880
OG0002332	Praf.g_01723	Syab.g_01468
OG0002333	Praf.g_01725	Syab.g_01470
OG0002334	Praf.g_01786	Syab.g_00789
OG0002335	Praf.g_01800	Syab.g_00771
OG0002337	Praf.g_02272	Syab.g_00302
OG0002340	Praf.g_02584	Syab.g_02676
OG0002341	Praf.g_02608	Syab.g_02721
OG0002382	Praf.g_00604	Syab.g_02105
OG0002388	Praf.g_01935	Syab.g_00649, Syab.g_00657
OG0002390	Praf.g_02504	Syab.g_02621
OG0002391	Praf.g_02631	Syab.g_02529
OG0002425	Praf.g_00114	Syab.g_00186
OG0002433	Praf.g_00562	Syab.g_02671
OG0002434	Praf.g_00699	Syab.g_02004
OG0002438	Praf.g_01234	Syab.g_02776
OG0002440	Praf.g_01335	Syab.g_01315
OG0002443	Praf.g_01706	Syab.g_02673
OG0002447	Praf.g_01929	Syab.g_00664
OG0002450	Praf.g_02771	Syab.g_02901
OG0002490	Praf.g_00108	Syab.g_00176
OG0002494	Praf.g_00546	Syab.g_01970
OG0002567	Praf.g_00655	Syab.g_01096
OG0002568	Praf.g_00748, Praf.g_00747	Syab.g_01957
OG0002571	Praf.g_01634	Syab.g_00677
OG0002574	Praf.g_01934	Syab.g_00650, Syab.g_00658
OG0002575	Praf.g_01936	Syab.g_00648, Syab.g_00656
OG0002576	Praf.g_01937	Syab.g_00646, Syab.g_00655
OG0002577	Praf.g_01968	Syab.g_00612
OG0002580	Praf.g_02725	Syab.g_02832
OG0002630	Praf.g_00229	Syab.g_00548
OG0002630	Praf.g_00229	Syab.g_02511
OG0002630	Praf.g_02020	Syab.g_00548
OG0002630	Praf.g_02020	Syab.g_02511
OG0002636	Praf.g_00951	Syab.g_00879
OG0002637	Praf.g_00997	Syab.g_01744
OG0002639	Praf.g_01201	Syab.g_00814
OG0002644	Praf.g_01701	Syab.g_01865
OG0002645	Praf.g_01702	Syab.g_01864
OG0002647	Praf.g_02609	Syab.g_02719
OG0002648	Praf.g_02615	Syab.g_02745
OG0002649	Praf.g_02616	Syab.g_02746
OG0002650	Praf.g_02617	Syab.g_02747
OG0002695	Praf.g_00116	Syab.g_00184
OG0002705	Praf.g_01040	Syab.g_01745
OG0002711	Praf.g_01656	Syab.g_00449
OG0002712	Praf.g_01703	Syab.g_01863
OG0002713	Praf.g_01707	Syab.g_01862
OG0002717	Praf.g_02578	Syab.g_02680
OG0002794	Praf.g_00109	Syab.g_00168
OG0002797	Praf.g_00476	Syab.g_02262
OG0002798	Praf.g_00863	Syab.g_00978
OG0002801	Praf.g_01295	Syab.g_01254
OG0002802	Praf.g_01356	Syab.g_01335
OG0002805	Praf.g_01975	Syab.g_00629, Syab.g_02606
OG0002907	Praf.g_01009	Syab.g_02836
OG0002908	Praf.g_01035	Syab.g_01507
OG0003039	Praf.g_00552	Syab.g_01239
OG0003040	Praf.g_00774	Syab.g_00687
OG0003041	Praf.g_01012	Syab.g_01481, Syab.g_01523
OG0003042	Praf.g_01034	Syab.g_01506
OG0003052	Praf.g_02305	Syab.g_00264
OG0003191	Praf.g_01036	Syab.g_01508
OG0003195	Praf.g_01227, Praf.g_01226	Syab.g_01512
OG0003207	Praf.g_02205	Syab.g_00354
OG0003381	Praf.g_00900	Syab.g_01129
OG0003398	Praf.g_02361	Syab.g_00225
OG0004077	Praf.g_00955	Syab.g_02800
