Orthogroup	Praf	Syak
OG0002173	Praf.g_02573	Syak.g_02014
OG0002174	Praf.g_02722	Syak.g_01890
OG0002229	Praf.g_00138	Syak.g_01705
OG0002230	Praf.g_00148	Syak.g_01601
OG0002231	Praf.g_01235	Syak.g_00924
OG0002233	Praf.g_01254	Syak.g_00063
OG0002234	Praf.g_01300	Syak.g_02489
OG0002237	Praf.g_01686	Syak.g_00028
OG0002238	Praf.g_01724	Syak.g_00285
OG0002239	Praf.g_01854	Syak.g_02442
OG0002241	Praf.g_01928	Syak.g_01135
OG0002242	Praf.g_02351	Syak.g_01535
OG0002243	Praf.g_02606	Syak.g_01961
OG0002277	Praf.g_00076	Syak.g_01720
OG0002279	Praf.g_00242	Syak.g_02190
OG0002280	Praf.g_00649	Syak.g_02630
OG0002281	Praf.g_00720	Syak.g_02701
OG0002287	Praf.g_01770	Syak.g_01542, Syak.g_01543, Syak.g_01556
OG0002289	Praf.g_01930	Syak.g_01137
OG0002290	Praf.g_01974	Syak.g_01159
OG0002292	Praf.g_02510	Syak.g_02069
OG0002328	Praf.g_00262	Syak.g_02208
OG0002330	Praf.g_01117	Syak.g_00716
OG0002331	Praf.g_01128	Syak.g_00967
OG0002332	Praf.g_01723	Syak.g_00284
OG0002333	Praf.g_01725	Syak.g_00286
OG0002334	Praf.g_01786	Syak.g_01032
OG0002336	Praf.g_01904	Syak.g_01115
OG0002337	Praf.g_02272	Syak.g_01452
OG0002338	Praf.g_02357	Syak.g_01544
OG0002339	Praf.g_02370	Syak.g_01553
OG0002341	Praf.g_02608	Syak.g_01957
OG0002382	Praf.g_00604	Syak.g_02583
OG0002387	Praf.g_01754	Syak.g_01600
OG0002391	Praf.g_02631	Syak.g_02164
OG0002430	Praf.g_00653	Syak.g_02634
OG0002431	Praf.g_00652	Syak.g_02633
OG0002433	Praf.g_00562	Syak.g_00130
OG0002438	Praf.g_01234	Syak.g_01923
OG0002440	Praf.g_01335	Syak.g_00647
OG0002443	Praf.g_01706	Syak.g_02039
OG0002444	Praf.g_01797	Syak.g_01010
OG0002446	Praf.g_01901	Syak.g_01105
OG0002447	Praf.g_01929	Syak.g_01136
OG0002449	Praf.g_02748	Syak.g_01835
OG0002494	Praf.g_00546	Syak.g_02712
OG0002496	Praf.g_01564	Syak.g_01397
OG0002565	Praf.g_00363	Syak.g_02272
OG0002566	Praf.g_00451	Syak.g_02382
OG0002568	Praf.g_00748, Praf.g_00747	Syak.g_02726
OG0002569	Praf.g_01565	Syak.g_01398
OG0002570	Praf.g_01567	Syak.g_01400
OG0002572	Praf.g_01658	Syak.g_02758
OG0002573	Praf.g_01798	Syak.g_01009
OG0002577	Praf.g_01968	Syak.g_01177
OG0002580	Praf.g_02725	Syak.g_01883
OG0002633	Praf.g_00339	Syak.g_00176
OG0002636	Praf.g_00951	Syak.g_00965
OG0002637	Praf.g_00997	Syak.g_00277
OG0002639	Praf.g_01201	Syak.g_02344
OG0002640	Praf.g_01485	Syak.g_00266
OG0002641	Praf.g_01563	Syak.g_01396
OG0002642	Praf.g_01566	Syak.g_01399
OG0002647	Praf.g_02609	Syak.g_01959
OG0002704	Praf.g_00139	Syak.g_01704
OG0002709	Praf.g_01166	Syak.g_02265, Syak.g_00979, Syak.g_02533
OG0002716	Praf.g_02213	Syak.g_01412
OG0002717	Praf.g_02578	Syak.g_02023
OG0002798	Praf.g_00863	Syak.g_00889
OG0002802	Praf.g_01356	Syak.g_00628
OG0002805	Praf.g_01975	Syak.g_01160, Syak.g_00109
OG0002899	Praf.g_01093	Syak.g_01100
OG0002907	Praf.g_01009	Syak.g_01879
OG0002909	Praf.g_01054	Syak.g_00251
OG0002910	Praf.g_01136	Syak.g_01195
OG0003038	Praf.g_00445	Syak.g_01673
OG0003043	Praf.g_01087	Syak.g_01015
OG0003051	Praf.g_02257	Syak.g_01012
OG0003192	Praf.g_01154	Syak.g_01974
OG0003387	Praf.g_01140	Syak.g_01360
OG0003402	Praf.g_02649	Syak.g_01109
OG0003666	Praf.g_01045	Syak.g_00321
OG0004095	Praf.g_01811	Syak.g_00206
OG0004107	Praf.g_02651	Syak.g_01108
OG0005406	Praf.g_00362	Syak.g_02509
OG0005419	Praf.g_01106	Syak.g_02524
OG0005439	Praf.g_01814	Syak.g_01597
