Orthogroup	Syao	Syam
OG0002212	Syao.g_02424	Syam.g_02299
OG0002213	Syao.g_02428	Syam.g_02304
OG0002214	Syao.g_02337	Syam.g_02426
OG0002229	Syao.g_02126	Syam.g_00094
OG0002234	Syao.g_00145	Syam.g_01421
OG0002239	Syao.g_01405	Syam.g_00922
OG0002244	Syao.g_00551	Syam.g_00974
OG0002245	Syao.g_00703	Syam.g_00496
OG0002247	Syao.g_00836	Syam.g_01748
OG0002248	Syao.g_00979	Syam.g_00798
OG0002250	Syao.g_02652	Syam.g_02091
OG0002251	Syao.g_01607	Syam.g_01936
OG0002253	Syao.g_01445	Syam.g_01818
OG0002254	Syao.g_00465	Syam.g_01203
OG0002255	Syao.g_00831	Syam.g_01147
OG0002256	Syao.g_01721	Syam.g_01012
OG0002257	Syao.g_01262	Syam.g_01429
OG0002258	Syao.g_01029	Syam.g_01725
OG0002259	Syao.g_01416	Syam.g_00655
OG0002260	Syao.g_00288	Syam.g_00851
OG0002280	Syao.g_01400	Syam.g_00639
OG0002285	Syao.g_00632	Syam.g_01095
OG0002292	Syao.g_02539	Syam.g_02247
OG0002295	Syao.g_00719	Syam.g_01579, Syam.g_01578
OG0002296	Syao.g_00069	Syam.g_01638
OG0002297	Syao.g_01496	Syam.g_00823
OG0002298	Syao.g_00658	Syam.g_01143
OG0002299	Syao.g_00694	Syam.g_01104
OG0002300	Syao.g_01256	Syam.g_01043
OG0002301	Syao.g_00358	Syam.g_01481
OG0002302	Syao.g_00048	Syam.g_00563
OG0002303	Syao.g_00702	Syam.g_00495
OG0002307	Syao.g_01242	Syam.g_01759
OG0002309	Syao.g_00562	Syam.g_00736
OG0002343	Syao.g_02113	Syam.g_00278
OG0002347	Syao.g_01659	Syam.g_02020
OG0002350	Syao.g_01885	Syam.g_00433
OG0002351	Syao.g_02030	Syam.g_00194
OG0002353	Syao.g_00769	Syam.g_01278
OG0002357	Syao.g_01568	Syam.g_02356
OG0002358	Syao.g_01734	Syam.g_01870, Syam.g_01869
OG0002359	Syao.g_00077	Syam.g_01646
OG0002396	Syao.g_01785	Syam.g_00335
OG0002404	Syao.g_02109	Syam.g_01235
OG0002405	Syao.g_00650	Syam.g_01081
OG0002406	Syao.g_00462	Syam.g_01402
OG0002407	Syao.g_01461	Syam.g_00979
OG0002409	Syao.g_02278	Syam.g_02350
OG0002410	Syao.g_02330	Syam.g_01410
OG0002411	Syao.g_00790	Syam.g_00747
OG0002416	Syao.g_00367	Syam.g_01407
OG0002452	Syao.g_02307	Syam.g_02407
OG0002458	Syao.g_01230	Syam.g_02384
OG0002459	Syao.g_01232	Syam.g_02382
OG0002460	Syao.g_01233	Syam.g_02381
OG0002463	Syao.g_00407	Syam.g_01161
OG0002464	Syao.g_02632	Syam.g_02077
OG0002469	Syao.g_00277	Syam.g_00875
OG0002470	Syao.g_01689	Syam.g_00925
OG0002472	Syao.g_01275	Syam.g_02046, Syam.g_00952
OG0002474	Syao.g_00443	Syam.g_00315
OG0002475	Syao.g_00076	Syam.g_01645
OG0002520	Syao.g_01683	Syam.g_02002
OG0002523	Syao.g_01901	Syam.g_00817
OG0002532	Syao.g_01465	Syam.g_01428
OG0002534	Syao.g_01888	Syam.g_00430
OG0002535	Syao.g_01891	Syam.g_00427
OG0002536	Syao.g_01912	Syam.g_00407
OG0002539	Syao.g_02450	Syam.g_02325
OG0002540	Syao.g_01228	Syam.g_02385
OG0002541	Syao.g_01847	Syam.g_00400
OG0002542	Syao.g_01238	Syam.g_01859
OG0002547	Syao.g_00524	Syam.g_01682
OG0002582	Syao.g_02270	Syam.g_02035
OG0002591	Syao.g_01806	Syam.g_01539
OG0002597	Syao.g_01656	Syam.g_01048
OG0002599	Syao.g_00799	Syam.g_01027
OG0002603	Syao.g_00143	Syam.g_01417
OG0002605	Syao.g_01886	Syam.g_00432
OG0002606	Syao.g_01227	Syam.g_02386
OG0002610	Syao.g_01879	Syam.g_00455
OG0002667	Syao.g_00144	Syam.g_01416
OG0002672	Syao.g_00357	Syam.g_00926
OG0002675	Syao.g_00692	Syam.g_00314
OG0002685	Syao.g_00013	Syam.g_00999
OG0002721	Syao.g_00603	Syam.g_01753
OG0002744	Syao.g_01241	Syam.g_01025
OG0002756	Syao.g_00352	Syam.g_00972
OG0002840	Syao.g_00723	Syam.g_00537
OG0002865	Syao.g_01903	Syam.g_00529
OG0002953	Syao.g_01245	Syam.g_01963
OG0002978	Syao.g_01249	Syam.g_01223
OG0003089	Syao.g_01856	Syam.g_00437
OG0003112	Syao.g_01280	Syam.g_00988
OG0003114	Syao.g_02603, Syao.g_01288, Syao.g_01308	Syam.g_00527
OG0003203	Syao.g_01555	Syam.g_01989
OG0003216	Syao.g_02127	Syam.g_00095
OG0003292	Syao.g_01272	Syam.g_02049, Syam.g_00991
OG0003402	Syao.g_01858	Syam.g_00439
OG0003554	Syao.g_00355	Syam.g_01053
OG0003571	Syao.g_00652	Syam.g_00914
OG0003804	Syao.g_02271	Syam.g_00092
