Orthogroup	Syao	Syad
OG0002134	Syao.g_02134	Syad.g_00365
OG0002135	Syao.g_01666	Syad.g_02654
OG0002136	Syao.g_01667	Syad.g_02653
OG0002138	Syao.g_00195	Syad.g_01364
OG0002139	Syao.g_00289	Syad.g_01435
OG0002141	Syao.g_01457	Syad.g_02121
OG0002142	Syao.g_01536	Syad.g_02259
OG0002143	Syao.g_00701	Syad.g_00790
OG0002144	Syao.g_01325	Syad.g_00639
OG0002154	Syao.g_00867	Syad.g_02869
OG0002159	Syao.g_02665	Syad.g_00337
OG0002160	Syao.g_01628	Syad.g_01375
OG0002166	Syao.g_00922, Syao.g_00199	Syad.g_01369
OG0002168	Syao.g_02381	Syad.g_01273
OG0002172	Syao.g_02390	Syad.g_02977
OG0002173	Syao.g_02475	Syad.g_02966
OG0002178	Syao.g_02313	Syad.g_00113
OG0002179	Syao.g_01956	Syad.g_00417
OG0002180	Syao.g_02056	Syad.g_00515
OG0002181	Syao.g_02086	Syad.g_00543
OG0002182	Syao.g_01586	Syad.g_00564
OG0002183	Syao.g_02651	Syad.g_02768
OG0002184	Syao.g_02647	Syad.g_02765
OG0002185	Syao.g_02635	Syad.g_02757
OG0002186	Syao.g_01668	Syad.g_02652
OG0002187	Syao.g_01669	Syad.g_02651
OG0002188	Syao.g_01562	Syad.g_02618
OG0002189	Syao.g_01563	Syad.g_02617
OG0002190	Syao.g_01604	Syad.g_02562
OG0002192	Syao.g_00188	Syad.g_01180
OG0002193	Syao.g_01161, Syao.g_00499	Syad.g_01381
OG0002194	Syao.g_00259	Syad.g_01438
OG0002196	Syao.g_00742	Syad.g_01903
OG0002197	Syao.g_00817	Syad.g_01712
OG0002198	Syao.g_00917	Syad.g_02132
OG0002199	Syao.g_00912	Syad.g_02137
OG0002200	Syao.g_01487	Syad.g_02276
OG0002201	Syao.g_01060	Syad.g_01094
OG0002202	Syao.g_01061	Syad.g_01093
OG0002203	Syao.g_01062	Syad.g_01092
OG0002204	Syao.g_01028	Syad.g_01069
OG0002205	Syao.g_01049	Syad.g_01050
OG0002206	Syao.g_00840	Syad.g_01036
OG0002207	Syao.g_00850	Syad.g_01026
OG0002208	Syao.g_00033	Syad.g_00895
OG0002209	Syao.g_01869	Syad.g_00769
OG0002210	Syao.g_01846	Syad.g_00721
OG0002211	Syao.g_01812	Syad.g_00686
OG0002212	Syao.g_02424	Syad.g_03019
OG0002213	Syao.g_02428	Syad.g_03025
OG0002214	Syao.g_02337	Syad.g_00140
OG0002225	Syao.g_00543	Syad.g_02053
OG0002234	Syao.g_00145	Syad.g_02094
OG0002241	Syao.g_02694	Syad.g_02367
OG0002243	Syao.g_02421	Syad.g_03017
OG0002245	Syao.g_00703	Syad.g_00792
OG0002247	Syao.g_00836	Syad.g_01043
OG0002248	Syao.g_00979	Syad.g_01337
OG0002250	Syao.g_02652	Syad.g_02769
OG0002251	Syao.g_01607	Syad.g_02556
OG0002253	Syao.g_01445	Syad.g_02393
OG0002254	Syao.g_00465	Syad.g_01670
OG0002255	Syao.g_00831	Syad.g_01726
OG0002256	Syao.g_01721	Syad.g_01133
OG0002257	Syao.g_01262	Syad.g_02107
OG0002258	Syao.g_01029	Syad.g_01068
OG0002259	Syao.g_01416	Syad.g_00981
OG0002260	Syao.g_00288	Syad.g_01434
OG0002280	Syao.g_01400	Syad.g_00959
OG0002288	Syao.g_00404	Syad.g_02281
OG0002289	Syao.g_02696	Syad.g_02369
OG0002295	Syao.g_00719	Syad.g_02238
OG0002295	Syao.g_02357	Syad.g_02334
OG0002296	Syao.g_00069	Syad.g_02304
OG0002297	Syao.g_01496	Syad.g_01385
OG0002298	Syao.g_00658	Syad.g_01730
OG0002299	Syao.g_00694	Syad.g_01777
OG0002300	Syao.g_01256	Syad.g_01983
OG0002301	Syao.g_00358	Syad.g_02589
OG0002302	Syao.g_00048	Syad.g_00880
OG0002303	Syao.g_00702	Syad.g_00791
OG0002305	Syao.g_02589	Syad.g_02806
OG0002307	Syao.g_01242	Syad.g_00966
OG0002308	Syao.g_01549	Syad.g_01898
OG0002309	Syao.g_00562	Syad.g_01232
OG0002347	Syao.g_01659	Syad.g_02656
OG0002350	Syao.g_01885	Syad.g_00753
OG0002351	Syao.g_02030	Syad.g_00483
OG0002353	Syao.g_00769	Syad.g_01876
OG0002355	Syao.g_00396	Syad.g_02068
OG0002357	Syao.g_01568	Syad.g_00073
OG0002358	Syao.g_01734	Syad.g_02452
OG0002359	Syao.g_00077	Syad.g_02312
OG0002386	Syao.g_00798	Syad.g_02111, Syad.g_02112
OG0002391	Syao.g_02580	Syad.g_02835
OG0002397	Syao.g_01162	Syad.g_02009
OG0002402	Syao.g_00503	Syad.g_01275
OG0002404	Syao.g_02109	Syad.g_00037
OG0002405	Syao.g_00650	Syad.g_01654
OG0002407	Syao.g_01461	Syad.g_00082
OG0002409	Syao.g_02278	Syad.g_00066
OG0002410	Syao.g_02330	Syad.g_02057
OG0002416	Syao.g_00367	Syad.g_02044
OG0002443	Syao.g_00395	Syad.g_01753
OG0002458	Syao.g_01230	Syad.g_01540
OG0002459	Syao.g_01232	Syad.g_01538
OG0002460	Syao.g_01233	Syad.g_01537
OG0002463	Syao.g_00407	Syad.g_00341
OG0002469	Syao.g_00277	Syad.g_01459
OG0002470	Syao.g_01689	Syad.g_01543
OG0002472	Syao.g_01275	Syad.g_00841
OG0002475	Syao.g_00076	Syad.g_02311
OG0002476	Syao.g_00493	Syad.g_01397, Syad.g_00994, Syad.g_00995
OG0002519	Syao.g_02260	Syad.g_00413
OG0002523	Syao.g_01901	Syad.g_01376
OG0002529	Syao.g_01259	Syad.g_02047
OG0002530	Syao.g_00540, Syao.g_00339	Syad.g_01853
OG0002531	Syao.g_00542	Syad.g_02052
OG0002532	Syao.g_01465	Syad.g_02104
OG0002534	Syao.g_01888	Syad.g_00747
OG0002535	Syao.g_01891	Syad.g_00744
OG0002536	Syao.g_01912	Syad.g_00727
OG0002539	Syao.g_02450	Syad.g_00006
OG0002540	Syao.g_01228	Syad.g_01541
OG0002542	Syao.g_01238	Syad.g_02459
OG0002545	Syao.g_02422	Syad.g_02694
OG0002547	Syao.g_00524	Syad.g_02387
OG0002591	Syao.g_01806	Syad.g_02066
OG0002592	Syao.g_02412	Syad.g_03016
OG0002597	Syao.g_01656	Syad.g_01978
OG0002599	Syao.g_00799	Syad.g_02029
OG0002603	Syao.g_00143	Syad.g_02088
OG0002604	Syao.g_01273	Syad.g_02106
OG0002605	Syao.g_01886	Syad.g_00752
OG0002606	Syao.g_01227	Syad.g_01542
OG0002607	Syao.g_02681	Syad.g_02352
OG0002610	Syao.g_01879	Syad.g_00759
OG0002611	Syao.g_02258	Syad.g_00415
OG0002671	Syao.g_00372	Syad.g_02630
OG0002675	Syao.g_00692	Syad.g_00636
OG0002721	Syao.g_00603	Syad.g_01196
OG0002744	Syao.g_01241	Syad.g_02032
OG0002762	Syao.g_02411	Syad.g_03010
OG0002845	Syao.g_02377	Syad.g_01934
OG0002859	Syao.g_00545	Syad.g_02055
OG0002865	Syao.g_01903	Syad.g_01972
OG0002969	Syao.g_00538	Syad.g_01855
OG0002970	Syao.g_00539	Syad.g_01854
OG0002971	Syao.g_00547	Syad.g_00125
OG0002980	Syao.g_01897	Syad.g_00733
OG0002981	Syao.g_01894	Syad.g_00740
OG0003113	Syao.g_00546	Syad.g_02056
OG0003271	Syao.g_00319	Syad.g_02023
OG0003561	Syao.g_01184	Syad.g_02001
OG0003843	Syao.g_00050	Syad.g_02244
OG0003900	Syao.g_01687	Syad.g_00582
OG0003903	Syao.g_02716	Syad.g_01630
OG0004371	Syao.g_00015, Syao.g_02720	Syad.g_02018
OG0004378	Syao.g_00597	Syad.g_02752
