Orthogroup	Pran	Prbd
OG0002325	Pran.g_00096	Prbd.g_01839
OG0002361	Pran.g_01852	Prbd.g_00896
OG0002362	Pran.g_01797	Prbd.g_00843
OG0002366	Pran.g_00957	Prbd.g_01882
OG0002368	Pran.g_00888	Prbd.g_01827
OG0002370	Pran.g_00712	Prbd.g_01668
OG0002371	Pran.g_00649	Prbd.g_01604
OG0002372	Pran.g_00617	Prbd.g_01577
OG0002373	Pran.g_00099	Prbd.g_01558
OG0002374	Pran.g_01389	Prbd.g_00831
OG0002375	Pran.g_00791	Prbd.g_01718
OG0002376	Pran.g_00611	Prbd.g_01573
OG0002413	Pran.g_00113	Prbd.g_00410
OG0002415	Pran.g_00104	Prbd.g_00419
OG0002417	Pran.g_00943	Prbd.g_01541
OG0002418	Pran.g_01761	Prbd.g_01902
OG0002420	Pran.g_00591	Prbd.g_01838
OG0002422	Pran.g_01732	Prbd.g_01926
OG0002479	Pran.g_01766	Prbd.g_01916, Prbd.g_01925
OG0002481	Pran.g_01429	Prbd.g_01557
OG0002482	Pran.g_01802	Prbd.g_00849
OG0002483	Pran.g_00906, Pran.g_01770, Pran.g_00933	Prbd.g_00064
OG0002551	Pran.g_00132	Prbd.g_00392
OG0002553	Pran.g_01810	Prbd.g_00853
OG0002554	Pran.g_01422	Prbd.g_00043
OG0002555	Pran.g_00100	Prbd.g_00422
OG0002621	Pran.g_01788	Prbd.g_01543
OG0002624	Pran.g_01825	Prbd.g_00869
OG0002625	Pran.g_01814	Prbd.g_00857
OG0002626	Pran.g_01271	Prbd.g_01534
OG0002693	Pran.g_01475	Prbd.g_00531
OG0002770	Pran.g_01780	Prbd.g_01886
OG0002776	Pran.g_01776	Prbd.g_00435
OG0002892	Pran.g_01762	Prbd.g_00442
OG0003019	Pran.g_01380	Prbd.g_01548
OG0003022	Pran.g_00915	Prbd.g_00822
OG0003349	Pran.g_00585	Prbd.g_01538
OG0004015	Pran.g_01771	Prbd.g_00440
OG0004023	Pran.g_00584	Prbd.g_01539
