Orthogroup	Syas	Syag
OG0002179	Syas.g_02196	Syag.g_02435
OG0002180	Syas.g_01760	Syag.g_02590
OG0002181	Syas.g_01726	Syag.g_02620
OG0002182	Syas.g_02712	Syag.g_02639
OG0002183	Syas.g_02472	Syag.g_01851
OG0002184	Syas.g_02476	Syag.g_01847
OG0002185	Syas.g_02504	Syag.g_01837
OG0002186	Syas.g_02653	Syag.g_01720
OG0002187	Syas.g_02654	Syag.g_01719
OG0002188	Syas.g_02689	Syag.g_01682
OG0002189	Syas.g_02690	Syag.g_01681
OG0002190	Syas.g_02730	Syag.g_01639
OG0002191	Syas.g_00477	Syag.g_00027
OG0002192	Syas.g_01140	Syag.g_01116
OG0002194	Syas.g_01068	Syag.g_01044
OG0002195	Syas.g_00669	Syag.g_00614
OG0002196	Syas.g_00611	Syag.g_00652
OG0002197	Syas.g_00544	Syag.g_00846
OG0002198	Syas.g_00722	Syag.g_00433
OG0002199	Syas.g_00728	Syag.g_00429
OG0002200	Syas.g_02819	Syag.g_01419
OG0002201	Syas.g_00860	Syag.g_00347
OG0002202	Syas.g_00859	Syag.g_00346
OG0002203	Syas.g_00858	Syag.g_00345
OG0002204	Syas.g_00843	Syag.g_00326
OG0002205	Syas.g_00820	Syag.g_00305
OG0002206	Syas.g_00809, Syas.g_02759	Syag.g_00293
OG0002207	Syas.g_00799	Syag.g_00283
OG0002208	Syas.g_01258	Syag.g_01534
OG0002209	Syas.g_01533	Syag.g_02852
OG0002210	Syas.g_01559	Syag.g_02803
OG0002211	Syas.g_01597	Syag.g_02765
OG0002212	Syas.g_01874	Syag.g_02111
OG0002213	Syas.g_00922	Syag.g_02115
OG0002214	Syas.g_02005	Syag.g_02250
OG0002231	Syas.g_01444, Syas.g_00772	Syag.g_01180
OG0002235	Syas.g_00616	Syag.g_00647
OG0002239	Syas.g_00024	Syag.g_01661
OG0002241	Syas.g_01347	Syag.g_01341
OG0002242	Syas.g_02218	Syag.g_02463
OG0002244	Syas.g_00244	Syag.g_01792
OG0002245	Syas.g_02246	Syag.g_00012
OG0002247	Syas.g_00813	Syag.g_00298
OG0002248	Syas.g_00986	Syag.g_01000
OG0002250	Syas.g_02471	Syag.g_01852
OG0002251	Syas.g_02733	Syag.g_01636
OG0002253	Syas.g_02866	Syag.g_01179
OG0002254	Syas.g_00200	Syag.g_00889
OG0002255	Syas.g_00528	Syag.g_00832
OG0002256	Syas.g_00768	Syag.g_01796
OG0002257	Syas.g_01101	Syag.g_00478
OG0002258	Syas.g_00842	Syag.g_00325
OG0002259	Syas.g_00067	Syag.g_01450
OG0002260	Syas.g_01064	Syag.g_01039
OG0002289	Syas.g_01349	Syag.g_01339
OG0002292	Syas.g_02280	Syag.g_02018
OG0002297	Syas.g_02828	Syag.g_00071
OG0002298	Syas.g_00506	Syag.g_00828
OG0002299	Syas.g_02253	Syag.g_00790
OG0002301	Syas.g_01416	Syag.g_00201
OG0002302	Syas.g_01273	Syag.g_01549
OG0002303	Syas.g_02247	Syag.g_00011
OG0002305	Syas.g_02417	Syag.g_01889
OG0002308	Syas.g_00605	Syag.g_00657
OG0002330	Syas.g_00035	Syag.g_00992
OG0002343	Syas.g_01691	Syag.g_02669
OG0002348	Syas.g_00879	Syag.g_00117
OG0002349	Syas.g_02590	Syag.g_01747
OG0002352	Syas.g_00978	Syag.g_01130
OG0002354	Syas.g_00462	Syag.g_00811
OG0002355	Syas.g_00484	Syag.g_00254
OG0002357	Syas.g_02694	Syag.g_00469
OG0002359	Syas.g_01295	Syag.g_01381
OG0002382	Syas.g_01244	Syag.g_01519
OG0002394	Syas.g_01869	Syag.g_02100
OG0002395	Syas.g_01365	Syag.g_02568
OG0002396	Syas.g_01624	Syag.g_02738
OG0002401	Syas.g_00398	Syag.g_01129
OG0002402	Syas.g_00990	Syag.g_00956
OG0002403	Syas.g_01041	Syag.g_01068
OG0002404	Syas.g_01695	Syag.g_02665
OG0002408	Syas.g_00825	Syag.g_00099
OG0002409	Syas.g_01941	Syag.g_02176
OG0002410	Syas.g_01997	Syag.g_02243
OG0002411	Syas.g_00564	Syag.g_00712
OG0002430	Syas.g_02816	Syag.g_01467
OG0002431	Syas.g_02815	Syag.g_01468
OG0002440	Syas.g_00217	Syag.g_00872
OG0002444	Syas.g_01685, Syas.g_00084	Syag.g_01309
OG0002447	Syas.g_01348	Syag.g_01340
OG0002449	Syas.g_01975	Syag.g_02233
OG0002452	Syas.g_01976	Syag.g_02231
OG0002458	Syas.g_01033	Syag.g_02209
OG0002459	Syas.g_01036	Syag.g_02207
OG0002460	Syas.g_01035	Syag.g_02206
OG0002466	Syas.g_02575	Syag.g_01759
OG0002473	Syas.g_00018	Syag.g_01994
OG0002474	Syas.g_00224	Syag.g_02716
OG0002494	Syas.g_00838	Syag.g_00319
OG0002495	Syas.g_02299	Syag.g_00749
OG0002506	Syas.g_01019	Syag.g_00259, Syag.g_00973
OG0002524	Syas.g_01403	Syag.g_00077
OG0002526	Syas.g_01781	Syag.g_00489
OG0002537	Syas.g_02284	Syag.g_02014
OG0002540	Syas.g_01032	Syag.g_02210
OG0002547	Syas.g_00292	Syag.g_01326
OG0002559	Syas.g_00898, Syas.g_00899	Syag.g_00139
OG0002566	Syas.g_00160	Syag.g_01727
OG0002573	Syas.g_00083	Syag.g_01308
OG0002592	Syas.g_01868	Syag.g_02108
OG0002593	Syas.g_01437	Syag.g_01610
OG0002606	Syas.g_01031	Syag.g_02211
OG0002607	Syas.g_01332	Syag.g_01357
OG0002610	Syas.g_01543	Syag.g_02841
OG0002634	Syas.g_02558	Syag.g_01782
OG0002635	Syas.g_00117	Syag.g_01151
OG0002637	Syas.g_00895	Syag.g_01797
OG0002638	Syas.g_00953	Syag.g_00999
OG0002648	Syas.g_00058	Syag.g_02116
OG0002649	Syas.g_00057	Syag.g_02117
OG0002650	Syas.g_00056	Syag.g_02118
OG0002669	Syas.g_01158	Syag.g_01630
OG0002677	Syas.g_01721	Syag.g_02624
OG0002678	Syas.g_00653	Syag.g_00436
OG0002680	Syas.g_00202	Syag.g_00886
OG0002684	Syas.g_00348, Syas.g_00347, Syas.g_02812	Syag.g_02162
OG0002685	Syas.g_00513	Syag.g_00189
OG0002699	Syas.g_02123	Syag.g_02502
OG0002710	Syas.g_02300	Syag.g_00631
OG0002711	Syas.g_01097	Syag.g_02776
OG0002720	Syas.g_00630	Syag.g_01001
OG0002736	Syas.g_02133	Syag.g_02365
OG0002752	Syas.g_00760	Syag.g_00530
OG0002753	Syas.g_00958	Syag.g_02679
OG0002755	Syas.g_00087	Syag.g_01301
OG0002761	Syas.g_00927	Syag.g_00438
OG0002764	Syas.g_00387	Syag.g_00482
OG0002845	Syas.g_02450	Syag.g_02325
OG0002870	Syas.g_02498	Syag.g_01840
OG0002872	Syas.g_02283	Syag.g_02015
OG0002874	Syas.g_00378	Syag.g_00160
OG0002875	Syas.g_00379	Syag.g_00159
OG0002876	Syas.g_00381	Syag.g_00157
OG0002877	Syas.g_00383	Syag.g_00155
OG0002878	Syas.g_00384	Syag.g_00154
OG0002916	Syas.g_00615	Syag.g_02105
OG0002991	Syas.g_00380	Syag.g_00158
OG0002992	Syas.g_00382	Syag.g_00156
OG0002996	Syas.g_02238	Syag.g_00122
OG0002998	Syas.g_00355	Syag.g_00466
OG0002999	Syas.g_01125	Syag.g_01100
OG0003000	Syas.g_02750	Syag.g_01401
OG0003063	Syas.g_02119	Syag.g_02497
OG0003064	Syas.g_01392	Syag.g_01806
OG0003146	Syas.g_00082	Syag.g_01307
OG0003264	Syas.g_01157	Syag.g_01631
OG0003305	Syas.g_01307	Syag.g_01368
OG0003311	Syas.g_00537	Syag.g_00222
OG0003312	Syas.g_00933	Syag.g_00532
OG0003535	Syas.g_00324	Syag.g_01279
OG0003536	Syas.g_00346	Syag.g_00372
OG0003561	Syas.g_00727	Syag.g_00125
OG0003573	Syas.g_00514	Syag.g_00177
OG0003574	Syas.g_00365	Syag.g_00499
OG0003867	Syas.g_00511	Syag.g_01437
OG0004397	Syas.g_00116	Syag.g_00492
OG0005144	Syas.g_00523	Syag.g_00074
