Orthogroup	Syas	Prbj
OG0002449	Syas.g_01975	Prbj.g_02037
OG0002494	Syas.g_00838	Prbj.g_01681
OG0002495	Syas.g_02299	Prbj.g_00728
OG0002563	Syas.g_00428	Prbj.g_01081
OG0002566	Syas.g_00160	Prbj.g_00474
OG0002571	Syas.g_00165	Prbj.g_02520
OG0002572	Syas.g_00156	Prbj.g_02543
OG0002573	Syas.g_00083	Prbj.g_01060
OG0002593	Syas.g_01437	Prbj.g_02700
OG0002634	Syas.g_02558	Prbj.g_02611
OG0002635	Syas.g_00117	Prbj.g_00963
OG0002637	Syas.g_00895	Prbj.g_00684
OG0002638	Syas.g_00953	Prbj.g_01091
OG0002643	Syas.g_00924	Prbj.g_02456
OG0002648	Syas.g_00058	Prbj.g_01947
OG0002649	Syas.g_00057	Prbj.g_01948
OG0002650	Syas.g_00056	Prbj.g_01949
OG0002667	Syas.g_01855	Prbj.g_00727
OG0002668	Syas.g_00079, Syas.g_01447	Prbj.g_01433
OG0002710	Syas.g_02300	Prbj.g_00898
OG0002711	Syas.g_01097	Prbj.g_02541
OG0002714	Syas.g_00925	Prbj.g_02705
OG0002720	Syas.g_00630	Prbj.g_02386
OG0002799	Syas.g_00370	Prbj.g_02629
OG0002800	Syas.g_00131	Prbj.g_00675
OG0002801	Syas.g_00987	Prbj.g_02688
OG0002845	Syas.g_02450	Prbj.g_01817
OG0002906	Syas.g_00115	Prbj.g_02628
OG0002913	Syas.g_01714	Prbj.g_01987
OG0002914	Syas.g_02757	Prbj.g_01988
OG0002942	Syas.g_01020	Prbj.g_00975, Prbj.g_01824, Prbj.g_00976
OG0003036	Syas.g_00483	Prbj.g_01815
OG0003037	Syas.g_00521	Prbj.g_00629
OG0003040	Syas.g_02754	Prbj.g_01747
OG0003090	Syas.g_02619	Prbj.g_00081
OG0003094	Syas.g_00075, Syas.g_02542	Prbj.g_01063
OG0003504	Syas.g_00938	Prbj.g_00924
