Orthogroup	Prao	Prbi
OG0001841	Prao.g_01314	Prbi.g_01354
OG0001842	Prao.g_01288	Prbi.g_01379
OG0001846	Prao.g_01480	Prbi.g_01674
OG0001847	Prao.g_01506	Prbi.g_01700
OG0001850	Prao.g_01125	Prbi.g_01171
OG0001853	Prao.g_01541	Prbi.g_01756
OG0001859	Prao.g_00396	Prbi.g_00282
OG0001861	Prao.g_01141	Prbi.g_01157
OG0001862	Prao.g_01140	Prbi.g_01158
OG0001863	Prao.g_01131	Prbi.g_01167
OG0001864	Prao.g_01533	Prbi.g_01312
OG0001865	Prao.g_00002	Prbi.g_01316
OG0001866	Prao.g_01331	Prbi.g_01334
OG0001868	Prao.g_01320	Prbi.g_01347
OG0001888	Prao.g_01376	Prbi.g_01529
OG0001889	Prao.g_01542	Prbi.g_01757
OG0001890	Prao.g_01543	Prbi.g_01758
OG0001906	Prao.g_00411	Prbi.g_00297
OG0001907	Prao.g_01343	Prbi.g_01305
OG0001953	Prao.g_00201	Prbi.g_00069
OG0001966	Prao.g_01344	Prbi.g_01882, Prbi.g_00064
OG0001982	Prao.g_00495	Prbi.g_00385
OG0001983	Prao.g_00934	Prbi.g_01045
OG0001992	Prao.g_01540	Prbi.g_01752
OG0002023	Prao.g_01328	Prbi.g_01340
OG0002026	Prao.g_00010	Prbi.g_01887
OG0002052	Prao.g_00707	Prbi.g_00814
OG0002120	Prao.g_00731	Prbi.g_00837
OG0002128	Prao.g_01766	Prbi.g_02029
OG0002139	Prao.g_01527	Prbi.g_01741, Prbi.g_01547
OG0002156	Prao.g_01211	Prbi.g_01479
OG0002181	Prao.g_00531	Prbi.g_00429
OG0002196	Prao.g_01516	Prbi.g_01736
OG0002240	Prao.g_01208	Prbi.g_01503
OG0002245	Prao.g_01524	Prbi.g_01729
OG0002276	Prao.g_01365	Prbi.g_01569
OG0002344	Prao.g_01028	Prbi.g_01269
OG0002379	Prao.g_01539	Prbi.g_01750
OG0002506	Prao.g_01374	Prbi.g_01531
OG0002554	Prao.g_00253	Prbi.g_00122
OG0003096	Prao.g_01367	Prbi.g_01568
OG0003352	Prao.g_01317	Prbi.g_01351
OG0003353	Prao.g_01373	Prbi.g_01532, Prbi.g_00733
OG0003442	Prao.g_01311	Prbi.g_01357
OG0003552	Prao.g_01372	Prbi.g_01533
