Orthogroup	Pray	Prbi
OG0001732	Pray.g_01589	Prbi.g_01734
OG0001733	Pray.g_00865	Prbi.g_00411
OG0001734	Pray.g_01042	Prbi.g_00743
OG0001736	Pray.g_00468	Prbi.g_00967
OG0001783	Pray.g_00242	Prbi.g_00050
OG0001784	Pray.g_01015	Prbi.g_00527
OG0001785	Pray.g_00298	Prbi.g_00798
OG0001786	Pray.g_00377	Prbi.g_00876
OG0001787	Pray.g_00105	Prbi.g_01168
OG0001788	Pray.g_01936	Prbi.g_01318
OG0001789	Pray.g_01910	Prbi.g_01346
OG0001790	Pray.g_01908	Prbi.g_01348
OG0001791	Pray.g_01906	Prbi.g_01350
OG0001794	Pray.g_01590	Prbi.g_01732
OG0001806	Pray.g_00855	Prbi.g_00401
OG0001807	Pray.g_00872	Prbi.g_00416
OG0001810	Pray.g_00319	Prbi.g_00818
OG0001811	Pray.g_00320	Prbi.g_00819
OG0001812	Pray.g_00321	Prbi.g_00820
OG0001813	Pray.g_00322	Prbi.g_00821
OG0001814	Pray.g_00415	Prbi.g_00914
OG0001816	Pray.g_00591	Prbi.g_01093
OG0001817	Pray.g_00122	Prbi.g_01151
OG0001818	Pray.g_00119	Prbi.g_01154
OG0001820	Pray.g_01900	Prbi.g_01358
OG0001825	Pray.g_01598	Prbi.g_01721
OG0001826	Pray.g_01586	Prbi.g_01737
OG0001837	Pray.g_00821	Prbi.g_00367
OG0001838	Pray.g_00878	Prbi.g_00419
OG0001839	Pray.g_00900	Prbi.g_01339
OG0001840	Pray.g_01915	Prbi.g_01343
OG0001841	Pray.g_01903	Prbi.g_01354
OG0001842	Pray.g_01882	Prbi.g_01379
OG0001846	Pray.g_01638	Prbi.g_01674
OG0001848	Pray.g_01592	Prbi.g_01730
OG0001850	Pray.g_00100	Prbi.g_01171
OG0001861	Pray.g_00116	Prbi.g_01157
OG0001862	Pray.g_00115	Prbi.g_01158
OG0001863	Pray.g_00106	Prbi.g_01167
OG0001864	Pray.g_01570	Prbi.g_01312
OG0001865	Pray.g_01939	Prbi.g_01316
OG0001866	Pray.g_01924	Prbi.g_01334
OG0001868	Pray.g_01909	Prbi.g_01347
OG0001870	Pray.g_01500	Prbi.g_01315
OG0001877	Pray.g_00873	Prbi.g_00713
OG0001888	Pray.g_01746	Prbi.g_01529
OG0001907	Pray.g_00257	Prbi.g_01305
OG0001909	Pray.g_01591	Prbi.g_01731
OG0001911	Pray.g_00308	Prbi.g_00809
OG0001950	Pray.g_00135	Prbi.g_01139
OG0001988	Pray.g_01587	Prbi.g_01735
OG0001990	Pray.g_00859	Prbi.g_00405
OG0002023	Pray.g_01918	Prbi.g_01340
OG0002026	Pray.g_00259	Prbi.g_01887
OG0002128	Pray.g_01387	Prbi.g_02029
OG0002139	Pray.g_01580	Prbi.g_01741
OG0002156	Pray.g_01783	Prbi.g_01479
OG0002180	Pray.g_01581	Prbi.g_01546
OG0002215	Pray.g_01761	Prbi.g_01717
OG0002276	Pray.g_01754	Prbi.g_01569
OG0002312	Pray.g_01792	Prbi.g_01475
OG0002316	Pray.g_00906	Prbi.g_00043, Prbi.g_00044
OG0002345	Pray.g_01801	Prbi.g_01492
OG0002423	Pray.g_01760	Prbi.g_01715
OG0002506	Pray.g_01747	Prbi.g_01531
OG0003018	Pray.g_01933	Prbi.g_01713
OG0003019	Pray.g_01759	Prbi.g_01714
OG0003020	Pray.g_01762	Prbi.g_01718
OG0003021	Pray.g_01763	Prbi.g_01719
OG0003022	Pray.g_01764	Prbi.g_01720
OG0003096	Pray.g_01752	Prbi.g_01568
OG0003353	Pray.g_01748	Prbi.g_00733, Prbi.g_01532
OG0003552	Pray.g_01749	Prbi.g_01533
