Orthogroup	Syar	Syah
OG0002196	Syar.g_02625	Syah.g_01792
OG0002197	Syar.g_02501	Syah.g_01659
OG0002199	Syar.g_02432	Syah.g_01920
OG0002200	Syar.g_02808	Syah.g_01291
OG0002201	Syar.g_02176	Syah.g_01162
OG0002202	Syar.g_02177	Syah.g_01161
OG0002203	Syar.g_02178	Syah.g_01160
OG0002204	Syar.g_02196	Syah.g_01142
OG0002205	Syar.g_02293	Syah.g_01126
OG0002206	Syar.g_02303	Syah.g_01113
OG0002207	Syar.g_02313	Syah.g_01103
OG0002208	Syar.g_01464	Syah.g_00989
OG0002209	Syar.g_01126	Syah.g_00866
OG0002210	Syar.g_01101	Syah.g_00814
OG0002211	Syar.g_01065	Syah.g_00777
OG0002212	Syar.g_00896	Syah.g_00524
OG0002213	Syar.g_00312	Syah.g_00519
OG0002214	Syar.g_00449	Syah.g_00393
OG0002233	Syar.g_00265	Syah.g_01739
OG0002235	Syar.g_02621	Syah.g_01796
OG0002236	Syar.g_00871	Syah.g_00727
OG0002238	Syar.g_00738	Syah.g_01472
OG0002239	Syar.g_02678	Syah.g_01444
OG0002242	Syar.g_00279	Syah.g_00157
OG0002244	Syar.g_01824	Syah.g_02465
OG0002245	Syar.g_00967	Syah.g_00895
OG0002248	Syar.g_01693	Syah.g_02007
OG0002250	Syar.g_03084	Syah.g_02510
OG0002251	Syar.g_02880	Syah.g_02328
OG0002252	Syar.g_00694	Syah.g_02253
OG0002253	Syar.g_02770	Syah.g_02189
OG0002254	Syar.g_01556	Syah.g_01697
OG0002255	Syar.g_02518	Syah.g_01643
OG0002256	Syar.g_02069	Syah.g_01985
OG0002258	Syar.g_02197	Syah.g_01141
OG0002259	Syar.g_02350	Syah.g_01068
OG0002260	Syar.g_01730	Syah.g_01380
OG0002277	Syar.g_00541	Syah.g_00296
OG0002280	Syar.g_02685	Syah.g_01050
OG0002299	Syar.g_00970	Syah.g_01602
OG0002300	Syar.g_01877	Syah.g_01555
OG0002303	Syar.g_00968	Syah.g_00894
OG0002305	Syar.g_03125	Syah.g_02542
OG0002306	Syar.g_00699	Syah.g_00419
OG0002309	Syar.g_01814	Syah.g_02085
OG0002332	Syar.g_00739	Syah.g_01471
OG0002333	Syar.g_00737	Syah.g_01473
OG0002340	Syar.g_00960	Syah.g_00576
OG0002349	Syar.g_02990	Syah.g_02268
OG0002351	Syar.g_00829	Syah.g_00124
OG0002354	Syar.g_02538	Syah.g_01623
OG0002355	Syar.g_02830	Syah.g_02469
OG0002402	Syar.g_01376	Syah.g_02059
OG0002404	Syar.g_00162	Syah.g_01716
OG0002405	Syar.g_02584	Syah.g_01579
OG0002406	Syar.g_02853	Syah.g_01868
OG0002408	Syar.g_02212	Syah.g_01886
OG0002429	Syar.g_03091	Syah.g_02516
OG0002463	Syar.g_01743	Syah.g_01238
OG0002469	Syar.g_01705	Syah.g_01401
OG0002520	Syar.g_03133	Syah.g_02400
OG0002525	Syar.g_02875	Syah.g_01537
OG0002526	Syar.g_03248	Syah.g_01841
OG0002527	Syar.g_00731	Syah.g_01874
OG0002528	Syar.g_00729	Syah.g_01876
OG0002543	Syar.g_00348	Syah.g_00492
OG0002578	Syar.g_00252	Syah.g_01290
OG0002589	Syar.g_00750, Syar.g_00758	Syah.g_01482
OG0002601	Syar.g_00730	Syah.g_01875
OG0002602	Syar.g_00328	Syah.g_01905
OG0002678	Syar.g_02004	Syah.g_00917
OG0002680	Syar.g_01757	Syah.g_02452
OG0002710	Syar.g_00818	Syah.g_01336
OG0002742	Syar.g_03239	Syah.g_01089
OG0002753	Syar.g_02273	Syah.g_00682
OG0002767	Syar.g_03172	Syah.g_01192
OG0002846	Syar.g_03280	Syah.g_02056
OG0002851	Syar.g_02016	Syah.g_02010
OG0002872	Syar.g_02916	Syah.g_00603
OG0002985	Syar.g_02832	Syah.g_02466
OG0002990	Syar.g_03279	Syah.g_01229
OG0003045	Syar.g_02005	Syah.g_02052
OG0003096	Syar.g_00578	Syah.g_00273
OG0003145	Syar.g_00893	Syah.g_01468
OG0003217	Syar.g_00600	Syah.g_00581, Syah.g_00584, Syah.g_00583, Syah.g_00582
OG0003310	Syar.g_00894	Syah.g_01469
OG0003510	Syar.g_00269, Syar.g_00270	Syah.g_00166
OG0003556	Syar.g_02266	Syah.g_01446
OG0003806	Syar.g_00019	Syah.g_00559
OG0003860	Syar.g_02041	Syah.g_02184
OG0004297	Syar.g_00278, Syar.g_03142	Syah.g_00164
OG0005042	Syar.g_03124	Syah.g_01838
OG0005160	Syar.g_00276, Syar.g_00277	Syah.g_00165
OG0006088	Syar.g_03282	Syah.g_01657
OG0006089	Syar.g_03313	Syah.g_01873
