Orthogroup	Syar	Syap
OG0003418	Syar.g_02737	Syap.g_00873
OG0003507	Syar.g_00577	Syap.g_00631
OG0003546	Syar.g_00430	Syap.g_01988
OG0003547	Syar.g_00429	Syap.g_02322
OG0003574	Syar.g_01907	Syap.g_02324, Syap.g_02323
OG0003578	Syar.g_01892	Syap.g_02378
OG0003579	Syar.g_01806	Syap.g_01854
OG0003580	Syar.g_00402	Syap.g_00816
OG0003581	Syar.g_00401	Syap.g_00817
OG0003582	Syar.g_00400	Syap.g_00818
OG0003583	Syar.g_01919	Syap.g_01965
OG0003584	Syar.g_02409	Syap.g_00887
OG0003585	Syar.g_02333	Syap.g_01935
OG0003586	Syar.g_02314	Syap.g_00298
OG0003587	Syar.g_02296	Syap.g_01312
OG0003589	Syar.g_00816	Syap.g_01431
OG0003590	Syar.g_01356	Syap.g_00918, Syap.g_00956
OG0003591	Syar.g_02179	Syap.g_01517
OG0003593	Syar.g_02792	Syap.g_02282
OG0003596	Syar.g_01248	Syap.g_02130, Syap.g_00857
OG0003597	Syar.g_00620	Syap.g_01096
OG0003598	Syar.g_00202	Syap.g_02353
OG0003599	Syar.g_01108	Syap.g_00579
OG0003602	Syar.g_01701	Syap.g_02622
OG0003603	Syar.g_01544	Syap.g_00223
OG0003604	Syar.g_01520	Syap.g_00246
OG0003605	Syar.g_03105	Syap.g_02762
OG0003606	Syar.g_02226	Syap.g_00917, Syap.g_00955
OG0003608	Syar.g_01337, Syar.g_02124	Syap.g_02396
OG0003609	Syar.g_00326	Syap.g_02579
OG0003793	Syar.g_02707	Syap.g_01702
OG0003939	Syar.g_01423	Syap.g_02508
OG0003948	Syar.g_01660	Syap.g_00390
OG0003950	Syar.g_01893	Syap.g_02377
OG0003951	Syar.g_01894	Syap.g_02376
OG0003970	Syar.g_01865	Syap.g_00799, Syap.g_00798
OG0003971	Syar.g_01004	Syap.g_00804
OG0003972	Syar.g_02023	Syap.g_00800
OG0003973	Syar.g_01357	Syap.g_02526
OG0003974	Syar.g_02936	Syap.g_00625
OG0003975	Syar.g_02937	Syap.g_00626
OG0003977	Syar.g_00647	Syap.g_01820
OG0003978	Syar.g_00597	Syap.g_00690, Syap.g_02558
OG0003979	Syar.g_00168	Syap.g_01591
OG0003981	Syar.g_02025	Syap.g_00357
OG0003987	Syar.g_03108	Syap.g_00948, Syap.g_00911
OG0003989	Syar.g_00120	Syap.g_00437
OG0003990	Syar.g_01827	Syap.g_01056
OG0003991	Syar.g_01900, Syar.g_01903	Syap.g_01442
OG0003992	Syar.g_02150	Syap.g_01603, Syap.g_01604
OG0003993	Syar.g_01253, Syar.g_01250	Syap.g_02127
OG0003995	Syar.g_00428	Syap.g_02325
OG0003996	Syar.g_01203	Syap.g_02405
OG0003996	Syar.g_01309	Syap.g_02404
OG0004296	Syar.g_00709	Syap.g_02104
OG0004466	Syar.g_00421	Syap.g_00354
OG0004467	Syar.g_02095	Syap.g_00379
OG0004468	Syar.g_00405	Syap.g_00661
OG0004469	Syar.g_00403	Syap.g_00663
OG0004470	Syar.g_03063	Syap.g_00666
OG0004471	Syar.g_00409	Syap.g_00669
OG0004473	Syar.g_02748, Syar.g_02745	Syap.g_00719
OG0004474	Syar.g_02192	Syap.g_00766
OG0004475	Syar.g_02193	Syap.g_00767
OG0004486	Syar.g_02991	Syap.g_01513
OG0004487	Syar.g_01654	Syap.g_01731
OG0004489	Syar.g_01661	Syap.g_02300
OG0004490	Syar.g_01301	Syap.g_02407
OG0004491	Syar.g_01297	Syap.g_02410
OG0004492	Syar.g_01296	Syap.g_02411
OG0005253	Syar.g_01905	Syap.g_00654
OG0005255	Syar.g_02267	Syap.g_00657
OG0005257	Syar.g_02080, Syar.g_01190	Syap.g_00742
OG0005263	Syar.g_02846	Syap.g_01226, Syap.g_01167
OG0005264	Syar.g_02766, Syar.g_02767	Syap.g_01262
OG0005265	Syar.g_01998	Syap.g_01547
OG0005266	Syar.g_02848	Syap.g_01609
OG0005267	Syar.g_02847	Syap.g_01610
OG0005270	Syar.g_00796	Syap.g_02102
OG0005271	Syar.g_00797	Syap.g_02103
OG0005274	Syar.g_01332	Syap.g_02385
OG0005275	Syar.g_01331	Syap.g_02386
OG0005276	Syar.g_01330	Syap.g_02387
OG0005277	Syar.g_01325	Syap.g_02391
OG0005278	Syar.g_01316	Syap.g_02402
OG0005279	Syar.g_01308	Syap.g_02406
OG0005280	Syar.g_01285	Syap.g_02422
OG0005281	Syar.g_01283	Syap.g_02424
OG0005283	Syar.g_00889	Syap.g_02577
OG0006295	Syar.g_01911	Syap.g_00145
OG0006303	Syar.g_02230	Syap.g_00400
OG0006304	Syar.g_02231	Syap.g_00401
OG0006311	Syar.g_01189	Syap.g_00741
OG0006349	Syar.g_01249	Syap.g_02129
OG0006356	Syar.g_01338	Syap.g_02389
OG0006363	Syar.g_02264	Syap.g_02653
OG0006364	Syar.g_02408	Syap.g_02734
