Orthogroup	Syaa	Praf
OG0002006	Syaa.g_00858	Praf.g_01291
OG0002007	Syaa.g_00857	Praf.g_01292
OG0002008	Syaa.g_01312	Praf.g_01352
OG0002009	Syaa.g_01114	Praf.g_01491
OG0002010	Syaa.g_01804	Praf.g_01835
OG0002011	Syaa.g_02141	Praf.g_02010
OG0002012	Syaa.g_01427	Praf.g_02093
OG0002013	Syaa.g_02151	Praf.g_02338
OG0002014	Syaa.g_00187	Praf.g_02352
OG0002015	Syaa.g_00182	Praf.g_02355
OG0002016	Syaa.g_02551	Praf.g_02565
OG0002017	Syaa.g_02656	Praf.g_02721
OG0002038	Syaa.g_00779	Praf.g_00864
OG0002040	Syaa.g_00793	Praf.g_00878
OG0002044	Syaa.g_00842	Praf.g_01587
OG0002045	Syaa.g_01850	Praf.g_01914
OG0002047	Syaa.g_02152	Praf.g_02017
OG0002048	Syaa.g_02228	Praf.g_02083
OG0002049	Syaa.g_02325	Praf.g_02178
OG0002050	Syaa.g_00281	Praf.g_02261
OG0002051	Syaa.g_02489	Praf.g_02477
OG0002063	Syaa.g_00949	Praf.g_01149
OG0002113	Syaa.g_00040	Praf.g_00039
OG0002115	Syaa.g_00561	Praf.g_00488
OG0002116	Syaa.g_00586	Praf.g_00514
OG0002117	Syaa.g_00784	Praf.g_00871
OG0002118	Syaa.g_01181, Syaa.g_01227	Praf.g_00907
OG0002119	Syaa.g_02546	Praf.g_00934
OG0002120	Syaa.g_01440	Praf.g_00986
OG0002121	Syaa.g_01513	Praf.g_01090
OG0002123	Syaa.g_01241	Praf.g_01306
OG0002124	Syaa.g_00820	Praf.g_01610
OG0002125	Syaa.g_01828, Syaa.g_01831	Praf.g_01882, Praf.g_02621, Praf.g_01876, Praf.g_01877
OG0002125	Syaa.g_02297	Praf.g_01883
OG0002126	Syaa.g_00185	Praf.g_02354
OG0002127	Syaa.g_02443, Syaa.g_02440	Praf.g_02426
OG0002128	Syaa.g_01031	Praf.g_02693
OG0002160	Syaa.g_00923	Praf.g_00368
OG0002162	Syaa.g_01921	Praf.g_00715
OG0002166	Syaa.g_00917	Praf.g_01222
OG0002168	Syaa.g_00861	Praf.g_01289
OG0002169	Syaa.g_02153	Praf.g_02018
OG0002170	Syaa.g_02186	Praf.g_02057
OG0002171	Syaa.g_00189	Praf.g_02350
OG0002173	Syaa.g_02544	Praf.g_02573
OG0002230	Syaa.g_00448, Syaa.g_00686, Syaa.g_00690	Praf.g_00148
OG0002233	Syaa.g_01209	Praf.g_01254
OG0002234	Syaa.g_01574	Praf.g_01300
OG0002237	Syaa.g_01641	Praf.g_01686
OG0002238	Syaa.g_01053	Praf.g_01724
OG0002242	Syaa.g_00188	Praf.g_02351
OG0002279	Syaa.g_02382	Praf.g_00242
OG0002280	Syaa.g_01994	Praf.g_00649
OG0002281	Syaa.g_01915	Praf.g_00720
OG0002285	Syaa.g_01388	Praf.g_01418
OG0002286	Syaa.g_02311	Praf.g_01449, Praf.g_01448
OG0002292	Syaa.g_02517	Praf.g_02510
OG0002328	Syaa.g_02362	Praf.g_00262
OG0002331	Syaa.g_01208	Praf.g_01128
OG0002332	Syaa.g_01052	Praf.g_01723
OG0002333	Syaa.g_01054	Praf.g_01725
OG0002334	Syaa.g_01766	Praf.g_01786
OG0002336	Syaa.g_01840	Praf.g_01904
OG0002337	Syaa.g_00269	Praf.g_02272
OG0002338	Syaa.g_00184	Praf.g_02357
OG0002339	Syaa.g_00169	Praf.g_02370
OG0002381	Syaa.g_02454	Praf.g_02032, Praf.g_02458, Praf.g_00206
OG0002385	Syaa.g_02312	Praf.g_01450
OG0002386	Syaa.g_01588, Syaa.g_01589	Praf.g_01752
OG0002425	Syaa.g_00466	Praf.g_00114
OG0002435	Syaa.g_00696	Praf.g_00820, Praf.g_00821
OG0002443	Syaa.g_02537	Praf.g_01706
OG0002445	Syaa.g_02306	Praf.g_01865, Praf.g_01867
OG0002450	Syaa.g_02746	Praf.g_02771
OG0002490	Syaa.g_00468	Praf.g_01858, Praf.g_00108
OG0002496	Syaa.g_02096	Praf.g_01564
OG0002569	Syaa.g_02095	Praf.g_01565
OG0002570	Syaa.g_02093	Praf.g_01567
OG0002578	Syaa.g_01775	Praf.g_02167
OG0002641	Syaa.g_02097	Praf.g_01563
OG0002642	Syaa.g_02094	Praf.g_01566
OG0002643	Syaa.g_01830	Praf.g_01574
OG0002695	Syaa.g_00478	Praf.g_00116
OG0002708	Syaa.g_02639, Syaa.g_00948	Praf.g_01150, Praf.g_01163
OG0002709	Syaa.g_00946	Praf.g_01166
OG0002716	Syaa.g_00308	Praf.g_02213
OG0002794	Syaa.g_00484	Praf.g_00109
OG0002796	Syaa.g_00928	Praf.g_00373
OG0002899	Syaa.g_01824	Praf.g_01093
OG0002908	Syaa.g_02711	Praf.g_01035
OG0003042	Syaa.g_02710	Praf.g_01034
OG0003045	Syaa.g_01610, Syaa.g_00936	Praf.g_01584
OG0003046	Syaa.g_00319	Praf.g_01758
OG0003191	Syaa.g_02712	Praf.g_01036
OG0003203	Syaa.g_01012	Praf.g_01973
OG0003208	Syaa.g_00321	Praf.g_02233
OG0004055	Syaa.g_00482	Praf.g_00111
OG0004056	Syaa.g_00470	Praf.g_01860
