Orthogroup	Syaa	Syas
OG0002015	Syaa.g_00182	Syas.g_02219
OG0002016	Syaa.g_02551	Syas.g_02222
OG0002017	Syaa.g_02656	Syas.g_01946
OG0002019	Syaa.g_01419	Syas.g_02163
OG0002020	Syaa.g_02704	Syas.g_01987
OG0002021	Syaa.g_02703	Syas.g_01989
OG0002022	Syaa.g_02700	Syas.g_01990
OG0002023	Syaa.g_02699	Syas.g_01991
OG0002024	Syaa.g_02692	Syas.g_01985
OG0002025	Syaa.g_00610	Syas.g_02130
OG0002038	Syaa.g_00779	Syas.g_02793
OG0002040	Syaa.g_00793	Syas.g_01047
OG0002045	Syaa.g_01850	Syas.g_01341
OG0002047	Syaa.g_02152	Syas.g_01514
OG0002048	Syaa.g_02228	Syas.g_01567
OG0002049	Syaa.g_02325	Syas.g_01648
OG0002051	Syaa.g_02489	Syas.g_02317
OG0002054	Syaa.g_02691	Syas.g_01986
OG0002055	Syaa.g_02695	Syas.g_01983
OG0002056	Syaa.g_00245	Syas.g_01769
OG0002107	Syaa.g_01544	Syas.g_00272
OG0002113	Syaa.g_00040	Syas.g_02072
OG0002116	Syaa.g_00586	Syas.g_02716
OG0002117	Syaa.g_00784	Syas.g_02864
OG0002119	Syaa.g_02546	Syas.g_00170
OG0002120	Syaa.g_01440	Syas.g_00127
OG0002121	Syaa.g_01513	Syas.g_02491
OG0002123	Syaa.g_01241	Syas.g_00177
OG0002129	Syaa.g_01787	Syas.g_02752
OG0002130	Syaa.g_00737	Syas.g_02856
OG0002133	Syaa.g_02694, Syaa.g_02693	Syas.g_01984
OG0002134	Syaa.g_00139	Syas.g_02175
OG0002135	Syaa.g_00520	Syas.g_02651
OG0002136	Syaa.g_00521	Syas.g_02652
OG0002138	Syaa.g_00913	Syas.g_00386
OG0002139	Syaa.g_00956	Syas.g_01065
OG0002142	Syaa.g_01760	Syas.g_02802
OG0002143	Syaa.g_02144	Syas.g_02248
OG0002144	Syaa.g_02319	Syas.g_00956
OG0002160	Syaa.g_00923	Syas.g_02576
OG0002166	Syaa.g_00917	Syas.g_00144, Syas.g_01056
OG0002169	Syaa.g_02153	Syas.g_01515
OG0002170	Syaa.g_02186	Syas.g_01545
OG0002171	Syaa.g_00189	Syas.g_02220
OG0002173	Syaa.g_02544	Syas.g_02232
OG0002178	Syaa.g_02697	Syas.g_01981
OG0002179	Syaa.g_00158	Syas.g_02196
OG0002180	Syaa.g_00254	Syas.g_01760
OG0002181	Syaa.g_00284	Syas.g_01726
OG0002182	Syaa.g_00302	Syas.g_02712
OG0002183	Syaa.g_00326	Syas.g_02472
OG0002184	Syaa.g_00329	Syas.g_02476
OG0002185	Syaa.g_00336	Syas.g_02504
OG0002186	Syaa.g_00522	Syas.g_02653
OG0002187	Syaa.g_00523	Syas.g_02654
OG0002188	Syaa.g_00558	Syas.g_02689
OG0002189	Syaa.g_00559	Syas.g_02690
OG0002190	Syaa.g_00600	Syas.g_02730
OG0002191	Syaa.g_00699	Syas.g_00477
OG0002192	Syaa.g_00795	Syas.g_01140
OG0002194	Syaa.g_00960	Syas.g_01068
OG0002195	Syaa.g_01099	Syas.g_00669
OG0002196	Syaa.g_01141	Syas.g_00611
OG0002197	Syaa.g_01322	Syas.g_00544
OG0002198	Syaa.g_01613	Syas.g_00722
OG0002199	Syaa.g_01618	Syas.g_00728
OG0002200	Syaa.g_01774	Syas.g_02819
OG0002201	Syaa.g_01880	Syas.g_00860
OG0002202	Syaa.g_01881	Syas.g_00859
OG0002203	Syaa.g_01882	Syas.g_00858
OG0002204	Syaa.g_01899	Syas.g_00843
OG0002205	Syaa.g_01916	Syas.g_00820
OG0002206	Syaa.g_01930	Syas.g_00809, Syas.g_02759
OG0002207	Syaa.g_01940	Syas.g_00799
OG0002208	Syaa.g_02056	Syas.g_01258
OG0002209	Syaa.g_02174	Syas.g_01533
OG0002210	Syaa.g_02220	Syas.g_01559
OG0002211	Syaa.g_02257	Syas.g_01597
OG0002212	Syaa.g_02579	Syas.g_01874
OG0002213	Syaa.g_02583	Syas.g_00922
OG0002214	Syaa.g_02736	Syas.g_02005
OG0002225	Syaa.g_01543	Syas.g_00273
OG0002227	Syaa.g_02611	Syas.g_01904
OG0002230	Syaa.g_00448, Syaa.g_00686, Syaa.g_00690	Syas.g_02622
OG0002238	Syaa.g_01053	Syas.g_00306
OG0002242	Syaa.g_00188	Syas.g_02218
OG0002244	Syaa.g_02136	Syas.g_00244
OG0002245	Syaa.g_02142	Syas.g_02246
OG0002247	Syaa.g_01923	Syas.g_00813
OG0002248	Syaa.g_00903	Syas.g_00986
OG0002249	Syaa.g_00374, Syaa.g_01171	Syas.g_01325
OG0002250	Syaa.g_00325	Syas.g_02471
OG0002251	Syaa.g_00604	Syas.g_02733
OG0002253	Syaa.g_00747	Syas.g_02866
OG0002254	Syaa.g_01282	Syas.g_00200
OG0002255	Syaa.g_01336	Syas.g_00528
OG0002256	Syaa.g_01426	Syas.g_00768
OG0002257	Syaa.g_01585	Syas.g_01101
OG0002258	Syaa.g_01900	Syas.g_00842
OG0002259	Syaa.g_01976	Syas.g_00067
OG0002280	Syaa.g_01994	Syas.g_00014
OG0002285	Syaa.g_01388	Syas.g_00418
OG0002292	Syaa.g_02517	Syas.g_02280
OG0002295	Syaa.g_00385	Syas.g_01373, Syas.g_00647
OG0002297	Syaa.g_00932	Syas.g_02828
OG0002298	Syaa.g_01340	Syas.g_00506
OG0002299	Syaa.g_01378	Syas.g_02253
OG0002301	Syaa.g_01648	Syas.g_01416
OG0002302	Syaa.g_02071	Syas.g_01273
OG0002303	Syaa.g_02143	Syas.g_02247
OG0002305	Syaa.g_02385	Syas.g_02417
OG0002332	Syaa.g_01052	Syas.g_00305
OG0002333	Syaa.g_01054	Syas.g_00307
OG0002343	Syaa.g_00312	Syas.g_01691
OG0002352	Syaa.g_00781	Syas.g_00978
OG0002354	Syaa.g_01356	Syas.g_00462
OG0002355	Syaa.g_01517	Syas.g_00484
OG0002357	Syaa.g_02659	Syas.g_02694
OG0002395	Syaa.g_00231	Syas.g_01365
OG0002396	Syaa.g_02284	Syas.g_01624
OG0002401	Syaa.g_00782	Syas.g_00398
OG0002402	Syaa.g_00863	Syas.g_00990
OG0002403	Syaa.g_00983	Syas.g_01041
OG0002404	Syaa.g_01255	Syas.g_01695
OG0002408	Syaa.g_01577	Syas.g_00825
OG0002409	Syaa.g_02652	Syas.g_01941
OG0002410	Syaa.g_02729	Syas.g_01997
OG0002443	Syaa.g_02537	Syas.g_00470
OG0002452	Syaa.g_02707	Syas.g_01976
OG0002458	Syaa.g_02684	Syas.g_01033
OG0002459	Syaa.g_02682	Syas.g_01036
OG0002460	Syaa.g_02681	Syas.g_01035
OG0002462	Syaa.g_00101, Syaa.g_00662, Syaa.g_00424, Syaa.g_00426	Syas.g_01800
OG0002464	Syaa.g_00338	Syas.g_02507
OG0002466	Syaa.g_00645	Syas.g_02575
OG0002469	Syaa.g_00980	Syas.g_01085
OG0002473	Syaa.g_02494	Syas.g_00018
OG0002506	Syaa.g_00878	Syas.g_01019
OG0002519	Syaa.g_00155	Syas.g_00963
OG0002524	Syaa.g_01436	Syas.g_01403
OG0002525	Syaa.g_01444	Syas.g_02739
OG0002526	Syaa.g_01462	Syas.g_01781
OG0002527	Syaa.g_01484	Syas.g_02762
OG0002528	Syaa.g_01486	Syas.g_02760
OG0002529	Syaa.g_01508	Syas.g_00055
OG0002530	Syaa.g_01541	Syas.g_00276, Syas.g_01458
OG0002531	Syaa.g_01542	Syas.g_00274
OG0002537	Syaa.g_02515	Syas.g_02284
OG0002540	Syaa.g_02685	Syas.g_01032
OG0002601	Syaa.g_01485	Syas.g_02761
OG0002602	Syaa.g_01528	Syas.g_00128
OG0002606	Syaa.g_02686	Syas.g_01031
OG0002643	Syaa.g_01830	Syas.g_00924
OG0002665	Syaa.g_01461, Syaa.g_01183	Syas.g_02449
OG0002669	Syaa.g_00613	Syas.g_01158
OG0002670	Syaa.g_00504	Syas.g_01165
OG0002675	Syaa.g_02322	Syas.g_02310
OG0002721	Syaa.g_00813	Syas.g_02177
OG0002731	Syaa.g_02655	Syas.g_00197
OG0002732	Syaa.g_00110, Syaa.g_00111	Syas.g_02223
OG0002734	Syaa.g_00689, Syaa.g_00091	Syas.g_02587
OG0002735	Syaa.g_00147, Syaa.g_00146	Syas.g_02544
OG0002736	Syaa.g_00513	Syas.g_02133
OG0002749	Syaa.g_01959	Syas.g_00501, Syas.g_00613
OG0002750	Syaa.g_01972	Syas.g_01482
OG0002752	Syaa.g_02701	Syas.g_00760
OG0002787	Syaa.g_01554	Syas.g_00915
OG0002788	Syaa.g_01553	Syas.g_00914
OG0002789	Syaa.g_01552	Syas.g_00913
OG0002790	Syaa.g_01551	Syas.g_00912
OG0002791	Syaa.g_01550	Syas.g_00911
OG0002792	Syaa.g_01549	Syas.g_00910
OG0002793	Syaa.g_01548	Syas.g_00909
OG0002808	Syaa.g_00044	Syas.g_02076
OG0002843	Syaa.g_01232, Syaa.g_01454	Syas.g_00643, Syas.g_01324
OG0002847	Syaa.g_00391	Syas.g_02527
OG0002859	Syaa.g_01545	Syas.g_00271
OG0002892	Syaa.g_01547	Syas.g_00908
OG0002908	Syaa.g_02711	Syas.g_01388
OG0002932	Syaa.g_00109	Syas.g_02224
OG0002933	Syaa.g_00108	Syas.g_02225
OG0002936	Syaa.g_01177	Syas.g_01384
OG0002943	Syaa.g_00428	Syas.g_02634
OG0002944	Syaa.g_00429	Syas.g_02635
OG0002945	Syaa.g_00430	Syas.g_02636
OG0002946	Syaa.g_00432	Syas.g_02638
OG0002947	Syaa.g_00433	Syas.g_02639
OG0002948	Syaa.g_00434	Syas.g_02640
OG0002949	Syaa.g_00435	Syas.g_02641
OG0002950	Syaa.g_00436	Syas.g_02642
OG0002952	Syaa.g_00503	Syas.g_01166
OG0002955	Syaa.g_00665	Syas.g_02611
OG0002956	Syaa.g_00683	Syas.g_02610
OG0002957	Syaa.g_00684	Syas.g_02612
OG0002958	Syaa.g_00685	Syas.g_02613
OG0002969	Syaa.g_01539	Syas.g_00278
OG0002970	Syaa.g_01540	Syas.g_00277
OG0002971	Syaa.g_01556	Syas.g_00269
OG0003042	Syaa.g_02710	Syas.g_01389
OG0003046	Syaa.g_00319	Syas.g_02372
OG0003113	Syaa.g_01555	Syas.g_00270
OG0003191	Syaa.g_02712	Syas.g_01387
OG0003255	Syaa.g_00105	Syas.g_01813
OG0003258	Syaa.g_00080	Syas.g_02630
OG0003260	Syaa.g_00500	Syas.g_01432
OG0003261	Syaa.g_00506	Syas.g_00049
OG0003263	Syaa.g_00518	Syas.g_01153
OG0003264	Syaa.g_00612	Syas.g_01157
OG0003526	Syaa.g_01599	Syas.g_01805
OG0003834	Syaa.g_00517	Syas.g_01154
OG0004307	Syaa.g_00902	Syas.g_01915
OG0004984	Syaa.g_01048	Syas.g_01815
OG0004990	Syaa.g_02588	Syas.g_00151
