Orthogroup	Syac	Syan
OG0002258	Syac.g_01761	Syan.g_00958
OG0002259	Syac.g_01832	Syan.g_01162
OG0002260	Syac.g_01528	Syan.g_02550
OG0002277	Syac.g_00079	Syan.g_01707
OG0002280	Syac.g_01850	Syan.g_01185
OG0002285	Syac.g_01150	Syan.g_00499
OG0002291	Syac.g_02263	Syan.g_03057
OG0002297	Syac.g_01573	Syan.g_01266
OG0002298	Syac.g_01199	Syan.g_00582
OG0002299	Syac.g_01159	Syan.g_00545
OG0002300	Syac.g_01110	Syan.g_00134
OG0002301	Syac.g_00966	Syan.g_00426
OG0002302	Syac.g_01927	Syan.g_02785
OG0002303	Syac.g_01982	Syan.g_00537
OG0002305	Syac.g_00391	Syan.g_02979
OG0002306	Syac.g_02447	Syan.g_00129
OG0002308	Syac.g_01350	Syan.g_01405, Syan.g_00699
OG0002309	Syac.g_00843	Syan.g_00377
OG0002339	Syac.g_00202	Syan.g_02261
OG0002351	Syac.g_00256	Syan.g_01990
OG0002352	Syac.g_00780	Syan.g_00287, Syan.g_02415
OG0002353	Syac.g_01328	Syan.g_00677
OG0002354	Syac.g_01183	Syan.g_00566
OG0002355	Syac.g_00463	Syan.g_00649
OG0002356	Syac.g_01714	Syan.g_02877
OG0002357	Syac.g_02407	Syan.g_01388
OG0002386	Syac.g_01020	Syan.g_00790
OG0002402	Syac.g_00869	Syan.g_00308
OG0002404	Syac.g_01273	Syan.g_02089
OG0002405	Syac.g_01136	Syan.g_00478
OG0002406	Syac.g_01044	Syan.g_00349
OG0002408	Syac.g_01027	Syan.g_00457
OG0002452	Syac.g_02456	Syan.g_01655
OG0002458	Syac.g_02431	Syan.g_00083
OG0002459	Syac.g_02429	Syan.g_00081
OG0002460	Syac.g_02428	Syan.g_00080
OG0002466	Syac.g_00643	Syan.g_01475
OG0002468	Syac.g_01525	Syan.g_02559
OG0002469	Syac.g_01506	Syan.g_02597
OG0002470	Syac.g_01433	Syan.g_00154
OG0002471	Syac.g_01058	Syan.g_00522
OG0002520	Syac.g_00530	Syan.g_01420
OG0002522	Syac.g_01081	Syan.g_02411
OG0002527	Syac.g_01038	Syan.g_00439
OG0002528	Syac.g_01036	Syan.g_00437
OG0002540	Syac.g_02432	Syan.g_00084
OG0002541	Syac.g_02066	Syan.g_02162
OG0002545	Syac.g_01117	Syan.g_01544
OG0002562	Syac.g_01592	Syan.g_01321
OG0002601	Syac.g_01037	Syan.g_00438
OG0002602	Syac.g_01008	Syan.g_00417
OG0002604	Syac.g_01022	Syan.g_00178
OG0002610	Syac.g_02023	Syan.g_02146
OG0002640	Syac.g_00458, Syac.g_01945	Syan.g_00405
OG0002667	Syac.g_01032	Syan.g_02838
OG0002677	Syac.g_02227	Syan.g_02050
OG0002678	Syac.g_01959	Syan.g_02632
OG0002680	Syac.g_00481	Syan.g_00348
OG0002744	Syac.g_01069	Syan.g_00117
OG0002745	Syac.g_01447	Syan.g_01919
OG0002840	Syac.g_01593	Syan.g_01320
OG0002857	Syac.g_01048	Syan.g_02744
OG0002864	Syac.g_01650	Syan.g_01175
OG0002907	Syac.g_02411	Syan.g_01631
OG0002934	Syac.g_02331	Syan.g_02077, Syan.g_01561
OG0002937	Syac.g_01696	Syan.g_00242, Syan.g_02352
OG0002982	Syac.g_00726	Syan.g_01216
OG0003097	Syac.g_00111	Syan.g_01802
OG0003125	Syac.g_01634	Syan.g_00091
OG0003258	Syac.g_00094	Syan.g_01117
OG0003262	Syac.g_01467, Syac.g_00110	Syan.g_01086
OG0003868	Syac.g_01484	Syan.g_00097
