Orthogroup	Praw	Prbi
OG0001809	Praw.g_01747	Prbi.g_00804
OG0001810	Praw.g_01726	Prbi.g_00818
OG0001811	Praw.g_01725	Prbi.g_00819
OG0001812	Praw.g_01724	Prbi.g_00820
OG0001813	Praw.g_01723	Prbi.g_00821
OG0001814	Praw.g_01632	Prbi.g_00914
OG0001815	Praw.g_00481	Prbi.g_01324
OG0001817	Praw.g_00180	Prbi.g_01151
OG0001818	Praw.g_00182	Prbi.g_01154
OG0001820	Praw.g_00949	Prbi.g_01358
OG0001825	Praw.g_00460	Prbi.g_01721
OG0001826	Praw.g_00475	Prbi.g_01737
OG0001828	Praw.g_01784	Prbi.g_01309
OG0001838	Praw.g_00740	Prbi.g_00419
OG0001840	Praw.g_00937	Prbi.g_01343
OG0001842	Praw.g_00967	Prbi.g_01379
OG0001847	Praw.g_00446	Prbi.g_01700
OG0001848	Praw.g_00466	Prbi.g_01730
OG0001850	Praw.g_00198	Prbi.g_01171
OG0001864	Praw.g_00322	Prbi.g_01312
OG0001865	Praw.g_00327	Prbi.g_01316
OG0001871	Praw.g_00313	Prbi.g_01307
OG0001874	Praw.g_00973	Prbi.g_01308
OG0001906	Praw.g_00861	Prbi.g_00297
OG0001953	Praw.g_01372	Prbi.g_00069
OG0001956	Praw.g_01765	Prbi.g_00786
OG0001966	Praw.g_00330	Prbi.g_01882
OG0001993	Praw.g_00800	Prbi.g_00738
OG0002081	Praw.g_00500	Prbi.g_01763, Prbi.g_01542
OG0002134	Praw.g_00801	Prbi.g_00737
OG0002138	Praw.g_01758	Prbi.g_00793
OG0002156	Praw.g_01037	Prbi.g_01479
OG0002174	Praw.g_01103	Prbi.g_01570
OG0002240	Praw.g_01038	Prbi.g_01503
OG0002247	Praw.g_00300	Prbi.g_00770
OG0002418	Praw.g_01431	Prbi.g_01123
OG0002515	Praw.g_01448	Prbi.g_01106
OG0003189	Praw.g_01112	Prbi.g_01465, Prbi.g_01466
OG0003488	Praw.g_01123	Prbi.g_01470
