Orthogroup	Prbi	Praq
OG0001808	Prbi.g_00428	Praq.g_00088
OG0001809	Prbi.g_00804	Praq.g_00634
OG0001820	Prbi.g_01358	Praq.g_00107
OG0001826	Prbi.g_01737	Praq.g_00040
OG0001828	Prbi.g_01309	Praq.g_00062
OG0001837	Prbi.g_00367	Praq.g_01202
OG0001839	Prbi.g_01339	Praq.g_01134
OG0001841	Prbi.g_01354	Praq.g_00099
OG0001846	Prbi.g_01674	Praq.g_00378
OG0001850	Prbi.g_01171	Praq.g_01297
OG0001859	Prbi.g_00282	Praq.g_01745
OG0001862	Prbi.g_01158	Praq.g_01284
OG0001871	Prbi.g_01307	Praq.g_00064
OG0001874	Prbi.g_01308	Praq.g_00063
OG0001877	Prbi.g_00713	Praq.g_01149
OG0001906	Prbi.g_00297	Praq.g_01730
OG0001953	Prbi.g_00069	Praq.g_01941
OG0001956	Prbi.g_00786	Praq.g_00616
OG0001966	Prbi.g_01882, Prbi.g_00064	Praq.g_01947
OG0001982	Prbi.g_00385	Praq.g_01183
OG0001985	Prbi.g_01313	Praq.g_00048
OG0001988	Prbi.g_01735	Praq.g_00038
OG0001990	Prbi.g_00405	Praq.g_01162
OG0002023	Prbi.g_01340	Praq.g_00090
OG0002120	Prbi.g_00837	Praq.g_00660
OG0002138	Prbi.g_00793	Praq.g_00623
OG0002186	Prbi.g_00906	Praq.g_01457
OG0002196	Prbi.g_01736	Praq.g_00039
OG0002251	Prbi.g_01494	Praq.g_00215
OG0002254	Prbi.g_01418	Praq.g_00152
OG0002255	Prbi.g_01468	Praq.g_00210
OG0002260	Prbi.g_01272, Prbi.g_01771	Praq.g_00861
OG0002541	Prbi.g_01878	Praq.g_01944
