Orthogroup	Syaf	Prah
OG0002009	Syaf.g_02084	Prah.g_00704
OG0002010	Syaf.g_02454	Prah.g_00373
OG0002011	Syaf.g_02799	Prah.g_00211
OG0002012	Syaf.g_01756	Prah.g_01974
OG0002013	Syaf.g_00341	Prah.g_02189
OG0002014	Syaf.g_00328	Prah.g_02202
OG0002015	Syaf.g_00327	Prah.g_02215
OG0002016	Syaf.g_00722	Prah.g_02408
OG0002017	Syaf.g_00599	Prah.g_02545
OG0002018	Syaf.g_00538	Prah.g_02570
OG0002037	Syaf.g_02723	Prah.g_01568
OG0002038	Syaf.g_01299	Prah.g_01312
OG0002039	Syaf.g_01312	Prah.g_01300
OG0002040	Syaf.g_01313	Prah.g_01299
OG0002041	Syaf.g_01898	Prah.g_00820
OG0002042	Syaf.g_01869	Prah.g_00802
OG0002043	Syaf.g_01800	Prah.g_00757
OG0002044	Syaf.g_01390	Prah.g_00607
OG0002045	Syaf.g_02506	Prah.g_00305
OG0002046	Syaf.g_02511, Syaf.g_02510	Prah.g_00302
OG0002047	Syaf.g_02809	Prah.g_00203
OG0002048	Syaf.g_00072	Prah.g_01967
OG0002049	Syaf.g_00153	Prah.g_02049
OG0002050	Syaf.g_00224	Prah.g_02116
OG0002051	Syaf.g_00796	Prah.g_02317
OG0002053	Syaf.g_02170, Syaf.g_00616	Prah.g_02523
OG0002110	Syaf.g_00155	Prah.g_00725
OG0002113	Syaf.g_00459	Prah.g_00040
OG0002115	Syaf.g_01045	Prah.g_01669
OG0002117	Syaf.g_01305	Prah.g_01306
OG0002118	Syaf.g_01577	Prah.g_01269
OG0002119	Syaf.g_00727	Prah.g_01242
OG0002120	Syaf.g_01744	Prah.g_01197
OG0002121	Syaf.g_02230	Prah.g_01107
OG0002123	Syaf.g_01978	Prah.g_00883
OG0002124	Syaf.g_01342	Prah.g_00585
OG0002126	Syaf.g_00323	Prah.g_02214, Prah.g_02204
OG0002127	Syaf.g_00840	Prah.g_02277
OG0002128	Syaf.g_01619	Prah.g_02527
OG0002129	Syaf.g_02430	Prah.g_00392
OG0002130	Syaf.g_01256	Prah.g_01362
OG0002154	Syaf.g_00843	Prah.g_02249
OG0002159	Syaf.g_00400, Syaf.g_00943	Prah.g_00138
OG0002160	Syaf.g_01485	Prah.g_01792
OG0002162	Syaf.g_02592	Prah.g_01442
OG0002167	Syaf.g_02647	Prah.g_00960
OG0002168	Syaf.g_01407	Prah.g_00901
OG0002169	Syaf.g_02810	Prah.g_00202
OG0002170	Syaf.g_00027	Prah.g_01943
OG0002171	Syaf.g_00320	Prah.g_02200
OG0002172	Syaf.g_00718	Prah.g_02404
OG0002174	Syaf.g_00598	Prah.g_02546
OG0002175	Syaf.g_00681	Prah.g_02462
OG0002231	Syaf.g_01265	Prah.g_00961
OG0002233	Syaf.g_02002	Prah.g_00945
OG0002234	Syaf.g_02259	Prah.g_00889
OG0002236	Syaf.g_01641	Prah.g_00569
OG0002237	Syaf.g_02317	Prah.g_00507
OG0002239	Syaf.g_01623	Prah.g_00355
OG0002242	Syaf.g_00321	Prah.g_02201
OG0002243	Syaf.g_00667	Prah.g_02472
OG0002245	Syaf.g_02800	Prah.g_00210
OG0002279	Syaf.g_00901	Prah.g_01899
OG0002281	Syaf.g_02586	Prah.g_01437
OG0002285	Syaf.g_01812	Prah.g_00769
OG0002286	Syaf.g_00682	Prah.g_02461, Prah.g_02460
OG0002287	Syaf.g_00326	Prah.g_02209
OG0002289	Syaf.g_02514	Prah.g_00301
OG0002291	Syaf.g_00787	Prah.g_02326, Prah.g_02333
OG0002328	Syaf.g_00920	Prah.g_01879
OG0002330	Syaf.g_01624	Prah.g_01018
OG0002331	Syaf.g_02003	Prah.g_01030
OG0002337	Syaf.g_00236	Prah.g_02127
OG0002338	Syaf.g_00329	Prah.g_02206
OG0002339	Syaf.g_00342	Prah.g_02222
OG0002341	Syaf.g_00665	Prah.g_02474
OG0002343	Syaf.g_00189	Prah.g_02081
OG0002385	Syaf.g_00680	Prah.g_02463
OG0002388	Syaf.g_02525	Prah.g_00297
OG0002429	Syaf.g_00927	Prah.g_01872
OG0002435	Syaf.g_01221	Prah.g_01341
OG0002438	Syaf.g_02013	Prah.g_00962
OG0002443	Syaf.g_00738	Prah.g_00488
OG0002446	Syaf.g_01825	Prah.g_00344, Prah.g_00993, Prah.g_00318
OG0002448	Syaf.g_00305, Syaf.g_00694, Syaf.g_00346	Prah.g_02225
OG0002449	Syaf.g_00539	Prah.g_02569
OG0002452	Syaf.g_00541	Prah.g_02567
OG0002498	Syaf.g_00395	Prah.g_02477, Prah.g_02476
OG0002567	Syaf.g_01132, Syaf.g_01138	Prah.g_01506
OG0002568	Syaf.g_00973	Prah.g_01409
OG0002574	Syaf.g_02524	Prah.g_00298
OG0002575	Syaf.g_02526	Prah.g_00296
OG0002576	Syaf.g_02527	Prah.g_00295
OG0002578	Syaf.g_02417	Prah.g_01596
OG0002579	Syaf.g_00842	Prah.g_02275
OG0002581	Syaf.g_02010, Syaf.g_01870	Prah.g_00262
OG0002643	Syaf.g_01985	Prah.g_00623
OG0002647	Syaf.g_00685	Prah.g_02475
OG0002648	Syaf.g_00657	Prah.g_02482
OG0002649	Syaf.g_00656	Prah.g_02483
OG0002650	Syaf.g_00655	Prah.g_02484
OG0002653	Syaf.g_00683	Prah.g_02459
OG0002705	Syaf.g_00971	Prah.g_01153, Prah.g_00716
OG0002709	Syaf.g_01145	Prah.g_01074
OG0002714	Syaf.g_00737	Prah.g_00440
OG0002796	Syaf.g_01490	Prah.g_01787
OG0002807	Syaf.g_01630	Prah.g_01071
OG0002910	Syaf.g_01871	Prah.g_01040
OG0003064	Syaf.g_01069	Prah.g_01072
OG0003065	Syaf.g_01678	Prah.g_01144
OG0003185	Syaf.g_01900	Prah.g_01808
OG0003199	Syaf.g_00775	Prah.g_00537
OG0003203	Syaf.g_01034	Prah.g_00246
OG0003214	Syaf.g_00696	Prah.g_00334
OG0003386	Syaf.g_01626	Prah.g_01042
OG0004603	Syaf.g_00333	Prah.g_02211
