Orthogroup	Syaf	Syat
OG0002006	Syaf.g_01405	Syat.g_02751
OG0002007	Syaf.g_01404	Syat.g_00984
OG0002008	Syaf.g_01916	Syat.g_03284
OG0002009	Syaf.g_02084	Syat.g_00446
OG0002010	Syaf.g_02454	Syat.g_01337
OG0002011	Syaf.g_02799	Syat.g_00868, Syat.g_01912
OG0002013	Syaf.g_00341	Syat.g_01504
OG0002016	Syaf.g_00722	Syat.g_02743
OG0002020	Syaf.g_00544	Syat.g_02597
OG0002021	Syaf.g_00546	Syat.g_02450
OG0002022	Syaf.g_00549	Syat.g_02448
OG0002023	Syaf.g_00550	Syat.g_02447
OG0002024	Syaf.g_00556	Syat.g_02554
OG0002029	Syaf.g_01511	Syat.g_03352
OG0002037	Syaf.g_02723	Syat.g_01293
OG0002038	Syaf.g_01299	Syat.g_01251
OG0002039	Syaf.g_01312	Syat.g_00299
OG0002040	Syaf.g_01313	Syat.g_02427
OG0002041	Syaf.g_01898	Syat.g_00547
OG0002042	Syaf.g_01869	Syat.g_00569
OG0002043	Syaf.g_01800	Syat.g_00625
OG0002045	Syaf.g_02506	Syat.g_01381
OG0002046	Syaf.g_02511	Syat.g_01404
OG0002046	Syaf.g_02510	Syat.g_01397
OG0002047	Syaf.g_02809	Syat.g_02951
OG0002048	Syaf.g_00072	Syat.g_01636
OG0002049	Syaf.g_00153	Syat.g_01840
OG0002050	Syaf.g_00224	Syat.g_02040
OG0002051	Syaf.g_00796	Syat.g_02848
OG0002054	Syaf.g_00557	Syat.g_02555
OG0002055	Syaf.g_00554	Syat.g_02428
OG0002056	Syaf.g_00261	Syat.g_02078
OG0002109	Syaf.g_02148, Syaf.g_01983	Syat.g_01923, Syat.g_01752
OG0002110	Syaf.g_00155	Syat.g_02552
OG0002116	Syaf.g_01076	Syat.g_03094
OG0002119	Syaf.g_00727	Syat.g_02752
OG0002120	Syaf.g_01744	Syat.g_02459
OG0002123	Syaf.g_01978	Syat.g_00662
OG0002129	Syaf.g_02430	Syat.g_01280
OG0002131	Syaf.g_00545	Syat.g_02451
OG0002132	Syaf.g_00553	Syat.g_02553
OG0002134	Syaf.g_00371	Syat.g_02186
OG0002135	Syaf.g_01003	Syat.g_03043
OG0002136	Syaf.g_01004	Syat.g_03044
OG0002138	Syaf.g_01476	Syat.g_02879, Syat.g_02880, Syat.g_00820
OG0002139	Syaf.g_01550	Syat.g_00884
OG0002142	Syaf.g_02395	Syat.g_01239
OG0002143	Syaf.g_02802	Syat.g_00973
OG0002144	Syaf.g_00147	Syat.g_03389
OG0002154	Syaf.g_00843	Syat.g_00084
OG0002159	Syaf.g_00400, Syaf.g_00943	Syat.g_01548
OG0002160	Syaf.g_01485	Syat.g_02996
OG0002163	Syaf.g_00623	Syat.g_02644
OG0002167	Syaf.g_02647	Syat.g_01778
OG0002170	Syaf.g_00027	Syat.g_01618
OG0002172	Syaf.g_00718	Syat.g_02739
OG0002174	Syaf.g_00598	Syat.g_02511
OG0002179	Syaf.g_00352	Syat.g_02153
OG0002180	Syaf.g_00252	Syat.g_02069
OG0002181	Syaf.g_00221	Syat.g_02001
OG0002182	Syaf.g_00203	Syat.g_03097
OG0002183	Syaf.g_00934	Syat.g_01529
OG0002184	Syaf.g_00937	Syat.g_01525
OG0002185	Syaf.g_00946	Syat.g_01487
OG0002186	Syaf.g_01005	Syat.g_03045
OG0002187	Syaf.g_01006	Syat.g_03046
OG0002188	Syaf.g_01042	Syat.g_03118
OG0002189	Syaf.g_01043	Syat.g_03117
OG0002190	Syaf.g_01090	Syat.g_03080
OG0002191	Syaf.g_01212	Syat.g_02668, Syat.g_01001
OG0002192	Syaf.g_01315	Syat.g_00298
OG0002194	Syaf.g_01554	Syat.g_00889
OG0002196	Syaf.g_02062	Syat.g_00464
OG0002197	Syaf.g_01906	Syat.g_00541
OG0002198	Syaf.g_02290	Syat.g_02588
OG0002199	Syaf.g_02295	Syat.g_00393
OG0002200	Syaf.g_02416	Syat.g_01225
OG0002201	Syaf.g_02551	Syat.g_00004
OG0002202	Syaf.g_02552	Syat.g_00005
OG0002203	Syaf.g_02553	Syat.g_00006
OG0002204	Syaf.g_02570	Syat.g_00029
OG0002205	Syaf.g_02587	Syat.g_00047
OG0002206	Syaf.g_02603	Syat.g_00058, Syat.g_01056
OG0002207	Syaf.g_02613	Syat.g_00068
OG0002208	Syaf.g_02730	Syat.g_03165
OG0002209	Syaf.g_00015	Syat.g_01606
OG0002210	Syaf.g_00064	Syat.g_01627
OG0002211	Syaf.g_00101	Syat.g_01789
OG0002212	Syaf.g_00663	Syat.g_02702
OG0002213	Syaf.g_00658	Syat.g_02697
OG0002214	Syaf.g_00522	Syat.g_02401
OG0002231	Syaf.g_01265	Syat.g_00444, Syat.g_00098
OG0002239	Syaf.g_01623	Syat.g_01095
OG0002241	Syaf.g_02512	Syat.g_01398
OG0002243	Syaf.g_00667	Syat.g_02803
OG0002244	Syaf.g_01663	Syat.g_00744
OG0002247	Syaf.g_02594	Syat.g_00054
OG0002248	Syaf.g_01466	Syat.g_00837
OG0002250	Syaf.g_00933	Syat.g_01530
OG0002251	Syaf.g_01094	Syat.g_03077
OG0002252	Syaf.g_01189, Syaf.g_01190, Syaf.g_02287	Syat.g_02625
OG0002253	Syaf.g_01266	Syat.g_01145
OG0002254	Syaf.g_01949	Syat.g_00691
OG0002255	Syaf.g_01890	Syat.g_00556
OG0002257	Syaf.g_02266	Syat.g_01714
OG0002258	Syaf.g_02571	Syat.g_00030
OG0002259	Syaf.g_02650	Syat.g_03274
OG0002260	Syaf.g_01549	Syat.g_00883
OG0002285	Syaf.g_01812	Syat.g_00612
OG0002286	Syaf.g_00682	Syat.g_00266
OG0002289	Syaf.g_02514	Syat.g_01401
OG0002290	Syaf.g_01600	Syat.g_01453
OG0002296	Syaf.g_02449	Syat.g_01332
OG0002297	Syaf.g_01493	Syat.g_01433
OG0002298	Syaf.g_01886	Syat.g_00559
OG0002300	Syaf.g_01749	Syat.g_00977
OG0002302	Syaf.g_02745	Syat.g_01307
OG0002305	Syaf.g_00898	Syat.g_01576
OG0002306	Syaf.g_00551	Syat.g_02502
OG0002307	Syaf.g_02358	Syat.g_00447
OG0002309	Syaf.g_01382	Syat.g_00722
OG0002330	Syaf.g_01624	Syat.g_01093
OG0002343	Syaf.g_00189	Syat.g_01871
OG0002352	Syaf.g_01300	Syat.g_02986
OG0002354	Syaf.g_01862	Syat.g_00577
OG0002355	Syaf.g_01999	Syat.g_01013
OG0002357	Syaf.g_00595	Syat.g_02661
OG0002358	Syaf.g_01211	Syat.g_01520
OG0002359	Syaf.g_02457	Syat.g_01340
OG0002360	Syaf.g_02206	Syat.g_03368
OG0002360	Syaf.g_02205	Syat.g_00658
OG0002385	Syaf.g_00680	Syat.g_00268
OG0002396	Syaf.g_00128	Syat.g_01817
OG0002401	Syaf.g_01301	Syat.g_00630
OG0002403	Syaf.g_01579	Syat.g_00821
OG0002404	Syaf.g_01968	Syat.g_01875
OG0002409	Syaf.g_00602	Syat.g_02505
OG0002410	Syaf.g_02248	Syat.g_02412
OG0002411	Syaf.g_01393	Syat.g_00519
OG0002429	Syaf.g_00927	Syat.g_01538
OG0002443	Syaf.g_00738	Syat.g_00335
OG0002463	Syaf.g_01905	Syat.g_00337
OG0002464	Syaf.g_00948	Syat.g_01484
OG0002466	Syaf.g_01158	Syat.g_02995
OG0002469	Syaf.g_01575	Syat.g_00908
OG0002473	Syaf.g_00791	Syat.g_01498
OG0002474	Syaf.g_00148	Syat.g_00713
OG0002475	Syaf.g_02456	Syat.g_01339
OG0002476	Syaf.g_01670	Syat.g_01671
OG0002498	Syaf.g_00395	Syat.g_00735
OG0002519	Syaf.g_00356	Syat.g_02425
OG0002525	Syaf.g_01739	Syat.g_02650
OG0002529	Syaf.g_01719	Syat.g_01427
OG0002531	Syaf.g_02225	Syat.g_00992
OG0002537	Syaf.g_00774	Syat.g_02827
OG0002541	Syaf.g_00065	Syat.g_01628
OG0002542	Syaf.g_01222	Syat.g_03396
OG0002543	Syaf.g_01518	Syat.g_02676
OG0002547	Syaf.g_02532	Syat.g_00759
OG0002578	Syaf.g_02417	Syat.g_02842
OG0002581	Syaf.g_02010, Syaf.g_01870	Syat.g_01312
OG0002589	Syaf.g_02154	Syat.g_01757, Syat.g_01691
OG0002596	Syaf.g_01837, Syaf.g_01535	Syat.g_00220
OG0002610	Syaf.g_00025	Syat.g_01616
OG0002611	Syaf.g_02171, Syaf.g_00354	Syat.g_02426
OG0002622	Syaf.g_02196, Syaf.g_02197, Syaf.g_02198	Syat.g_00572
OG0002643	Syaf.g_01985	Syat.g_00854
OG0002683	Syaf.g_02518	Syat.g_01403
OG0002684	Syaf.g_00618	Syat.g_02645
OG0002685	Syaf.g_01699	Syat.g_01010
OG0002709	Syaf.g_01145	Syat.g_02484
OG0002714	Syaf.g_00737	Syat.g_00334
OG0002731	Syaf.g_01092	Syat.g_00687
OG0002732	Syaf.g_01706, Syaf.g_01707	Syat.g_02744
OG0002747	Syaf.g_02335	Syat.g_01009
OG0002756	Syaf.g_01520	Syat.g_02010
OG0002799	Syaf.g_01347	Syat.g_00942
OG0002853	Syaf.g_02005	Syat.g_00136
OG0002868	Syaf.g_00610	Syat.g_02386
OG0002872	Syaf.g_00773	Syat.g_02825
OG0002874	Syaf.g_02435	Syat.g_01989
OG0002875	Syaf.g_02436	Syat.g_01988
OG0002876	Syaf.g_02438	Syat.g_01986
OG0002877	Syaf.g_02440	Syat.g_01984
OG0002878	Syaf.g_02441	Syat.g_01983
OG0002879	Syaf.g_01673	Syat.g_01697
OG0002899	Syaf.g_02150	Syat.g_01972
OG0002931	Syaf.g_02155	Syat.g_01692
OG0002932	Syaf.g_01708	Syat.g_02745
OG0002933	Syaf.g_01709	Syat.g_02746
OG0002953	Syaf.g_01064	Syat.g_02093
OG0002979	Syaf.g_02221	Syat.g_02462
OG0002983	Syaf.g_02725	Syat.g_00358
OG0002991	Syaf.g_02437	Syat.g_01987
OG0002992	Syaf.g_02439	Syat.g_01985
OG0002994	Syaf.g_01349	Syat.g_01721
OG0002995	Syaf.g_01657	Syat.g_01693
OG0003064	Syaf.g_01069	Syat.g_02535
OG0003065	Syaf.g_01678	Syat.g_01502
OG0003127	Syaf.g_02199	Syat.g_00571
OG0003131	Syaf.g_02342	Syat.g_02763
OG0003134	Syaf.g_00396	Syat.g_01509
OG0003144	Syaf.g_00928	Syat.g_01537
OG0003147	Syaf.g_01831	Syat.g_01270
OG0003299	Syaf.g_00586	Syat.g_02518
OG0003300	Syaf.g_00584	Syat.g_02519
OG0003305	Syaf.g_02469	Syat.g_01352
OG0003546	Syaf.g_02213	Syat.g_02637
OG0003547	Syaf.g_02212	Syat.g_02636
OG0003558	Syaf.g_00585	Syat.g_00383
OG0003880	Syaf.g_02343	Syat.g_02762
OG0003881	Syaf.g_02345	Syat.g_02773
OG0003882	Syaf.g_02346	Syat.g_02771
OG0003917	Syaf.g_02283	Syat.g_00229
OG0003925	Syaf.g_00300	Syat.g_01123
OG0003928	Syaf.g_01417	Syat.g_02703, Syat.g_03058
OG0003933	Syaf.g_02763	Syat.g_01935
OG0005036	Syaf.g_00753	Syat.g_02440
OG0005114	Syaf.g_00583	Syat.g_02520
OG0005135	Syaf.g_01876	Syat.g_00186
OG0005142	Syaf.g_02479, Syaf.g_02480	Syat.g_00585
OG0006028	Syaf.g_02347	Syat.g_02772
OG0006029	Syaf.g_02484	Syat.g_00582
