Orthogroup	Prbl	Syae
OG0002063	Prbl.g_00052	Syae.g_00714
OG0002092	Prbl.g_02369, Prbl.g_00425	Syae.g_01477, Syae.g_01105
OG0002114	Prbl.g_00329	Syae.g_02675, Syae.g_02668
OG0002115	Prbl.g_00402	Syae.g_01155
OG0002117	Prbl.g_02101	Syae.g_00905
OG0002119	Prbl.g_01107	Syae.g_01515
OG0002120	Prbl.g_01708	Syae.g_00270
OG0002121	Prbl.g_01532	Syae.g_00184
OG0002124	Prbl.g_01558	Syae.g_00873
OG0002126	Prbl.g_00881	Syae.g_01898
OG0002127	Prbl.g_00308	Syae.g_01418
OG0002128	Prbl.g_02201	Syae.g_00635
OG0002130	Prbl.g_01720	Syae.g_00959
OG0002154	Prbl.g_00829	Syae.g_01420
OG0002160	Prbl.g_01910	Syae.g_00749
OG0002161	Prbl.g_00327	Syae.g_02665
OG0002162	Prbl.g_01798	Syae.g_02432
OG0002166	Prbl.g_01856	Syae.g_00754
OG0002168	Prbl.g_00941	Syae.g_00810
OG0002170	Prbl.g_01198	Syae.g_02188
OG0002171	Prbl.g_00885	Syae.g_01901
OG0002172	Prbl.g_01251	Syae.g_01524
OG0002173	Prbl.g_00125	Syae.g_01511
OG0002174	Prbl.g_02183	Syae.g_01615
OG0002233	Prbl.g_01828	Syae.g_00479
OG0002234	Prbl.g_02569	Syae.g_00140
OG0002235	Prbl.g_02357	Syae.g_00539
OG0002236	Prbl.g_01575	Syae.g_02062
OG0002237	Prbl.g_01633	Syae.g_00067
OG0002241	Prbl.g_01351	Syae.g_02516
OG0002242	Prbl.g_00884	Syae.g_01900
OG0002277	Prbl.g_02013	Syae.g_01786
OG0002279	Prbl.g_00550	Syae.g_01365
OG0002280	Prbl.g_00777	Syae.g_02362
OG0002285	Prbl.g_02451	Syae.g_00329
OG0002334	Prbl.g_00250	Syae.g_02660
OG0002336	Prbl.g_01338	Syae.g_02533
OG0002337	Prbl.g_01460	Syae.g_01976
OG0002338	Prbl.g_00878	Syae.g_01891
OG0002339	Prbl.g_00866	Syae.g_01881
OG0002350	Prbl.g_01192	Syae.g_02183
OG0002381	Prbl.g_00200, Prbl.g_01312	Syae.g_01314
OG0002388	Prbl.g_01357	Syae.g_02507
OG0002390	Prbl.g_00081	Syae.g_01483
OG0002429	Prbl.g_00577	Syae.g_01339
OG0002435	Prbl.g_02065	Syae.g_01002
OG0002438	Prbl.g_01843	Syae.g_00486
OG0002444	Prbl.g_00239	Syae.g_01542
OG0002446	Prbl.g_01336	Syae.g_01337
OG0002447	Prbl.g_01352	Syae.g_02515
OG0002449	Prbl.g_02157	Syae.g_01671
OG0002450	Prbl.g_02133	Syae.g_01700
OG0002461	Prbl.g_00626	Syae.g_00172
OG0002496	Prbl.g_02302	Syae.g_02256
OG0002563	Prbl.g_00217	Syae.g_01087
OG0002569	Prbl.g_02301	Syae.g_02257
OG0002570	Prbl.g_02299	Syae.g_02259
OG0002573	Prbl.g_00238	Syae.g_01543
OG0002574	Prbl.g_01356	Syae.g_02508
OG0002575	Prbl.g_01358	Syae.g_02506
OG0002576	Prbl.g_01359	Syae.g_02505
OG0002579	Prbl.g_00310	Syae.g_01421
OG0002633	Prbl.g_00736	Syae.g_00066
OG0002639	Prbl.g_01876	Syae.g_01476
OG0002641	Prbl.g_02303	Syae.g_02255
OG0002642	Prbl.g_02300	Syae.g_02258
OG0002715	Prbl.g_00638	Syae.g_02676
OG0002718	Prbl.g_02130	Syae.g_00343
OG0002796	Prbl.g_01917	Syae.g_00744
OG0002940	Prbl.g_00122	Syae.g_00627
OG0003050	Prbl.g_01213	Syae.g_02547
OG0003051	Prbl.g_01475	Syae.g_02667
OG0003091	Prbl.g_00123	Syae.g_00626
OG0003096	Prbl.g_02042	Syae.g_01804
OG0003185	Prbl.g_01941	Syae.g_01271
OG0003249	Prbl.g_01239	Syae.g_00630, Syae.g_01513
OG0003501	Prbl.g_01237	Syae.g_00628
OG0003502	Prbl.g_01238	Syae.g_00629
OG0003503	Prbl.g_00054	Syae.g_00198
OG0003507	Prbl.g_02041	Syae.g_01806
OG0003822	Prbl.g_00386	Syae.g_01499
