Orthogroup	Prbl	Syai
OG0002043	Prbl.g_02439	Syai.g_01558
OG0002044	Prbl.g_01536	Syai.g_02039
OG0002045	Prbl.g_01347	Syai.g_00857
OG0002047	Prbl.g_02672	Syai.g_00514
OG0002048	Prbl.g_01173	Syai.g_00426
OG0002050	Prbl.g_01471	Syai.g_00278
OG0002051	Prbl.g_00268	Syai.g_02645
OG0002053	Prbl.g_02205	Syai.g_02804
OG0002063	Prbl.g_00052	Syai.g_01856, Syai.g_01833
OG0002111	Prbl.g_02632	Syai.g_01901, Syai.g_01912, Syai.g_00576
OG0002113	Prbl.g_01979	Syai.g_00040
OG0002114	Prbl.g_00329	Syai.g_00979, Syai.g_00968
OG0002115	Prbl.g_00402	Syai.g_02368
OG0002117	Prbl.g_02101	Syai.g_02128
OG0002118	Prbl.g_01371	Syai.g_01941, Syai.g_01784
OG0002119	Prbl.g_01107	Syai.g_02691
OG0002120	Prbl.g_01708	Syai.g_01602
OG0002121	Prbl.g_01532	Syai.g_01194
OG0002124	Prbl.g_01558	Syai.g_02078
OG0002126	Prbl.g_00881	Syai.g_00147, Syai.g_00187
OG0002127	Prbl.g_00308	Syai.g_02601
OG0002128	Prbl.g_02201	Syai.g_01741
OG0002130	Prbl.g_01720	Syai.g_02177
OG0002154	Prbl.g_00829	Syai.g_02598
OG0002160	Prbl.g_01910	Syai.g_01950
OG0002162	Prbl.g_01798	Syai.g_00763
OG0002167	Prbl.g_01841	Syai.g_00715
OG0002168	Prbl.g_00941	Syai.g_02023
OG0002169	Prbl.g_02671	Syai.g_00513
OG0002170	Prbl.g_01198	Syai.g_00482
OG0002171	Prbl.g_00885	Syai.g_00145, Syai.g_00191
OG0002174	Prbl.g_02183	Syai.g_02833
OG0002175	Prbl.g_02270	Syai.g_02738
OG0002233	Prbl.g_01828	Syai.g_01382
OG0002234	Prbl.g_02569	Syai.g_01156
OG0002236	Prbl.g_01575	Syai.g_01715
OG0002237	Prbl.g_01633	Syai.g_01097
OG0002239	Prbl.g_00717	Syai.g_01737
OG0002242	Prbl.g_00884	Syai.g_00190
OG0002243	Prbl.g_02257	Syai.g_02752
OG0002281	Prbl.g_01793	Syai.g_00770, Syai.g_00769
OG0002285	Prbl.g_02451	Syai.g_01546
OG0002286	Prbl.g_02271	Syai.g_02737
OG0002291	Prbl.g_00071	Syai.g_02653
OG0002328	Prbl.g_00570	Syai.g_02526
OG0002330	Prbl.g_00015	Syai.g_01735
OG0002331	Prbl.g_00028	Syai.g_01381
OG0002334	Prbl.g_00250	Syai.g_00962
OG0002336	Prbl.g_01338	Syai.g_00867
OG0002337	Prbl.g_01460	Syai.g_00266
OG0002338	Prbl.g_00878	Syai.g_00181
OG0002339	Prbl.g_00866	Syai.g_00171
OG0002341	Prbl.g_02267	Syai.g_02754
OG0002343	Prbl.g_01514	Syai.g_00308
OG0002350	Prbl.g_01192	Syai.g_00461
OG0002385	Prbl.g_02269	Syai.g_02739
OG0002429	Prbl.g_00577	Syai.g_02515
OG0002435	Prbl.g_02065	Syai.g_02221
OG0002436	Prbl.g_01674	Syai.g_00606
OG0002438	Prbl.g_01843	Syai.g_01375, Syai.g_01376
OG0002448	Prbl.g_00861, Prbl.g_00862	Syai.g_00168
OG0002461	Prbl.g_00626	Syai.g_01642
OG0002579	Prbl.g_00310	Syai.g_02599
OG0002653	Prbl.g_02272	Syai.g_02736, Syai.g_02735
OG0002667	Prbl.g_02613	Syai.g_01161
OG0002715	Prbl.g_00638	Syai.g_00969
OG0002718	Prbl.g_02130	Syai.g_00967
OG0003388	Prbl.g_00042	Syai.g_02454
OG0003389	Prbl.g_00043	Syai.g_02455
OG0003394	Prbl.g_02370	Syai.g_02447
OG0003829	Prbl.g_00482	Syai.g_01854, Syai.g_01870
