Orthogroup	Prbl	Syab
OG0002011	Prbl.g_00683	Syab.g_00559
OG0002012	Prbl.g_00630	Syab.g_00618
OG0002013	Prbl.g_00895	Syab.g_02456
OG0002014	Prbl.g_00883	Syab.g_00221
OG0002016	Prbl.g_01247	Syab.g_02690
OG0002017	Prbl.g_02184	Syab.g_02823
OG0002018	Prbl.g_02156	Syab.g_02870
OG0002037	Prbl.g_00509	Syab.g_01139, Syab.g_00262
OG0002038	Prbl.g_02094	Syab.g_00979
OG0002039	Prbl.g_02107	Syab.g_00998
OG0002040	Prbl.g_00177	Syab.g_00999
OG0002041	Prbl.g_02500	Syab.g_01348
OG0002042	Prbl.g_02484	Syab.g_01376
OG0002043	Prbl.g_02439	Syab.g_01422
OG0002044	Prbl.g_01536	Syab.g_01701
OG0002045	Prbl.g_01347	Syab.g_00672
OG0002046	Prbl.g_01350	Syab.g_00666
OG0002048	Prbl.g_01173	Syab.g_00471
OG0002050	Prbl.g_01471	Syab.g_00314
OG0002051	Prbl.g_00268	Syab.g_02602
OG0002092	Prbl.g_02369, Prbl.g_00425	Syab.g_02904
OG0002110	Prbl.g_02394	Syab.g_00077
OG0002111	Prbl.g_02632	Syab.g_00832
OG0002113	Prbl.g_01979	Syab.g_00038
OG0002115	Prbl.g_00402	Syab.g_02246
OG0002117	Prbl.g_02101	Syab.g_00989
OG0002118	Prbl.g_01371	Syab.g_01048
OG0002119	Prbl.g_01107	Syab.g_02685
OG0002121	Prbl.g_01532	Syab.g_00801
OG0002122	Prbl.g_01860	Syab.g_01174
OG0002124	Prbl.g_01558	Syab.g_01732
OG0002128	Prbl.g_02201	Syab.g_01746
OG0002130	Prbl.g_01720	Syab.g_00917
OG0002159	Prbl.g_01233	Syab.g_02737, Syab.g_00102
OG0002162	Prbl.g_01798	Syab.g_01987
OG0002166	Prbl.g_01856	Syab.g_01169
OG0002167	Prbl.g_01841	Syab.g_01848
OG0002168	Prbl.g_00941	Syab.g_01234
OG0002170	Prbl.g_01198	Syab.g_00520
OG0002172	Prbl.g_01251	Syab.g_02694
OG0002173	Prbl.g_00125	Syab.g_02683
OG0002174	Prbl.g_02183	Syab.g_02824
OG0002231	Prbl.g_01842	Syab.g_00926
OG0002233	Prbl.g_01828	Syab.g_02359
OG0002234	Prbl.g_02569	Syab.g_00633
OG0002235	Prbl.g_02357	Syab.g_01584
OG0002236	Prbl.g_01575	Syab.g_01545
OG0002237	Prbl.g_01633	Syab.g_01880
OG0002238	Prbl.g_01039	Syab.g_01469
OG0002239	Prbl.g_00717	Syab.g_02224
OG0002241	Prbl.g_01351	Syab.g_00665
OG0002243	Prbl.g_02257	Syab.g_02735
OG0002277	Prbl.g_02013	Syab.g_00074
OG0002279	Prbl.g_00550	Syab.g_02502
OG0002289	Prbl.g_01353	Syab.g_00663
OG0002290	Prbl.g_01926	Syab.g_00630, Syab.g_02607
OG0002291	Prbl.g_00071	Syab.g_02556
OG0002292	Prbl.g_00087	Syab.g_02627
OG0002330	Prbl.g_00015	Syab.g_01189
OG0002331	Prbl.g_00028	Syab.g_00880
OG0002332	Prbl.g_01040	Syab.g_01468
OG0002333	Prbl.g_01038	Syab.g_01470
OG0002334	Prbl.g_00250	Syab.g_00789
OG0002335	Prbl.g_00232	Syab.g_00771
OG0002337	Prbl.g_01460	Syab.g_00302
OG0002340	Prbl.g_00133	Syab.g_02676
OG0002341	Prbl.g_02267	Syab.g_02721
OG0002350	Prbl.g_01192	Syab.g_00512
OG0002382	Prbl.g_00520	Syab.g_02105
OG0002388	Prbl.g_01357	Syab.g_00649, Syab.g_00657
OG0002390	Prbl.g_00081	Syab.g_02621
OG0002391	Prbl.g_01009	Syab.g_02529
OG0002433	Prbl.g_00477	Syab.g_02671
OG0002434	Prbl.g_01893	Syab.g_02004
OG0002438	Prbl.g_01843	Syab.g_02776
OG0002440	Prbl.g_02534	Syab.g_01315
OG0002447	Prbl.g_01352	Syab.g_00664
OG0002450	Prbl.g_02133	Syab.g_02901
OG0002461	Prbl.g_00626	Syab.g_00622
OG0002494	Prbl.g_00459	Syab.g_01970
OG0002567	Prbl.g_00771	Syab.g_01096
OG0002568	Prbl.g_01767	Syab.g_01957
OG0002571	Prbl.g_01585	Syab.g_00677
OG0002574	Prbl.g_01356	Syab.g_00650, Syab.g_00658
OG0002575	Prbl.g_01358	Syab.g_00648, Syab.g_00656
OG0002576	Prbl.g_01359	Syab.g_00646, Syab.g_00655
OG0002577	Prbl.g_00637	Syab.g_00612
OG0002580	Prbl.g_02176	Syab.g_02832
OG0002593	Prbl.g_01385	Syab.g_02164
OG0002630	Prbl.g_02625	Syab.g_00548
OG0002630	Prbl.g_02625	Syab.g_02511
OG0002636	Prbl.g_01090	Syab.g_00879
OG0002637	Prbl.g_01698	Syab.g_01744
OG0002639	Prbl.g_01876	Syab.g_00814
OG0002644	Prbl.g_01648	Syab.g_01865
OG0002645	Prbl.g_01649	Syab.g_01864
OG0002647	Prbl.g_02253	Syab.g_02719
OG0002648	Prbl.g_02247	Syab.g_02745
OG0002649	Prbl.g_02246	Syab.g_02746
OG0002650	Prbl.g_02245	Syab.g_02747
OG0002705	Prbl.g_02384	Syab.g_01745
OG0002711	Prbl.g_01607	Syab.g_00449
OG0002712	Prbl.g_01650	Syab.g_01863
OG0002713	Prbl.g_01654	Syab.g_01862
OG0002717	Prbl.g_00128	Syab.g_02680
OG0002797	Prbl.g_00390	Syab.g_02262
OG0002798	Prbl.g_02093	Syab.g_00978
OG0002801	Prbl.g_02576	Syab.g_01254
OG0002802	Prbl.g_02512	Syab.g_01335
OG0002844	Prbl.g_02032	Syab.g_00086
OG0002846	Prbl.g_00917	Syab.g_01185, Syab.g_02393
OG0003039	Prbl.g_00541	Syab.g_01239
OG0003040	Prbl.g_01741	Syab.g_00687
OG0003052	Prbl.g_01424	Syab.g_00264
OG0003065	Prbl.g_01670	Syab.g_01099
OG0003098	Prbl.g_01479	Syab.g_00638
OG0003195	Prbl.g_01852	Syab.g_01512
OG0003207	Prbl.g_02668	Syab.g_00354
OG0003253	Prbl.g_00876	Syab.g_00222
OG0003381	Prbl.g_02584	Syab.g_01129
OG0003398	Prbl.g_00875	Syab.g_00225
OG0003508	Prbl.g_02179	Syab.g_02271
OG0003824	Prbl.g_00053	Syab.g_01526
OG0003826	Prbl.g_01851	Syab.g_01511
OG0004287	Prbl.g_00388	Syab.g_00330
OG0004291	Prbl.g_00629	Syab.g_00619
