Orthogroup	Prbl	Syat
OG0002571	Prbl.g_01585	Syat.g_00772
OG0002572	Prbl.g_01609	Syat.g_01014
OG0002573	Prbl.g_00238	Syat.g_01361
OG0002577	Prbl.g_00637	Syat.g_00329
OG0002580	Prbl.g_02176	Syat.g_02514
OG0002582	Prbl.g_02047	Syat.g_02247
OG0002593	Prbl.g_01385	Syat.g_02985
OG0002628	Prbl.g_00837	Syat.g_02210
OG0002632	Prbl.g_02263	Syat.g_02708
OG0002634	Prbl.g_00196	Syat.g_01446
OG0002635	Prbl.g_02076	Syat.g_01320
OG0002638	Prbl.g_00727	Syat.g_00797
OG0002643	Prbl.g_02292	Syat.g_00854
OG0002644	Prbl.g_01648	Syat.g_01973
OG0002668	Prbl.g_01425	Syat.g_01359
OG0002711	Prbl.g_01607	Syat.g_02382
OG0002714	Prbl.g_01390	Syat.g_00334
OG0002717	Prbl.g_00128	Syat.g_02006
OG0002797	Prbl.g_00390	Syat.g_03135
OG0002799	Prbl.g_01810	Syat.g_00942
OG0002800	Prbl.g_01707	Syat.g_02220
OG0002801	Prbl.g_02576	Syat.g_00793
OG0002837	Prbl.g_00538	Syat.g_00283
OG0002842	Prbl.g_02259	Syat.g_02705
OG0002844	Prbl.g_02032	Syat.g_01204
OG0002845	Prbl.g_01227	Syat.g_01311
OG0002906	Prbl.g_01809	Syat.g_01045
OG0002913	Prbl.g_02207	Syat.g_01036
OG0002914	Prbl.g_02206	Syat.g_01976
OG0003036	Prbl.g_01229	Syat.g_00979
OG0003037	Prbl.g_00543	Syat.g_01581
OG0003040	Prbl.g_01741	Syat.g_03069
OG0003044	Prbl.g_02628	Syat.g_00754
OG0003053	Prbl.g_00894	Syat.g_01495
OG0003055	Prbl.g_02040	Syat.g_03057
OG0003056	Prbl.g_01018	Syat.g_03134
OG0003057	Prbl.g_01017	Syat.g_03133
OG0003058	Prbl.g_01016	Syat.g_03132
OG0003065	Prbl.g_01670	Syat.g_01502
OG0003094	Prbl.g_00235	Syat.g_01364
OG0003099	Prbl.g_01297	Syat.g_02094
OG0003186	Prbl.g_00769	Syat.g_01505
OG0003190	Prbl.g_01690	Syat.g_02370
OG0003195	Prbl.g_01852	Syat.g_00876
OG0003196	Prbl.g_01835	Syat.g_00193
OG0003201	Prbl.g_01366	Syat.g_02536
OG0003400	Prbl.g_01008	Syat.g_00289
OG0003401	Prbl.g_01007	Syat.g_00257, Syat.g_00288
OG0003503	Prbl.g_00054	Syat.g_01699, Syat.g_00765
OG0003504	Prbl.g_01850	Syat.g_00336
OG0003777	Prbl.g_01010	Syat.g_00261
OG0003826	Prbl.g_01851	Syat.g_00877
