Orthogroup	Prbl	Syas
OG0002635	Prbl.g_02076	Syas.g_00117
OG0002637	Prbl.g_01698	Syas.g_00895
OG0002638	Prbl.g_00727	Syas.g_00953
OG0002643	Prbl.g_02292	Syas.g_00924
OG0002648	Prbl.g_02247	Syas.g_00058
OG0002649	Prbl.g_02246	Syas.g_00057
OG0002650	Prbl.g_02245	Syas.g_00056
OG0002667	Prbl.g_02613	Syas.g_01855
OG0002668	Prbl.g_01425	Syas.g_00079, Syas.g_01447
OG0002710	Prbl.g_01823	Syas.g_02300
OG0002711	Prbl.g_01607	Syas.g_01097
OG0002714	Prbl.g_01390	Syas.g_00925
OG0002720	Prbl.g_02361	Syas.g_00630
OG0002799	Prbl.g_01810	Syas.g_00370
OG0002800	Prbl.g_01707	Syas.g_00131
OG0002801	Prbl.g_02576	Syas.g_00987
OG0002845	Prbl.g_01227	Syas.g_02450
OG0002906	Prbl.g_01809	Syas.g_00115
OG0002913	Prbl.g_02207	Syas.g_01714
OG0002914	Prbl.g_02206	Syas.g_02757
OG0002942	Prbl.g_01005	Syas.g_01020
OG0003036	Prbl.g_01229	Syas.g_00483
OG0003037	Prbl.g_00543	Syas.g_00521
OG0003040	Prbl.g_01741	Syas.g_02754
OG0003090	Prbl.g_00671	Syas.g_02619
OG0003094	Prbl.g_00235	Syas.g_00075, Syas.g_02542
OG0003504	Prbl.g_01850	Syas.g_00938
