Orthogroup	Syat	Prbj
OG0002565	Syat.g_03291	Prbj.g_00193
OG0002566	Syat.g_02065	Prbj.g_00474
OG0002571	Syat.g_00772	Prbj.g_02520
OG0002572	Syat.g_01014	Prbj.g_02543
OG0002573	Syat.g_01361	Prbj.g_01060
OG0002577	Syat.g_00329	Prbj.g_00115
OG0002580	Syat.g_02514	Prbj.g_02018
OG0002582	Syat.g_02247	Prbj.g_01274
OG0002593	Syat.g_02985	Prbj.g_02700
OG0002628	Syat.g_02210	Prbj.g_01520
OG0002632	Syat.g_02708	Prbj.g_01931
OG0002634	Syat.g_01446	Prbj.g_02611
OG0002635	Syat.g_01320	Prbj.g_00963
OG0002638	Syat.g_00797	Prbj.g_01091
OG0002643	Syat.g_00854	Prbj.g_02456
OG0002644	Syat.g_01973	Prbj.g_02582
OG0002668	Syat.g_01359	Prbj.g_01433
OG0002711	Syat.g_02382	Prbj.g_02541
OG0002714	Syat.g_00334	Prbj.g_02705
OG0002717	Syat.g_02006	Prbj.g_00236
OG0002733	Syat.g_03323	Prbj.g_00555
OG0002797	Syat.g_03135	Prbj.g_00853
OG0002799	Syat.g_00942	Prbj.g_02629
OG0002800	Syat.g_02220	Prbj.g_00675
OG0002801	Syat.g_00793	Prbj.g_02688
OG0002837	Syat.g_00283	Prbj.g_01603
OG0002842	Syat.g_02705	Prbj.g_01935
OG0002844	Syat.g_01204	Prbj.g_01259
OG0002845	Syat.g_01311	Prbj.g_01817
OG0002906	Syat.g_01045	Prbj.g_02628
OG0002913	Syat.g_01036	Prbj.g_01987
OG0002914	Syat.g_01976	Prbj.g_01988
OG0003036	Syat.g_00979	Prbj.g_01815
OG0003037	Syat.g_01581	Prbj.g_00629
OG0003040	Syat.g_03069	Prbj.g_01747
OG0003044	Syat.g_00754	Prbj.g_00217
OG0003053	Syat.g_01495	Prbj.g_01463
OG0003055	Syat.g_03057	Prbj.g_01267
OG0003056	Syat.g_03134	Prbj.g_00206
OG0003057	Syat.g_03133	Prbj.g_00205
OG0003058	Syat.g_03132	Prbj.g_00204
OG0003065	Syat.g_01502	Prbj.g_00712
OG0003094	Syat.g_01364	Prbj.g_01063
OG0003099	Syat.g_02094	Prbj.g_01586
OG0003186	Syat.g_01505	Prbj.g_02124
OG0003190	Syat.g_02370	Prbj.g_00692
OG0003195	Syat.g_00876	Prbj.g_00926
OG0003196	Syat.g_00193	Prbj.g_00909
OG0003201	Syat.g_02536	Prbj.g_00154
OG0003400	Syat.g_00289	Prbj.g_00196
OG0003401	Syat.g_00257, Syat.g_00288	Prbj.g_00195
OG0003503	Syat.g_01699, Syat.g_00765	Prbj.g_00786
OG0003504	Syat.g_00336	Prbj.g_00924
OG0003777	Syat.g_00261	Prbj.g_00198
OG0003826	Syat.g_00877	Prbj.g_00925
