Orthogroup	Syat	Prbl
OG0002571	Syat.g_00772	Prbl.g_01585
OG0002572	Syat.g_01014	Prbl.g_01609
OG0002573	Syat.g_01361	Prbl.g_00238
OG0002577	Syat.g_00329	Prbl.g_00637
OG0002580	Syat.g_02514	Prbl.g_02176
OG0002582	Syat.g_02247	Prbl.g_02047
OG0002593	Syat.g_02985	Prbl.g_01385
OG0002628	Syat.g_02210	Prbl.g_00837
OG0002632	Syat.g_02708	Prbl.g_02263
OG0002634	Syat.g_01446	Prbl.g_00196
OG0002635	Syat.g_01320	Prbl.g_02076
OG0002638	Syat.g_00797	Prbl.g_00727
OG0002643	Syat.g_00854	Prbl.g_02292
OG0002644	Syat.g_01973	Prbl.g_01648
OG0002668	Syat.g_01359	Prbl.g_01425
OG0002711	Syat.g_02382	Prbl.g_01607
OG0002714	Syat.g_00334	Prbl.g_01390
OG0002717	Syat.g_02006	Prbl.g_00128
OG0002797	Syat.g_03135	Prbl.g_00390
OG0002799	Syat.g_00942	Prbl.g_01810
OG0002800	Syat.g_02220	Prbl.g_01707
OG0002801	Syat.g_00793	Prbl.g_02576
OG0002837	Syat.g_00283	Prbl.g_00538
OG0002842	Syat.g_02705	Prbl.g_02259
OG0002844	Syat.g_01204	Prbl.g_02032
OG0002845	Syat.g_01311	Prbl.g_01227
OG0002906	Syat.g_01045	Prbl.g_01809
OG0002913	Syat.g_01036	Prbl.g_02207
OG0002914	Syat.g_01976	Prbl.g_02206
OG0003036	Syat.g_00979	Prbl.g_01229
OG0003037	Syat.g_01581	Prbl.g_00543
OG0003040	Syat.g_03069	Prbl.g_01741
OG0003044	Syat.g_00754	Prbl.g_02628
OG0003053	Syat.g_01495	Prbl.g_00894
OG0003055	Syat.g_03057	Prbl.g_02040
OG0003056	Syat.g_03134	Prbl.g_01018
OG0003057	Syat.g_03133	Prbl.g_01017
OG0003058	Syat.g_03132	Prbl.g_01016
OG0003065	Syat.g_01502	Prbl.g_01670
OG0003094	Syat.g_01364	Prbl.g_00235
OG0003099	Syat.g_02094	Prbl.g_01297
OG0003186	Syat.g_01505	Prbl.g_00769
OG0003190	Syat.g_02370	Prbl.g_01690
OG0003195	Syat.g_00876	Prbl.g_01852
OG0003196	Syat.g_00193	Prbl.g_01835
OG0003201	Syat.g_02536	Prbl.g_01366
OG0003400	Syat.g_00289	Prbl.g_01008
OG0003401	Syat.g_00257, Syat.g_00288	Prbl.g_01007
OG0003503	Syat.g_01699, Syat.g_00765	Prbl.g_00054
OG0003504	Syat.g_00336	Prbl.g_01850
OG0003777	Syat.g_00261	Prbl.g_01010
OG0003826	Syat.g_00877	Prbl.g_01851
