Orthogroup	Syac	Prbj
OG0002234	Syac.g_01029	Prbj.g_02176
OG0002235	Syac.g_01359	Prbj.g_02390
OG0002236	Syac.g_02153	Prbj.g_02510
OG0002237	Syac.g_00972	Prbj.g_02567
OG0002238	Syac.g_01436	Prbj.g_00796
OG0002239	Syac.g_01458	Prbj.g_00664
OG0002242	Syac.g_00221	Prbj.g_01473
OG0002277	Syac.g_00079	Prbj.g_01240
OG0002279	Syac.g_00394	Prbj.g_00622
OG0002280	Syac.g_01850	Prbj.g_02116
OG0002285	Syac.g_01150	Prbj.g_02295
OG0002291	Syac.g_02263	Prbj.g_01140
OG0002331	Syac.g_01302	Prbj.g_00761
OG0002332	Syac.g_01437	Prbj.g_00795
OG0002333	Syac.g_01435	Prbj.g_00797
OG0002334	Syac.g_01623	Prbj.g_01048
OG0002336	Syac.g_01698	Prbj.g_00126
OG0002337	Syac.g_02246	Prbj.g_01398
OG0002338	Syac.g_00212, Syac.g_00218	Prbj.g_01479
OG0002339	Syac.g_00202	Prbj.g_01491
OG0002340	Syac.g_02299	Prbj.g_00232
OG0002350	Syac.g_02032	Prbj.g_00350
OG0002386	Syac.g_01020	Prbj.g_02706
OG0002429	Syac.g_00418	Prbj.g_00595
OG0002434	Syac.g_01800	Prbj.g_01873
OG0002435	Syac.g_00699	Prbj.g_00952
OG0002438	Syac.g_02372	Prbj.g_00917
OG0002450	Syac.g_02482	Prbj.g_02061
OG0002461	Syac.g_01576	Prbj.g_01895
OG0002567	Syac.g_00745	Prbj.g_02122
OG0002630	Syac.g_00385	Prbj.g_02708
OG0002630	Syac.g_01993	Prbj.g_02708
OG0002667	Syac.g_01032	Prbj.g_00727
OG0002710	Syac.g_01580	Prbj.g_00898
OG0002715	Syac.g_01617	Prbj.g_00114
OG0002718	Syac.g_01163	Prbj.g_02064
OG0003050	Syac.g_01684	Prbj.g_00328
OG0003092	Syac.g_01682	Prbj.g_00391
OG0003097	Syac.g_00111	Prbj.g_01272
OG0003098	Syac.g_00860	Prbj.g_01379
OG0003182	Syac.g_00081	Prbj.g_01242
OG0003199	Syac.g_02274	Prbj.g_02539
OG0003207	Syac.g_02199	Prbj.g_01339
OG0003392	Syac.g_00480	Prbj.g_00910
OG0003505	Syac.g_01539	Prbj.g_01101
OG0003822	Syac.g_02292	Prbj.g_00496
