Orthogroup	Syac	Prbk
OG0002236	Syac.g_02153	Prbk.g_02566
OG0002237	Syac.g_00972	Prbk.g_02625
OG0002238	Syac.g_01436	Prbk.g_00736
OG0002239	Syac.g_01458	Prbk.g_01204
OG0002242	Syac.g_00221	Prbk.g_00485
OG0002277	Syac.g_00079	Prbk.g_01581
OG0002279	Syac.g_00394	Prbk.g_00009
OG0002280	Syac.g_01850	Prbk.g_01069
OG0002285	Syac.g_01150	Prbk.g_02351
OG0002291	Syac.g_02263	Prbk.g_01278
OG0002331	Syac.g_01302	Prbk.g_01768
OG0002332	Syac.g_01437	Prbk.g_00737
OG0002333	Syac.g_01435	Prbk.g_00735
OG0002334	Syac.g_01623	Prbk.g_00251
OG0002336	Syac.g_01698	Prbk.g_02115
OG0002337	Syac.g_02246	Prbk.g_00410
OG0002338	Syac.g_00212, Syac.g_00218	Prbk.g_00491
OG0002339	Syac.g_00202	Prbk.g_00503
OG0002340	Syac.g_02299	Prbk.g_00689
OG0002350	Syac.g_02032	Prbk.g_00862
OG0002386	Syac.g_01020	Prbk.g_00705
OG0002429	Syac.g_00418	Prbk.g_00036
OG0002434	Syac.g_01800	Prbk.g_01883
OG0002435	Syac.g_00699	Prbk.g_01038
OG0002438	Syac.g_02372	Prbk.g_01831
OG0002450	Syac.g_02482	Prbk.g_02266
OG0002461	Syac.g_01576	Prbk.g_00302
OG0002567	Syac.g_00745	Prbk.g_01075
OG0002630	Syac.g_00385	Prbk.g_02692
OG0002630	Syac.g_01993	Prbk.g_02692
OG0002667	Syac.g_01032	Prbk.g_01733
OG0002710	Syac.g_01580	Prbk.g_01850
OG0002715	Syac.g_01617	Prbk.g_00314
OG0002718	Syac.g_01163	Prbk.g_02269
OG0003050	Syac.g_01684	Prbk.g_00884
OG0003092	Syac.g_01682	Prbk.g_00820
OG0003097	Syac.g_00111	Prbk.g_01548
OG0003098	Syac.g_00860	Prbk.g_00391
OG0003182	Syac.g_00081	Prbk.g_01579
OG0003199	Syac.g_02274	Prbk.g_02597
OG0003207	Syac.g_02199	Prbk.g_01014
OG0003392	Syac.g_00480	Prbk.g_01838
OG0003505	Syac.g_01539	Prbk.g_01946
OG0003822	Syac.g_02292	Prbk.g_01452
