Orthogroup	Syac	Syas
OG0002429	Syac.g_00418	Syas.g_02444
OG0002452	Syac.g_02456	Syas.g_01976
OG0002458	Syac.g_02431	Syas.g_01033
OG0002459	Syac.g_02429	Syas.g_01036
OG0002460	Syac.g_02428	Syas.g_01035
OG0002462	Syac.g_00492	Syas.g_01800
OG0002464	Syac.g_01844	Syas.g_02507
OG0002466	Syac.g_00643	Syas.g_02575
OG0002469	Syac.g_01506	Syas.g_01085
OG0002524	Syac.g_01109	Syas.g_01403
OG0002525	Syac.g_01091	Syas.g_02739
OG0002526	Syac.g_01071	Syas.g_01781
OG0002527	Syac.g_01038	Syas.g_02762
OG0002528	Syac.g_01036	Syas.g_02760
OG0002540	Syac.g_02432	Syas.g_01032
OG0002541	Syac.g_02066	Syas.g_01560
OG0002543	Syac.g_02367	Syas.g_01899
OG0002601	Syac.g_01037	Syas.g_02761
OG0002602	Syac.g_01008	Syas.g_00128
OG0002606	Syac.g_02433	Syas.g_01031
OG0002610	Syac.g_02023	Syas.g_01543
OG0002667	Syac.g_01032	Syas.g_01855
OG0002677	Syac.g_02227	Syas.g_01721
OG0002678	Syac.g_01959	Syas.g_00653
OG0002680	Syac.g_00481	Syas.g_00202
OG0002710	Syac.g_01580	Syas.g_02300
OG0002734	Syac.g_00131	Syas.g_02587
OG0002749	Syac.g_01820	Syas.g_00501, Syas.g_00613
OG0002804	Syac.g_01485	Syas.g_01931, Syas.g_02784
OG0002847	Syac.g_00456	Syas.g_02527
OG0002872	Syac.g_02276	Syas.g_02283
OG0002943	Syac.g_00495	Syas.g_02634
OG0002944	Syac.g_00496	Syas.g_02635
OG0002945	Syac.g_00497	Syas.g_02636
OG0002946	Syac.g_00499	Syas.g_02638
OG0002947	Syac.g_00500	Syas.g_02639
OG0002948	Syac.g_00501	Syas.g_02640
OG0002949	Syac.g_00502	Syas.g_02641
OG0002950	Syac.g_00503	Syas.g_02642
OG0002955	Syac.g_00677	Syas.g_02611
OG0002956	Syac.g_00676	Syas.g_02610
OG0002957	Syac.g_00678	Syas.g_02612
OG0002958	Syac.g_00679	Syas.g_02613
OG0003046	Syac.g_02196	Syas.g_02372
OG0003256	Syac.g_00548, Syac.g_00546, Syac.g_00547, Syac.g_00612	Syas.g_00939
OG0003258	Syac.g_00094	Syas.g_02630
OG0003295	Syac.g_00045	Syas.g_02620
OG0003298	Syac.g_01956	Syas.g_00434
OG0004349	Syac.g_00133	Syas.g_01170
