assembly_accession	bioproject	biosample	wgs_master	refseq_category	taxid	species_taxid	organism_name	infraspecific_name	isolate	version_status	assembly_level	release_type	genome_rep	seq_rel_date	asm_name	asm_submitter	gbrs_paired_asm	paired_asm_comp	ftp_path	excluded_from_refseq	relation_to_type_material	asm_not_live_date	assembly_type	group	genome_size	genome_size_ungapped	gc_percent	replicon_count	scaffold_count	contig_count	annotation_provider	annotation_name	annotation_date	total_gene_count	protein_coding_gene_count	non_coding_gene_count	pubmed_id
GCF_047462495.1	PRJNA224116	SAMN29757907	JANSJH000000000.1	na	2964505	2964505	Synechococcus sp. H55.2	strain=H55.2	na	latest	Scaffold	Major	Full	2025-02-05	ASM4746249v1	University of Montana	GCA_047462495.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/462/495/GCF_047462495.1_ASM4746249v1	na	na	na	haploid	bacteria	2756440	2745640	60.000000	0	246	354	NCBI RefSeq	GCF_047462495.1-RS_2025_02_06	2025-02-06	2631	2523	48	na
GCF_047462515.1	PRJNA224116	SAMN29757904	JANSJK000000000.1	na	2964504	2964504	Synechococcus sp. H55.1	strain=H55.1	na	latest	Scaffold	Major	Full	2025-02-05	ASM4746251v1	University of Montana	GCA_047462515.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/462/515/GCF_047462515.1_ASM4746251v1	na	na	na	haploid	bacteria	2761084	2760384	60.500000	0	52	59	NCBI RefSeq	GCF_047462515.1-RS_2025_02_06	2025-02-06	2571	2502	43	na
GCF_047462535.1	PRJNA224116	SAMN29757931	JANSJM000000000.1	na	2964523	2964523	Synechococcus sp. B60.2	strain=B60.2	na	latest	Contig	Major	Full	2025-02-05	ASM4746253v1	University of Montana	GCA_047462535.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/462/535/GCF_047462535.1_ASM4746253v1	na	na	na	haploid	bacteria	2689978	2689978	60.000000	0	87	87	NCBI RefSeq	GCF_047462535.1-RS_2025_02_06	2025-02-06	2525	2429	43	na
GCF_047462555.1	PRJNA224116	SAMN29757930	JANSJN000000000.1	na	2964522	2964522	Synechococcus sp. B60.1	strain=B60.1	na	latest	Scaffold	Major	Full	2025-02-05	ASM4746255v1	University of Montana	GCA_047462555.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/462/555/GCF_047462555.1_ASM4746255v1	na	na	na	haploid	bacteria	2755066	2740766	60.000000	0	227	370	NCBI RefSeq	GCF_047462555.1-RS_2025_02_06	2025-02-06	2639	2481	44	na
GCF_047462575.1	PRJNA224116	SAMN02822062	JAOALE000000000.1	na	1504259	1504259	Synechococcus sp. 'PEA 65AY6A-5F PE A'	strain=PEA 65AY6A-5F PE A	na	latest	Scaffold	Major	Full	2025-02-05	ASM4746257v1	DOE Joint Genome Institute	GCA_047462575.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/462/575/GCF_047462575.1_ASM4746257v1	na	na	na	haploid	bacteria	2852378	2851878	60.500000	0	88	93	NCBI RefSeq	GCF_047462575.1-RS_2025_02_06	2025-02-06	2735	2610	55	na
GCF_047497135.1	PRJNA224116	SAMN37883958	na	na	1801628	1801628	Synechococcus sp. MIT S9504	strain=MIT S9504	na	latest	Complete Genome	Major	Full	2025-02-07	ASM4749713v1	Massachusetts Institute of Technology	GCA_047497135.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/497/135/GCF_047497135.1_ASM4749713v1	na	na	na	haploid	bacteria	3137804	3137804	55.500000	1	1	1	NCBI RefSeq	GCF_047497135.1-RS_2025_02_07	2025-02-07	3342	3252	54	na
GCF_047502605.1	PRJNA224116	SAMN29757939	JANSHP000000000.1	na	2964529	2964529	Synechococcus sp. RC10A2	strain=RC10A2	na	latest	Scaffold	Major	Full	2025-02-06	ASM4750260v1	University of Montana	GCA_047502605.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/605/GCF_047502605.1_ASM4750260v1	na	na	na	haploid	bacteria	3688469	3687459	61.000000	0	129	140	NCBI RefSeq	GCF_047502605.1-RS_2025_02_07	2025-02-07	3526	3376	83	na
GCF_047502615.1	PRJNA224116	SAMN29757934	JANSHJ000000000.1	na	2967125	2967125	Synechococcus sp. W60.3	strain=W60.3	na	latest	Scaffold	Major	Full	2025-02-06	ASM4750261v1	University of Montana	GCA_047502615.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/615/GCF_047502615.1_ASM4750261v1	na	na	na	haploid	bacteria	2580699	2571570	60.500000	0	84	116	NCBI RefSeq	GCF_047502615.1-RS_2025_02_07	2025-02-07	2521	2393	44	na
GCF_047502635.1	PRJNA224116	SAMN29757940	JANSHO000000000.1	na	2964530	2964530	Synechococcus sp. RC10B2	strain=RC10B2	na	latest	Scaffold	Major	Full	2025-02-06	ASM4750263v1	University of Montana	GCA_047502635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/635/GCF_047502635.1_ASM4750263v1	na	na	na	haploid	bacteria	3277730	3276820	61.000000	0	93	103	NCBI RefSeq	GCF_047502635.1-RS_2025_02_07	2025-02-07	3094	2964	68	na
GCF_047502655.1	PRJNA224116	SAMN29757900	JANSIM000000000.1	na	2421321	2421321	Synechococcus sp. R5-12	strain=R5-12	na	latest	Contig	Major	Full	2025-02-06	ASM4750265v1	University of Montana	GCA_047502655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/655/GCF_047502655.1_ASM4750265v1	na	na	na	haploid	bacteria	2895468	2895468	58.500000	0	301	301	NCBI RefSeq	GCF_047502655.1-RS_2025_02_07	2025-02-07	2723	2625	49	na
GCF_047502685.1	PRJNA224116	SAMN29757899	JANSIQ000000000.1	na	139337	139337	Synechococcus sp. OH20	strain=OH20	na	latest	Scaffold	Major	Full	2025-02-06	ASM4750268v1	University of Montana	GCA_047502685.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/685/GCF_047502685.1_ASM4750268v1	na	na	na	haploid	bacteria	2795255	2793635	60.000000	0	59	77	NCBI RefSeq	GCF_047502685.1-RS_2025_02_07	2025-02-07	2607	2528	48	na
GCF_047502705.1	PRJNA224116	SAMN29757937	JANSIV000000000.1	na	2964527	2964527	Synechococcus sp. H70.1	strain=H70.1	na	latest	Scaffold	Major	Full	2025-02-06	ASM4750270v1	University of Montana	GCA_047502705.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/705/GCF_047502705.1_ASM4750270v1	na	na	na	haploid	bacteria	2421849	2412449	60.000000	0	177	271	NCBI RefSeq	GCF_047502705.1-RS_2025_02_07	2025-02-07	2390	2258	51	na
GCF_047502715.1	PRJNA224116	SAMN29757905	JANSJJ000000000.1	na	2964503	2964503	Synechococcus sp. H55.10	strain=H55.10	na	latest	Scaffold	Major	Full	2025-02-06	ASM4750271v1	University of Montana	GCA_047502715.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/715/GCF_047502715.1_ASM4750271v1	na	na	na	haploid	bacteria	3085826	3085726	60.000000	0	310	311	NCBI RefSeq	GCF_047502715.1-RS_2025_02_07	2025-02-07	2953	2791	66	na
GCF_047502745.1	PRJNA224116	SAMN29757943	JANSJL000000000.1	na	2964532	2964532	Synechococcus sp. F70.1	strain=F70.1	na	latest	Scaffold	Major	Full	2025-02-06	ASM4750274v1	University of Montana	GCA_047502745.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/502/745/GCF_047502745.1_ASM4750274v1	na	na	na	haploid	bacteria	2285078	2277678	60.000000	0	124	198	NCBI RefSeq	GCF_047502745.1-RS_2025_02_07	2025-02-07	2308	2176	57	na
GCF_047716785.1	PRJNA224116	SAMN46240870	na	na	3392295	3392295	Synechococcus sp. A10-1-5-9	strain=A10-1-5-9	na	latest	Complete Genome	Major	Full	2025-02-13	ASM4771678v1	ShanDong University	GCA_047716785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/716/785/GCF_047716785.1_ASM4771678v1	na	na	na	haploid	bacteria	2660754	2660754	57.500000	1	1	1	NCBI RefSeq	GCF_047716785.1-RS_2025_02_13	2025-02-13	2828	2739	54	na
GCF_047716805.1	PRJNA224116	SAMN46240756	na	na	3392294	3392294	Synechococcus sp. W4D4	strain=W4D4	na	latest	Complete Genome	Major	Full	2025-02-13	ASM4771680v1	ShanDong University	GCA_047716805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/716/805/GCF_047716805.1_ASM4771680v1	na	na	na	haploid	bacteria	2369322	2369322	62.000000	1	1	1	NCBI RefSeq	GCF_047716805.1-RS_2025_02_13	2025-02-13	2591	2522	59	na
GCF_047716815.1	PRJNA224116	SAMN46240849	na	na	3392296	3392296	Synechococcus sp. W2B2	strain=W2B2	na	latest	Complete Genome	Major	Full	2025-02-13	ASM4771681v1	ShanDong University	GCA_047716815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/047/716/815/GCF_047716815.1_ASM4771681v1	na	na	na	haploid	bacteria	2623530	2623530	57.500000	1	1	1	NCBI RefSeq	GCF_047716815.1-RS_2025_02_13	2025-02-13	2738	2651	54	na
GCF_049578805.1	PRJNA224116	SAMN12120381	DBHNVU000000000.1	na	69042	69042	Synechococcus sp. WH 5701	strain=WH 5701	na	latest	Contig	Major	Full	2025-04-14	ASM4957880v1	University of Innsbruck	GCA_049578805.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/049/578/805/GCF_049578805.1_ASM4957880v1	na	na	na	haploid	bacteria	2805062	2805062	66.500000	0	65	65	NCBI RefSeq	GCF_049578805.1-RS_2025_04_17	2025-04-17	3013	2905	48	na
GCF_050408035.1	PRJNA224116	SAMN48355820	na	na	1148	1148	Synechocystis sp. PCC 6803	strain=PCC 6803	na	latest	Complete Genome	Major	Full	2025-05-19	ASM5040803v1	HBNU	GCA_050408035.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/408/035/GCF_050408035.1_ASM5040803v1	na	na	na	haploid	bacteria	3947019	3947019	47.500000	5	5	5	NCBI RefSeq	GCF_050408035.1-RS_2025_05_18	2025-05-18	3743	3624	51	na
GCF_050422935.1	PRJNA224116	SAMN43083530	na	na	3242107	32046	Synechococcus elongatus M14.2	strain=M14.2	na	latest	Complete Genome	Major	Full	2025-05-21	ASM5042293v1	Purdue University	GCA_050422935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/050/422/935/GCF_050422935.1_ASM5042293v1	out of scope for the RefSeq project	na	na	haploid	bacteria	2717027	2717027	55.000000	1	1	1	NCBI RefSeq	GCF_050422935.1-RS_2025_05_20	2025-05-20	2713	2650	53	40305870
GCF_051658205.1	PRJNA224116	SAMN48513273	JBOFME000000000.1	na	32046	32046	Synechococcus elongatus	na	WFFMC_MAG_322	latest	Contig	Major	Full	2025-07-30	ASM5165820v1	Sichuan University	GCA_051658205.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/051/658/205/GCF_051658205.1_ASM5165820v1	derived from metagenome	na	na	haploid	bacteria	2867219	2867219	55.000000	0	104	104	NCBI RefSeq	GCF_051658205.1-RS_2025_08_01	2025-08-01	2860	2771	55	na
GCF_900047545.1	PRJNA224116	SAMEA3861759	FITM00000000.1	na	431041	431041	Candidatus Synechococcus spongiarum	na	1	latest	Contig	Major	Full	2016-10-18	m9	GeneWiz	GCA_900047545.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/047/545/GCF_900047545.1_m9	na	na	na	haploid	bacteria	1409475	1409475	62.000000	0	179	179	NCBI RefSeq	GCF_900047545.1-RS_2025_08_02	2025-08-02	1561	1473	36	na
GCF_900177825.1	PRJNA224116	SAMN06272774	FXWN00000000.1	na	1938862	1938862	Synechococcus sp. 7002	strain=7002	na	latest	Contig	Major	Full	2017-05-13	IMG-taxon 2708742468 annotated assembly	DOE - JOINT GENOME INSTITUTE	GCA_900177825.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/177/825/GCF_900177825.1_IMG-taxon_2708742468_annotated_assembly	na	na	na	haploid	bacteria	3434434	3434434	49.000000	0	6	6	NCBI RefSeq	GCF_900177825.1-RS_2024_08_13	2024-08-13	3355	3240	55	na
GCF_900473895.1	PRJNA224116	SAMEA4707912	UCND00000000.1	na	2575514	2575514	Synechococcus sp. N32	na	N32	latest	Contig	Major	Full	2018-07-31	N32	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900473895.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/473/895/GCF_900473895.1_N32	na	na	na	haploid	bacteria	2210892	2210892	61.000000	0	17	17	NCBI RefSeq	GCF_900473895.1-RS_2024_08_24	2024-08-24	2521	2447	49	na
GCF_900473925.1	PRJNA224116	SAMEA4707913	UCNI00000000.1	na	2575515	2575515	Synechococcus sp. N5	na	N5	latest	Contig	Major	Full	2018-07-31	N5	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900473925.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/473/925/GCF_900473925.1_N5	na	na	na	haploid	bacteria	2089511	2089511	61.000000	0	14	14	NCBI RefSeq	GCF_900473925.1-RS_2024_08_24	2024-08-24	2428	2360	43	na
GCF_900473935.1	PRJNA224116	SAMEA4707922	UCNN00000000.1	na	337067	337067	Synechococcus sp. UW105	na	UW105	latest	Contig	Major	Full	2018-07-31	UW105	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900473935.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/473/935/GCF_900473935.1_UW105	na	na	na	haploid	bacteria	2659417	2659417	57.500000	0	31	31	NCBI RefSeq	GCF_900473935.1-RS_2024_08_23	2024-08-23	2838	2776	48	na
GCF_900473955.1	PRJNA224116	SAMEA4707920	UCNL00000000.1	na	2575511	2575511	Synechococcus sp. GEYO	na	GEYO	latest	Contig	Major	Full	2018-07-31	GEYO	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900473955.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/473/955/GCF_900473955.1_GEYO	na	na	na	haploid	bacteria	2343605	2343605	56.500000	0	13	13	NCBI RefSeq	GCF_900473955.1-RS_2024_08_24	2024-08-24	2633	2565	48	na
GCF_900473965.1	PRJNA224116	SAMEA4707921	UCNJ00000000.1	na	2575510	2575510	Synechococcus sp. UW179A	na	UW179A	latest	Contig	Major	Full	2018-08-01	UW179A	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900473965.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/473/965/GCF_900473965.1_UW179A	na	na	na	haploid	bacteria	3057835	3057835	54.500000	0	35	35	NCBI RefSeq	GCF_900473965.1-RS_2024_08_24	2024-08-24	3286	3195	52	na
GCF_900473975.1	PRJNA224116	SAMEA4707915	UCNM00000000.1	na	2575513	2575513	Synechococcus sp. N26	na	N26	latest	Contig	Major	Full	2018-07-31	N26	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900473975.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/473/975/GCF_900473975.1_N26	na	na	na	haploid	bacteria	2126898	2126898	60.500000	0	13	13	NCBI RefSeq	GCF_900473975.1-RS_2024_08_24	2024-08-24	2460	2391	48	na
GCF_900474015.1	PRJNA224116	SAMEA4707917	UCNV00000000.1	na	368495	368495	Synechococcus sp. UW106	na	UW106	latest	Contig	Major	Full	2018-07-31	UW106	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900474015.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/015/GCF_900474015.1_UW106	na	na	na	haploid	bacteria	2479535	2479535	58.000000	0	15	15	NCBI RefSeq	GCF_900474015.1-RS_2024_08_24	2024-08-24	2750	2690	43	na
GCF_900474045.1	PRJNA224116	SAMEA4707916	UCNR00000000.1	na	2575512	2575512	Synechococcus sp. N19	na	N19	latest	Contig	Major	Full	2018-07-31	N19	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900474045.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/045/GCF_900474045.1_N19	na	na	na	haploid	bacteria	2163106	2163106	60.500000	0	18	18	NCBI RefSeq	GCF_900474045.1-RS_2024_08_24	2024-08-24	2498	2426	44	na
GCF_900474085.1	PRJNA224116	SAMEA4707914	UCNU00000000.1	na	368491	368491	Synechococcus sp. UW86	na	UW86	latest	Contig	Major	Full	2018-07-31	UW86	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900474085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/085/GCF_900474085.1_UW86	na	na	na	haploid	bacteria	2091288	2091288	61.500000	0	18	18	NCBI RefSeq	GCF_900474085.1-RS_2024_08_24	2024-08-24	2396	2320	48	na
GCF_900474185.1	PRJNA224116	SAMEA4707918	UCNW00000000.1	na	368493	368493	Synechococcus sp. UW69	na	UW69	latest	Contig	Major	Full	2018-07-31	UW69	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900474185.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/185/GCF_900474185.1_UW69	na	na	na	haploid	bacteria	2372121	2372121	58.500000	0	15	15	NCBI RefSeq	GCF_900474185.1-RS_2024_08_23	2024-08-23	2642	2577	49	na
GCF_900474245.1	PRJNA224116	SAMEA4707919	UCNZ00000000.1	na	2575516	2575516	Synechococcus sp. UW179B	na	UW179B	latest	Contig	Major	Full	2018-07-31	UW179B	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900474245.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/245/GCF_900474245.1_UW179B	na	na	na	haploid	bacteria	2531800	2531800	54.500000	0	27	27	NCBI RefSeq	GCF_900474245.1-RS_2024_08_23	2024-08-23	2680	2608	49	na
GCF_900474295.1	PRJNA224116	SAMEA4707923	UCOB00000000.1	na	368503	368503	Synechococcus sp. UW140	na	UW140	latest	Contig	Major	Full	2018-07-31	UW140	UNIVERSITY OF SOUTHERN CALIFORNIA	GCA_900474295.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/474/295/GCF_900474295.1_UW140	na	na	na	haploid	bacteria	2704142	2704142	58.000000	0	35	35	NCBI RefSeq	GCF_900474295.1-RS_2024_08_23	2024-08-23	2780	2709	49	na
GCF_937871055.1	PRJNA224116	SAMEA14036859	CALMXU000000000.1	na	154535	154535	uncultured Synechococcus sp.	na	SRR6158308_bin.49_CONCOCT_v1.1_MAG	latest	Contig	Major	Full	2023-01-10	SRR6158308_bin.49_CONCOCT_v1.1_MAG	European Bioinformatics Institute	GCA_937871055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/937/871/055/GCF_937871055.1_SRR6158308_bin.49_CONCOCT_v1.1_MAG	derived from metagenome	na	na	haploid	bacteria	1944744	1944744	52.500000	0	400	400	NCBI RefSeq	GCF_937871055.1-RS_2024_07_06	2024-07-06	2392	2188	45	na
GCF_943371325.1	PRJNA224116	SAMEA14447321	CALRUJ000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-ME9A6-316-8-m1-bin336	latest	Contig	Major	Full	2024-04-20	JJ-ME9A6-316-8-m1-bin336	Biology Centre CAS	GCA_943371325.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/371/325/GCF_943371325.1_JJ-ME9A6-316-8-m1-bin336	derived from metagenome	na	na	haploid	bacteria	2079710	2079710	52.500000	0	13	13	NCBI RefSeq	GCF_943371325.1-RS_2024_04_23	2024-04-23	2258	2192	48	na
GCF_943371655.1	PRJNA224116	SAMEA14447327	CALRVQ000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-MEM4D-83-5-m1-bin337	latest	Contig	Major	Full	2024-04-20	JJ-MEM4D-83-5-m1-bin337	Biology Centre CAS	GCA_943371655.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/371/655/GCF_943371655.1_JJ-MEM4D-83-5-m1-bin337	derived from metagenome	na	na	haploid	bacteria	2335034	2335034	51.500000	0	18	18	NCBI RefSeq	GCF_943371655.1-RS_2024_04_24	2024-04-24	2492	2419	48	na
GCF_943372055.1	PRJNA224116	SAMEA14447351	CALRXE000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-MIC7-10-7-m1-bin351	latest	Contig	Major	Full	2024-04-20	JJ-MIC7-10-7-m1-bin351	Biology Centre CAS	GCA_943372055.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/372/055/GCF_943372055.1_JJ-MIC7-10-7-m1-bin351	derived from metagenome	na	na	haploid	bacteria	2005220	2005220	52.000000	0	54	54	NCBI RefSeq	GCF_943372055.1-RS_2024_04_24	2024-04-24	2193	2119	45	na
GCF_943372175.1	PRJNA224116	SAMEA14447335	CALRXN000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-MEM5D2-223-1-mx-bin669	latest	Contig	Major	Full	2024-04-20	JJ-MEM5D2-223-1-mx-bin669	Biology Centre CAS	GCA_943372175.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/372/175/GCF_943372175.1_JJ-MEM5D2-223-1-mx-bin669	derived from metagenome	na	na	haploid	bacteria	2457850	2457850	52.500000	0	20	20	NCBI RefSeq	GCF_943372175.1-RS_2024_04_24	2024-04-24	2546	2466	48	na
GCF_943372525.1	PRJNA224116	SAMEA14447353	CALRYZ000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-MIK16A5-260-1-mx-bin673	latest	Contig	Major	Full	2024-04-20	JJ-MIK16A5-260-1-mx-bin673	Biology Centre CAS	GCA_943372525.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/372/525/GCF_943372525.1_JJ-MIK16A5-260-1-mx-bin673	derived from metagenome	na	na	haploid	bacteria	2337552	2337552	51.500000	0	13	13	NCBI RefSeq	GCF_943372525.1-RS_2024_04_24	2024-04-24	2478	2404	48	na
GCF_943372635.1	PRJNA224116	SAMEA14447343	CALRZH000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-MI52-106-1-mx-bin670	latest	Contig	Major	Full	2024-04-20	JJ-MI52-106-1-mx-bin670	Biology Centre CAS	GCA_943372635.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/372/635/GCF_943372635.1_JJ-MI52-106-1-mx-bin670	derived from metagenome	na	na	haploid	bacteria	2219510	2219510	52.000000	0	13	13	NCBI RefSeq	GCF_943372635.1-RS_2024_04_24	2024-04-24	2378	2314	48	na
GCF_943372695.1	PRJNA224116	SAMEA14447312	CALRZL000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-ME644-99-1-mx-bin661	latest	Contig	Major	Full	2024-04-20	JJ-ME644-99-1-mx-bin661	Biology Centre CAS	GCA_943372695.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/372/695/GCF_943372695.1_JJ-ME644-99-1-mx-bin661	derived from metagenome	na	na	haploid	bacteria	2231288	2231288	52.000000	0	18	18	NCBI RefSeq	GCF_943372695.1-RS_2024_04_24	2024-04-24	2395	2321	48	na
GCF_943372735.1	PRJNA224116	SAMEA14447398	CALRZU000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-MO750-102-1-mx-bin697	latest	Contig	Major	Full	2024-04-20	JJ-MO750-102-1-mx-bin697	Biology Centre CAS	GCA_943372735.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/372/735/GCF_943372735.1_JJ-MO750-102-1-mx-bin697	derived from metagenome	na	na	haploid	bacteria	2415909	2415909	51.500000	0	10	10	NCBI RefSeq	GCF_943372735.1-RS_2024_04_24	2024-04-24	2577	2508	48	na
GCF_943372785.1	PRJNA224116	SAMEA14447399	CALRZW000000000.1	na	368503	368503	Synechococcus sp. UW140	na	JJ-MO761-104-1-mx-bin698	latest	Contig	Major	Full	2024-04-20	JJ-MO761-104-1-mx-bin698	Biology Centre CAS	GCA_943372785.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/943/372/785/GCF_943372785.1_JJ-MO761-104-1-mx-bin698	derived from metagenome	na	na	haploid	bacteria	2348542	2348542	51.500000	0	20	20	NCBI RefSeq	GCF_943372785.1-RS_2024_04_24	2024-04-24	2504	2437	48	na
GCF_945862395.1	PRJNA224116	SAMEA110379734	CAMAXM000000000.1	na	368503	368503	Synechococcus sp. UW140	na	MH-08apr19-240	latest	Contig	Major	Full	2022-09-09	MH-08apr19-240	BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO	GCA_945862395.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/945/862/395/GCF_945862395.1_MH-08apr19-240	derived from metagenome	na	na	haploid	bacteria	1804954	1804954	50.000000	0	75	75	NCBI RefSeq	GCF_945862395.1-RS_2024_07_17	2024-07-17	2049	1961	44	na
GCF_945878345.1	PRJNA224116	SAMEA110379984	CAMDUZ000000000.1	na	368503	368503	Synechococcus sp. UW140	na	MiH-16apr19-379	latest	Contig	Major	Full	2022-09-10	MiH-16apr19-379	BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO	GCA_945878345.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/945/878/345/GCF_945878345.1_MiH-16apr19-379	derived from metagenome	na	na	haploid	bacteria	2108862	2108862	50.000000	0	152	152	NCBI RefSeq	GCF_945878345.1-RS_2024_07_17	2024-07-17	2341	2240	34	na
GCF_945903815.1	PRJNA224116	SAMEA110380437	CAMDPH000000000.1	na	368503	368503	Synechococcus sp. UW140	na	TrE-03may19-172	latest	Contig	Major	Full	2022-09-10	TrE-03may19-172	BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO	GCA_945903815.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/945/903/815/GCF_945903815.1_TrE-03may19-172	derived from metagenome	na	na	haploid	bacteria	1757283	1757283	50.000000	0	140	140	NCBI RefSeq	GCF_945903815.1-RS_2024_07_15	2024-07-15	2006	1920	36	na
GCF_945905385.1	PRJNA224116	SAMEA110380599	CAMDPS000000000.1	na	368503	368503	Synechococcus sp. UW140	na	ZE-13nov19-350	latest	Contig	Major	Full	2022-09-10	ZE-13nov19-350	BIOLOGY CENTRE ASCR, V.V.I., INSTITUTE OF HYDROBIO	GCA_945905385.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/945/905/385/GCF_945905385.1_ZE-13nov19-350	derived from metagenome	na	na	haploid	bacteria	1818033	1818033	52.500000	0	118	118	NCBI RefSeq	GCF_945905385.1-RS_2024_04_29	2024-04-29	2040	1951	39	na
GCF_963876085.1	PRJNA224116	SAMEA115017549	CAWNNO000000000.1	na	2042059	2042059	Synechococcus sp. BDU 130192	na	ena-yuan-GCF_002721235.1	latest	Scaffold	Major	Full	2024-03-03	ena-yuan-GCF_002721235.1	Nanjing Agriculture University	GCA_963876085.1	identical	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/963/876/085/GCF_963876085.1_ena-yuan-GCF_002721235.1	na	na	na	haploid	bacteria	3257113	3256962	49.500000	0	62	65	NCBI RefSeq	GCF_963876085.1-RS_2025_09_13	2025-09-13	3163	3072	51	na
