Orthogroup	Pran	Prbi
OG0001846	Pran.g_00649	Prbi.g_01674
OG0001847	Pran.g_00617	Prbi.g_01700
OG0001848	Pran.g_00099	Prbi.g_01730
OG0001861	Pran.g_00113	Prbi.g_01157
OG0001863	Pran.g_00104	Prbi.g_01167
OG0001864	Pran.g_00943	Prbi.g_01312
OG0001865	Pran.g_01761	Prbi.g_01316
OG0001870	Pran.g_01732	Prbi.g_01315
OG0001871	Pran.g_01272	Prbi.g_01307
OG0001907	Pran.g_01766	Prbi.g_01305
OG0001909	Pran.g_01429	Prbi.g_01731
OG0001911	Pran.g_01770, Pran.g_00933, Pran.g_00906	Prbi.g_00809
OG0001950	Pran.g_00132	Prbi.g_01139
OG0001953	Pran.g_00370	Prbi.g_00069
OG0001956	Pran.g_01422	Prbi.g_00786
OG0001985	Pran.g_01788	Prbi.g_01313
OG0001990	Pran.g_01814	Prbi.g_00405
OG0001992	Pran.g_01271	Prbi.g_01752
OG0001993	Pran.g_00764	Prbi.g_00738
OG0002026	Pran.g_01475	Prbi.g_01887
OG0002122	Pran.g_01388, Pran.g_00941	Prbi.g_01322
OG0002134	Pran.g_00771	Prbi.g_00737
OG0002178	Pran.g_01765	Prbi.g_01722
OG0002179	Pran.g_00528	Prbi.g_01733
OG0002181	Pran.g_01781	Prbi.g_00429
OG0002185	Pran.g_01380	Prbi.g_01534
OG0002186	Pran.g_01284	Prbi.g_00906
OG0002188	Pran.g_00915	Prbi.g_01544
OG0002247	Pran.g_01791	Prbi.g_00770
OG0002251	Pran.g_00816	Prbi.g_01494
OG0002252	Pran.g_00772	Prbi.g_01484, Prbi.g_00740
OG0002347	Pran.g_00774	Prbi.g_01488
OG0002529	Pran.g_01179	Prbi.g_01280
OG0003058	Pran.g_01786	Prbi.g_01755
OG0003069	Pran.g_00584	Prbi.g_01747
OG0003403	Pran.g_00773	Prbi.g_00741
OG0003404	Pran.g_00765	Prbi.g_01527
OG0003551	Pran.g_00858	Prbi.g_00154
OG0004274	Pran.g_01708	Prbi.g_00473
