Orthogroup	Prbi	Prar
OG0001839	Prbi.g_01354	Prar.g_00989
OG0001840	Prbi.g_01358	Prar.g_00981
OG0001849	Prbi.g_01171	Prar.g_01299
OG0001856	Prbi.g_00282	Prar.g_00329
OG0001860	Prbi.g_01158	Prar.g_01312
OG0001868	Prbi.g_01307	Prar.g_01178
OG0001871	Prbi.g_01308	Prar.g_01177
OG0001874	Prbi.g_00713	Prar.g_00456
OG0001901	Prbi.g_00297	Prar.g_00314
OG0001911	Prbi.g_00154	Prar.g_00391
OG0001947	Prbi.g_01735	Prar.g_00717
OG0001951	Prbi.g_00786	Prar.g_01632
OG0001963	Prbi.g_00064, Prbi.g_01882	Prar.g_00561
OG0001979	Prbi.g_00385	Prar.g_00421
OG0001981	Prbi.g_01313	Prar.g_01162
OG0001986	Prbi.g_00405	Prar.g_00442
OG0002023	Prbi.g_01470	Prar.g_00859
OG0002073	Prbi.g_01879, Prbi.g_00712, Prbi.g_00164	Prar.g_01085
OG0002109	Prbi.g_00837	Prar.g_01674
OG0002127	Prbi.g_00793	Prar.g_01639
OG0002139	Prbi.g_00163, Prbi.g_00717, Prbi.g_01880	Prar.g_01080
OG0002175	Prbi.g_00906	Prar.g_01743
OG0002177	Prbi.g_01468	Prar.g_00878
OG0002241	Prbi.g_01418	Prar.g_00936
OG0002256	Prbi.g_01414, Prbi.g_00040	Prar.g_01076
OG0002515	Prbi.g_01878	Prar.g_00558
OG0002987	Prbi.g_01884	Prar.g_01071
OG0003133	Prbi.g_00720	Prar.g_01073
OG0003488	Prbi.g_00039, Prbi.g_01415	Prar.g_01075
