Orthogroup	Prbj	Syad
OG0001999	Prbj.g_00462	Syad.g_02484
OG0002000	Prbj.g_02107	Syad.g_00951
OG0002001	Prbj.g_00302	Syad.g_02753
OG0002002	Prbj.g_02160	Syad.g_01452
OG0002004	Prbj.g_00922	Syad.g_02760
OG0002006	Prbj.g_01854	Syad.g_01259
OG0002007	Prbj.g_01855	Syad.g_01258
OG0002008	Prbj.g_02228	Syad.g_01700
OG0002009	Prbj.g_02375	Syad.g_01933
OG0002010	Prbj.g_00644	Syad.g_02309
OG0002012	Prbj.g_01899, Prbj.g_00381	Syad.g_01387
OG0002014	Prbj.g_01474	Syad.g_00442
OG0002015	Prbj.g_01478	Syad.g_00443
OG0002016	Prbj.g_00253	Syad.g_02973
OG0002017	Prbj.g_02010	Syad.g_00070
OG0002035	Prbj.g_00735	Syad.g_01564
OG0002037	Prbj.g_01632	Syad.g_00902
OG0002038	Prbj.g_00840	Syad.g_01161
OG0002039	Prbj.g_00827	Syad.g_01176
OG0002040	Prbj.g_00303	Syad.g_01177
OG0002041	Prbj.g_02246	Syad.g_01718
OG0002042	Prbj.g_02262	Syad.g_01743
OG0002043	Prbj.g_02307	Syad.g_01657
OG0002044	Prbj.g_02472	Syad.g_01245
OG0002045	Prbj.g_00135	Syad.g_02362
OG0002046	Prbj.g_00138	Syad.g_02366
OG0002048	Prbj.g_00369	Syad.g_00714
OG0002050	Prbj.g_01387	Syad.g_00540
OG0002051	Prbj.g_00508	Syad.g_02914
OG0002053	Prbj.g_01989	Syad.g_00027
OG0002092	Prbj.g_02378, Prbj.g_01715	Syad.g_02549
OG0002113	Prbj.g_01206	Syad.g_00200
OG0002114	Prbj.g_00440	Syad.g_02262
OG0002115	Prbj.g_00866	Syad.g_02615
OG0002117	Prbj.g_00833	Syad.g_01166
OG0002118	Prbj.g_01902	Syad.g_01461
OG0002119	Prbj.g_00015	Syad.g_02968
OG0002120	Prbj.g_00674	Syad.g_01994
OG0002121	Prbj.g_01122	Syad.g_02074
OG0002124	Prbj.g_02494	Syad.g_01203
OG0002126	Prbj.g_01476	Syad.g_00445
OG0002127	Prbj.g_00548	Syad.g_02866
OG0002128	Prbj.g_01993	Syad.g_01530
OG0002130	Prbj.g_01726	Syad.g_02403
OG0002154	Prbj.g_01528	Syad.g_02869
OG0002159	Prbj.g_01811	Syad.g_00337
OG0002160	Prbj.g_00189	Syad.g_01375
OG0002162	Prbj.g_01804	Syad.g_01045
OG0002166	Prbj.g_00930	Syad.g_01369
OG0002167	Prbj.g_00915	Syad.g_01426
OG0002168	Prbj.g_01852	Syad.g_01273
OG0002171	Prbj.g_01472	Syad.g_00448
OG0002172	Prbj.g_00257	Syad.g_02977
OG0002173	Prbj.g_00239	Syad.g_02966
OG0002233	Prbj.g_00903	Syad.g_01832
OG0002234	Prbj.g_02176	Syad.g_02094
OG0002236	Prbj.g_02510	Syad.g_00629
OG0002238	Prbj.g_00796	Syad.g_01554
OG0002241	Prbj.g_00139	Syad.g_02367
OG0002242	Prbj.g_01473	Syad.g_00447
OG0002243	Prbj.g_01937	Syad.g_03017
OG0002277	Prbj.g_01240	Syad.g_00241
OG0002279	Prbj.g_00622	Syad.g_02803
OG0002280	Prbj.g_02116	Syad.g_00959
OG0002281	Prbj.g_01799	Syad.g_01051
OG0002288	Prbj.g_01065	Syad.g_02281
OG0002289	Prbj.g_00141	Syad.g_02369
OG0002290	Prbj.g_00173	Syad.g_01505
OG0002328	Prbj.g_00602	Syad.g_02783
OG0002331	Prbj.g_00761	Syad.g_01834
OG0002332	Prbj.g_00795	Syad.g_01553
OG0002333	Prbj.g_00797	Syad.g_01555
OG0002334	Prbj.g_01048	Syad.g_02268
OG0002335	Prbj.g_01066	Syad.g_02282
OG0002336	Prbj.g_00126	Syad.g_02350
OG0002338	Prbj.g_01479	Syad.g_00441
OG0002339	Prbj.g_01491	Syad.g_00429
OG0002350	Prbj.g_00350	Syad.g_00753
OG0002386	Prbj.g_02706	Syad.g_02111, Syad.g_02112
OG0002388	Prbj.g_00145	Syad.g_02384, Syad.g_02375, Syad.g_00856
OG0002390	Prbj.g_01150	Syad.g_02932
OG0002391	Prbj.g_00197	Syad.g_02835
OG0002394	Prbj.g_01929	Syad.g_03015
OG0002397	Prbj.g_00203	Syad.g_02009
OG0002429	Prbj.g_00595	Syad.g_02776
OG0002432	Prbj.g_01932	Syad.g_03007
OG0002435	Prbj.g_00952	Syad.g_02458
OG0002446	Prbj.g_00124	Syad.g_02698
OG0002448	Prbj.g_01496, Prbj.g_01495	Syad.g_02534
OG0002450	Prbj.g_02061	Syad.g_00149
OG0002461	Prbj.g_01895	Syad.g_01414
OG0002492	Prbj.g_01930	Syad.g_03013
OG0002571	Prbj.g_02520	Syad.g_01237, Syad.g_00990
OG0002574	Prbj.g_00144	Syad.g_02374
OG0002575	Prbj.g_00146	Syad.g_02376
OG0002576	Prbj.g_00147	Syad.g_02377
OG0002579	Prbj.g_00550	Syad.g_02870
OG0002632	Prbj.g_01931	Syad.g_03014
OG0002635	Prbj.g_00963	Syad.g_01128
OG0002639	Prbj.g_00950	Syad.g_02926
OG0002710	Prbj.g_00898	Syad.g_01946
OG0002715	Prbj.g_00114	Syad.g_02261
OG0002716	Prbj.g_01348	Syad.g_00570
OG0002717	Prbj.g_00236	Syad.g_02963
OG0002718	Prbj.g_02064	Syad.g_02264
OG0002733	Prbj.g_00555	Syad.g_02712
OG0002796	Prbj.g_00182	Syad.g_01380
OG0002842	Prbj.g_01935	Syad.g_03009
OG0002845	Prbj.g_01817	Syad.g_01934
OG0002846	Prbj.g_01828	Syad.g_02532, Syad.g_02533
OG0002905	Prbj.g_01271	Syad.g_00299
OG0002911	Prbj.g_02149, Prbj.g_01246	Syad.g_00235
OG0002912	Prbj.g_02524	Syad.g_02941
OG0002941	Prbj.g_00787	Syad.g_02713, Syad.g_01937
OG0003048	Prbj.g_00224	Syad.g_01930
OG0003093	Prbj.g_00556	Syad.g_02711, Syad.g_00385
OG0003097	Prbj.g_01272	Syad.g_00254
OG0003099	Prbj.g_01586	Syad.g_00329, Syad.g_00330, Syad.g_00248
OG0003182	Prbj.g_01242	Syad.g_00242
OG0003193	Prbj.g_02683	Syad.g_00035
OG0003200	Prbj.g_00658	Syad.g_02073
OG0003209	Prbj.g_01378	Syad.g_02720
OG0003210	Prbj.g_01377	Syad.g_02719
OG0003211	Prbj.g_01376	Syad.g_02718
OG0003212	Prbj.g_01375	Syad.g_02717
OG0003383	Prbj.g_00723	Syad.g_01395
OG0003508	Prbj.g_02015	Syad.g_01924
OG0003830	Prbj.g_01933	Syad.g_03008
OG0004292	Prbj.g_02014	Syad.g_01925
