Orthogroup	Prbj	Syan
OG0002160	Prbj.g_00189	Syan.g_01474
OG0002166	Prbj.g_00930	Syan.g_02512, Syan.g_02676
OG0002167	Prbj.g_00915	Syan.g_02931
OG0002168	Prbj.g_01852	Syan.g_03109
OG0002169	Prbj.g_00061	Syan.g_02313
OG0002170	Prbj.g_00344	Syan.g_02148
OG0002172	Prbj.g_00257	Syan.g_01517
OG0002173	Prbj.g_00239	Syan.g_03104
OG0002174	Prbj.g_02011	Syan.g_01153
OG0002229	Prbj.g_01261	Syan.g_01871
OG0002231	Prbj.g_00916	Syan.g_00837
OG0002235	Prbj.g_02390	Syan.g_00710
OG0002239	Prbj.g_00664	Syan.g_01177
OG0002241	Prbj.g_00139	Syan.g_02871
OG0002243	Prbj.g_01937	Syan.g_01545
OG0002277	Prbj.g_01240	Syan.g_01707
OG0002280	Prbj.g_02116	Syan.g_01185
OG0002281	Prbj.g_01799	Syan.g_00885
OG0002285	Prbj.g_02295	Syan.g_00499
OG0002286	Prbj.g_01923	Syan.g_02249
OG0002288	Prbj.g_01065	Syan.g_00211
OG0002289	Prbj.g_00141	Syan.g_02873
OG0002290	Prbj.g_00173	Syan.g_00113
OG0002291	Prbj.g_01140	Syan.g_03057
OG0002292	Prbj.g_01156	Syan.g_03073
OG0002328	Prbj.g_00602	Syan.g_02961
OG0002330	Prbj.g_00748	Syan.g_00288
OG0002339	Prbj.g_01491	Syan.g_02261
OG0002343	Prbj.g_01344	Syan.g_02093
OG0002382	Prbj.g_01621	Syan.g_02755
OG0002385	Prbj.g_01925	Syan.g_02248
OG0002386	Prbj.g_02706	Syan.g_00790
OG0002391	Prbj.g_00197	Syan.g_02293
OG0002430	Prbj.g_02121	Syan.g_01277
OG0002431	Prbj.g_02120	Syan.g_01278
OG0002440	Prbj.g_02211	Syan.g_00038
OG0002447	Prbj.g_00140	Syan.g_02872
OG0002449	Prbj.g_02037	Syan.g_01657
OG0002494	Prbj.g_01681	Syan.g_00953
OG0002495	Prbj.g_00728	Syan.g_00177
OG0002498	Prbj.g_01816, Prbj.g_01319	Syan.g_00261
OG0002566	Prbj.g_00474	Syan.g_00976
OG0002568	Prbj.g_01773	Syan.g_01735
OG0002571	Prbj.g_02520	Syan.g_01152
OG0002572	Prbj.g_02543	Syan.g_00204
OG0002577	Prbj.g_00115	Syan.g_00998
OG0002593	Prbj.g_02700	Syan.g_02412
OG0002631	Prbj.g_00384	Syan.g_02081, Syan.g_02072
OG0002634	Prbj.g_02611	Syan.g_02427
OG0002635	Prbj.g_00963	Syan.g_00014
OG0002637	Prbj.g_00684	Syan.g_00962
OG0002644	Prbj.g_02582	Syan.g_00807
OG0002645	Prbj.g_02583	Syan.g_00806
OG0002647	Prbj.g_01941	Syan.g_01546
OG0002667	Prbj.g_00727	Syan.g_02838
OG0002668	Prbj.g_01433	Syan.g_00828
OG0002705	Prbj.g_02363	Syan.g_02786
OG0002712	Prbj.g_02584	Syan.g_00805
OG0002713	Prbj.g_02588	Syan.g_00804
OG0002720	Prbj.g_02386	Syan.g_01035, Syan.g_00725
OG0002795	Prbj.g_01258	Syan.g_01841
OG0002799	Prbj.g_02629	Syan.g_00112
OG0002800	Prbj.g_00675	Syan.g_00414
OG0002801	Prbj.g_02688	Syan.g_00311
OG0002905	Prbj.g_01271	Syan.g_01855
OG0002906	Prbj.g_02628	Syan.g_02682
OG0002913	Prbj.g_01987	Syan.g_00068
OG0002914	Prbj.g_01988	Syan.g_00053
OG0003056	Prbj.g_00206	Syan.g_01410
OG0003057	Prbj.g_00205	Syan.g_01409
OG0003058	Prbj.g_00204	Syan.g_01408
OG0003089	Prbj.g_00382	Syan.g_02170
OG0003090	Prbj.g_00081	Syan.g_01956, Syan.g_01960
OG0003097	Prbj.g_01272	Syan.g_01802
OG0003188	Prbj.g_00961	Syan.g_02476
OG0003213	Prbj.g_01144	Syan.g_03061
OG0003253	Prbj.g_01481	Syan.g_01963
OG0003717	Prbj.g_01109	Syan.g_01052
OG0003827	Prbj.g_01266	Syan.g_01946
