Orthogroup	Prbj	Syah
OG0002121	Prbj.g_01122	Syah.g_01460
OG0002124	Prbj.g_02494	Syah.g_02108
OG0002126	Prbj.g_01476	Syah.g_00160
OG0002127	Prbj.g_00548	Syah.g_00042
OG0002128	Prbj.g_01993	Syah.g_01440
OG0002162	Prbj.g_01804	Syah.g_01121
OG0002169	Prbj.g_00061	Syah.g_00884
OG0002170	Prbj.g_00344	Syah.g_00854
OG0002171	Prbj.g_01472	Syah.g_00156
OG0002172	Prbj.g_00257	Syah.g_00548
OG0002233	Prbj.g_00903	Syah.g_01739
OG0002234	Prbj.g_02176	Syah.g_01883
OG0002235	Prbj.g_02390	Syah.g_01796
OG0002236	Prbj.g_02510	Syah.g_00727
OG0002237	Prbj.g_02567	Syah.g_01942
OG0002238	Prbj.g_00796	Syah.g_01472
OG0002239	Prbj.g_00664	Syah.g_01444
OG0002242	Prbj.g_01473	Syah.g_00157
OG0002277	Prbj.g_01240	Syah.g_00296
OG0002279	Prbj.g_00622	Syah.g_02539
OG0002280	Prbj.g_02116	Syah.g_01050
OG0002285	Prbj.g_02295	Syah.g_01593
OG0002291	Prbj.g_01140	Syah.g_00614
OG0002331	Prbj.g_00761	Syah.g_01740
OG0002332	Prbj.g_00795	Syah.g_01471
OG0002333	Prbj.g_00797	Syah.g_01473
OG0002334	Prbj.g_01048	Syah.g_01300
OG0002336	Prbj.g_00126	Syah.g_01223
OG0002337	Prbj.g_01398	Syah.g_00631
OG0002338	Prbj.g_01479	Syah.g_00161
OG0002339	Prbj.g_01491	Syah.g_00176
OG0002340	Prbj.g_00232	Syah.g_00576
OG0002350	Prbj.g_00350	Syah.g_00846
OG0002386	Prbj.g_02706	Syah.g_01893
OG0002429	Prbj.g_00595	Syah.g_02516
OG0002435	Prbj.g_00952	Syah.g_02229
OG0002438	Prbj.g_00917	Syah.g_00487
OG0002448	Prbj.g_01496, Prbj.g_01495	Syah.g_00685
OG0002450	Prbj.g_02061	Syah.g_00385
OG0002461	Prbj.g_01895	Syah.g_01342
OG0002567	Prbj.g_02122	Syah.g_00929, Syah.g_00952
OG0002630	Prbj.g_02708	Syah.g_00883
OG0002633	Prbj.g_01100	Syah.g_01470
OG0002710	Prbj.g_00898	Syah.g_01336
OG0002715	Prbj.g_00114	Syah.g_01311
OG0002718	Prbj.g_02064	Syah.g_01606
OG0002846	Prbj.g_01828	Syah.g_02056
OG0003050	Prbj.g_00328	Syah.g_01239
OG0003055	Prbj.g_01267	Syah.g_00686, Syah.g_00278
OG0003092	Prbj.g_00391	Syah.g_01241
OG0003096	Prbj.g_01269	Syah.g_00273
OG0003098	Prbj.g_01379	Syah.g_02069
OG0003209	Prbj.g_01378	Syah.g_00958
OG0003210	Prbj.g_01377	Syah.g_00959
OG0003211	Prbj.g_01376	Syah.g_00960
OG0003212	Prbj.g_01375	Syah.g_00961
OG0003250	Prbj.g_00389	Syah.g_02514
OG0003251	Prbj.g_00802	Syah.g_01484
OG0003400	Prbj.g_00196	Syah.g_01198
