Orthogroup	Prbj	Syai
OG0002037	Prbj.g_01632	Syai.g_00636
OG0002038	Prbj.g_00840	Syai.g_02134
OG0002039	Prbj.g_00827	Syai.g_02120
OG0002041	Prbj.g_02246	Syai.g_01467
OG0002042	Prbj.g_02262	Syai.g_01495
OG0002043	Prbj.g_02307	Syai.g_01558
OG0002044	Prbj.g_02472	Syai.g_02039
OG0002045	Prbj.g_00135	Syai.g_00857
OG0002047	Prbj.g_00062	Syai.g_00514
OG0002048	Prbj.g_00369	Syai.g_00426
OG0002050	Prbj.g_01387	Syai.g_00278
OG0002051	Prbj.g_00508	Syai.g_02645
OG0002053	Prbj.g_01989	Syai.g_02804
OG0002063	Prbj.g_00784	Syai.g_01856, Syai.g_01833
OG0002111	Prbj.g_02696	Syai.g_01901, Syai.g_01912, Syai.g_00576
OG0002113	Prbj.g_01206	Syai.g_00040
OG0002114	Prbj.g_00440	Syai.g_00979, Syai.g_00968
OG0002115	Prbj.g_00866	Syai.g_02368
OG0002117	Prbj.g_00833	Syai.g_02128
OG0002118	Prbj.g_01902	Syai.g_01941, Syai.g_01784
OG0002119	Prbj.g_00015	Syai.g_02691
OG0002120	Prbj.g_00674	Syai.g_01602
OG0002121	Prbj.g_01122	Syai.g_01194
OG0002124	Prbj.g_02494	Syai.g_02078
OG0002126	Prbj.g_01476	Syai.g_00147, Syai.g_00187
OG0002127	Prbj.g_00548	Syai.g_02601
OG0002128	Prbj.g_01993	Syai.g_01741
OG0002130	Prbj.g_01726	Syai.g_02177
OG0002154	Prbj.g_01528	Syai.g_02598
OG0002160	Prbj.g_00189	Syai.g_01950
OG0002162	Prbj.g_01804	Syai.g_00763
OG0002167	Prbj.g_00915	Syai.g_00715
OG0002168	Prbj.g_01852	Syai.g_02023
OG0002169	Prbj.g_00061	Syai.g_00513
OG0002170	Prbj.g_00344	Syai.g_00482
OG0002171	Prbj.g_01472	Syai.g_00145, Syai.g_00191
OG0002174	Prbj.g_02011	Syai.g_02833
OG0002175	Prbj.g_01924	Syai.g_02738
OG0002233	Prbj.g_00903	Syai.g_01382
OG0002234	Prbj.g_02176	Syai.g_01156
OG0002236	Prbj.g_02510	Syai.g_01715
OG0002237	Prbj.g_02567	Syai.g_01097
OG0002239	Prbj.g_00664	Syai.g_01737
OG0002242	Prbj.g_01473	Syai.g_00190
OG0002243	Prbj.g_01937	Syai.g_02752
OG0002281	Prbj.g_01799	Syai.g_00770, Syai.g_00769
OG0002285	Prbj.g_02295	Syai.g_01546
OG0002286	Prbj.g_01923	Syai.g_02737
OG0002291	Prbj.g_01140	Syai.g_02653
OG0002328	Prbj.g_00602	Syai.g_02526
OG0002330	Prbj.g_00748	Syai.g_01735
OG0002331	Prbj.g_00761	Syai.g_01381
OG0002334	Prbj.g_01048	Syai.g_00962
OG0002336	Prbj.g_00126	Syai.g_00867
OG0002337	Prbj.g_01398	Syai.g_00266
OG0002338	Prbj.g_01479	Syai.g_00181
OG0002339	Prbj.g_01491	Syai.g_00171
OG0002341	Prbj.g_01927	Syai.g_02754
OG0002343	Prbj.g_01344	Syai.g_00308
OG0002350	Prbj.g_00350	Syai.g_00461
OG0002385	Prbj.g_01925	Syai.g_02739
OG0002429	Prbj.g_00595	Syai.g_02515
OG0002435	Prbj.g_00952	Syai.g_02221
OG0002436	Prbj.g_00708	Syai.g_00606
OG0002438	Prbj.g_00917	Syai.g_01375, Syai.g_01376
OG0002448	Prbj.g_01496, Prbj.g_01495	Syai.g_00168
OG0002461	Prbj.g_01895	Syai.g_01642
OG0002579	Prbj.g_00550	Syai.g_02599
OG0002653	Prbj.g_01922	Syai.g_02736, Syai.g_02735
OG0002667	Prbj.g_00727	Syai.g_01161
OG0002715	Prbj.g_00114	Syai.g_00969
OG0002718	Prbj.g_02064	Syai.g_00967
OG0003093	Prbj.g_00556	Syai.g_02461
OG0003388	Prbj.g_00775	Syai.g_02454
OG0003389	Prbj.g_00776	Syai.g_02455
OG0003394	Prbj.g_02376	Syai.g_02447
OG0003829	Prbj.g_01659	Syai.g_01854, Syai.g_01870
