Orthogroup	Prbj	Syat
OG0002565	Prbj.g_00193	Syat.g_03291
OG0002566	Prbj.g_00474	Syat.g_02065
OG0002571	Prbj.g_02520	Syat.g_00772
OG0002572	Prbj.g_02543	Syat.g_01014
OG0002573	Prbj.g_01060	Syat.g_01361
OG0002577	Prbj.g_00115	Syat.g_00329
OG0002580	Prbj.g_02018	Syat.g_02514
OG0002582	Prbj.g_01274	Syat.g_02247
OG0002593	Prbj.g_02700	Syat.g_02985
OG0002628	Prbj.g_01520	Syat.g_02210
OG0002632	Prbj.g_01931	Syat.g_02708
OG0002634	Prbj.g_02611	Syat.g_01446
OG0002635	Prbj.g_00963	Syat.g_01320
OG0002638	Prbj.g_01091	Syat.g_00797
OG0002643	Prbj.g_02456	Syat.g_00854
OG0002644	Prbj.g_02582	Syat.g_01973
OG0002668	Prbj.g_01433	Syat.g_01359
OG0002711	Prbj.g_02541	Syat.g_02382
OG0002714	Prbj.g_02705	Syat.g_00334
OG0002717	Prbj.g_00236	Syat.g_02006
OG0002733	Prbj.g_00555	Syat.g_03323
OG0002797	Prbj.g_00853	Syat.g_03135
OG0002799	Prbj.g_02629	Syat.g_00942
OG0002800	Prbj.g_00675	Syat.g_02220
OG0002801	Prbj.g_02688	Syat.g_00793
OG0002837	Prbj.g_01603	Syat.g_00283
OG0002842	Prbj.g_01935	Syat.g_02705
OG0002844	Prbj.g_01259	Syat.g_01204
OG0002845	Prbj.g_01817	Syat.g_01311
OG0002906	Prbj.g_02628	Syat.g_01045
OG0002913	Prbj.g_01987	Syat.g_01036
OG0002914	Prbj.g_01988	Syat.g_01976
OG0003036	Prbj.g_01815	Syat.g_00979
OG0003037	Prbj.g_00629	Syat.g_01581
OG0003040	Prbj.g_01747	Syat.g_03069
OG0003044	Prbj.g_00217	Syat.g_00754
OG0003053	Prbj.g_01463	Syat.g_01495
OG0003055	Prbj.g_01267	Syat.g_03057
OG0003056	Prbj.g_00206	Syat.g_03134
OG0003057	Prbj.g_00205	Syat.g_03133
OG0003058	Prbj.g_00204	Syat.g_03132
OG0003065	Prbj.g_00712	Syat.g_01502
OG0003094	Prbj.g_01063	Syat.g_01364
OG0003099	Prbj.g_01586	Syat.g_02094
OG0003186	Prbj.g_02124	Syat.g_01505
OG0003190	Prbj.g_00692	Syat.g_02370
OG0003195	Prbj.g_00926	Syat.g_00876
OG0003196	Prbj.g_00909	Syat.g_00193
OG0003201	Prbj.g_00154	Syat.g_02536
OG0003400	Prbj.g_00196	Syat.g_00289
OG0003401	Prbj.g_00195	Syat.g_00257, Syat.g_00288
OG0003503	Prbj.g_00786	Syat.g_01699, Syat.g_00765
OG0003504	Prbj.g_00924	Syat.g_00336
OG0003777	Prbj.g_00198	Syat.g_00261
OG0003826	Prbj.g_00925	Syat.g_00877
