Orthogroup	Prbj	Syas
OG0002572	Prbj.g_02543	Syas.g_00156
OG0002573	Prbj.g_01060	Syas.g_00083
OG0002593	Prbj.g_02700	Syas.g_01437
OG0002634	Prbj.g_02611	Syas.g_02558
OG0002635	Prbj.g_00963	Syas.g_00117
OG0002637	Prbj.g_00684	Syas.g_00895
OG0002638	Prbj.g_01091	Syas.g_00953
OG0002643	Prbj.g_02456	Syas.g_00924
OG0002648	Prbj.g_01947	Syas.g_00058
OG0002649	Prbj.g_01948	Syas.g_00057
OG0002650	Prbj.g_01949	Syas.g_00056
OG0002667	Prbj.g_00727	Syas.g_01855
OG0002668	Prbj.g_01433	Syas.g_00079, Syas.g_01447
OG0002710	Prbj.g_00898	Syas.g_02300
OG0002711	Prbj.g_02541	Syas.g_01097
OG0002714	Prbj.g_02705	Syas.g_00925
OG0002720	Prbj.g_02386	Syas.g_00630
OG0002799	Prbj.g_02629	Syas.g_00370
OG0002800	Prbj.g_00675	Syas.g_00131
OG0002801	Prbj.g_02688	Syas.g_00987
OG0002845	Prbj.g_01817	Syas.g_02450
OG0002906	Prbj.g_02628	Syas.g_00115
OG0002913	Prbj.g_01987	Syas.g_01714
OG0002914	Prbj.g_01988	Syas.g_02757
OG0002942	Prbj.g_00975, Prbj.g_01824, Prbj.g_00976	Syas.g_01020
OG0003036	Prbj.g_01815	Syas.g_00483
OG0003037	Prbj.g_00629	Syas.g_00521
OG0003040	Prbj.g_01747	Syas.g_02754
OG0003090	Prbj.g_00081	Syas.g_02619
OG0003094	Prbj.g_01063	Syas.g_00075, Syas.g_02542
OG0003504	Prbj.g_00924	Syas.g_00938
