Orthogroup	Syah	Syat
OG0002387	Syah.g_00196	Syat.g_02117
OG0002399	Syah.g_00946	Syat.g_02487, Syat.g_01259
OG0002401	Syah.g_02146	Syat.g_00630
OG0002402	Syah.g_02059	Syat.g_00791
OG0002403	Syah.g_01405	Syat.g_00821
OG0002404	Syah.g_01716	Syat.g_01875
OG0002429	Syah.g_02516	Syat.g_01538
OG0002463	Syah.g_01238	Syat.g_00337
OG0002464	Syah.g_01056	Syat.g_01484
OG0002469	Syah.g_01401	Syat.g_00908
OG0002525	Syah.g_01537	Syat.g_02650
OG0002527	Syah.g_01874	Syat.g_00835
OG0002528	Syah.g_01876	Syat.g_00833
OG0002543	Syah.g_00492	Syat.g_02676
OG0002578	Syah.g_01290	Syat.g_02842
OG0002589	Syah.g_01482	Syat.g_01757, Syat.g_01691
OG0002596	Syah.g_02460	Syat.g_00220
OG0002601	Syah.g_01875	Syat.g_00834
OG0002602	Syah.g_01905	Syat.g_02441
OG0002678	Syah.g_00917	Syat.g_00688
OG0002680	Syah.g_02452	Syat.g_00692
OG0002732	Syah.g_01457	Syat.g_02744
OG0002753	Syah.g_00682	Syat.g_03391
OG0002853	Syah.g_01742	Syat.g_00136
OG0002872	Syah.g_00603	Syat.g_02825
OG0002931	Syah.g_01483	Syat.g_01692
OG0002932	Syah.g_01458	Syat.g_02745
OG0002933	Syah.g_01459	Syat.g_02746
OG0002982	Syah.g_02202	Syat.g_01155
OG0002985	Syah.g_02466	Syat.g_01432
OG0003045	Syah.g_02052	Syat.g_01541
OG0003055	Syah.g_00686, Syah.g_00278	Syat.g_03057
OG0003145	Syah.g_01468	Syat.g_02601
OG0003257	Syah.g_00229	Syat.g_02248
OG0003310	Syah.g_01469	Syat.g_02602
OG0003339	Syah.g_00228	Syat.g_00333, Syat.g_02249
OG0003400	Syah.g_01198	Syat.g_00289
OG0003556	Syah.g_01446	Syat.g_02575, Syat.g_02585
OG0003860	Syah.g_02184	Syat.g_00847
OG0003897	Syah.g_00728	Syat.g_00773
