Orthogroup	Prah	Syak
OG0002242	Prah.g_02201	Syak.g_01535
OG0002243	Prah.g_02472	Syak.g_01961
OG0002245	Prah.g_00210	Syak.g_01208
OG0002277	Prah.g_00075	Syak.g_01720
OG0002279	Prah.g_01899	Syak.g_02190
OG0002280	Prah.g_01511	Syak.g_02630
OG0002281	Prah.g_01437	Syak.g_02701
OG0002289	Prah.g_00301	Syak.g_01137
OG0002292	Prah.g_02351	Syak.g_02069
OG0002328	Prah.g_01879	Syak.g_02208
OG0002330	Prah.g_01018	Syak.g_00716
OG0002331	Prah.g_01030	Syak.g_00967
OG0002332	Prah.g_00470	Syak.g_00284
OG0002333	Prah.g_00468	Syak.g_00286
OG0002334	Prah.g_00416	Syak.g_01032
OG0002336	Prah.g_00315	Syak.g_01115
OG0002337	Prah.g_02127	Syak.g_01452
OG0002338	Prah.g_02206	Syak.g_01544
OG0002339	Prah.g_02222	Syak.g_01553
OG0002341	Prah.g_02474	Syak.g_01957
OG0002343	Prah.g_02081	Syak.g_01408
OG0002382	Prah.g_01557	Syak.g_02583
OG0002430	Prah.g_01507	Syak.g_02634
OG0002431	Prah.g_01508	Syak.g_02633
OG0002438	Prah.g_00962	Syak.g_01923
OG0002440	Prah.g_00854	Syak.g_00647
OG0002443	Prah.g_00488	Syak.g_02039
OG0002444	Prah.g_00405	Syak.g_01010
OG0002446	Prah.g_00344, Prah.g_00993, Prah.g_00318	Syak.g_01105
OG0002449	Prah.g_02569	Syak.g_01835
OG0002452	Prah.g_02567	Syak.g_01837
OG0002494	Prah.g_01611	Syak.g_02712
OG0002496	Prah.g_00633	Syak.g_01397
OG0002566	Prah.g_01708	Syak.g_02382
OG0002568	Prah.g_01409	Syak.g_02726
OG0002569	Prah.g_00632	Syak.g_01398
OG0002570	Prah.g_00630	Syak.g_01400
OG0002572	Prah.g_00533	Syak.g_02758
OG0002573	Prah.g_00404	Syak.g_01009
OG0002577	Prah.g_00249	Syak.g_01177
OG0002580	Prah.g_02549	Syak.g_01883
OG0002633	Prah.g_01819	Syak.g_00176
OG0002636	Prah.g_01221	Syak.g_00965
OG0002637	Prah.g_01186	Syak.g_00277
OG0002641	Prah.g_00634	Syak.g_01396
OG0002642	Prah.g_00631	Syak.g_01399
OG0002647	Prah.g_02475	Syak.g_01959
OG0002709	Prah.g_01074	Syak.g_02265, Syak.g_00979, Syak.g_02533
OG0002716	Prah.g_02085	Syak.g_01412
OG0002798	Prah.g_01313	Syak.g_00889
OG0002802	Prah.g_00832	Syak.g_00628
OG0002807	Prah.g_01071	Syak.g_00291
OG0002909	Prah.g_01149	Syak.g_00251
OG0002910	Prah.g_01040	Syak.g_01195
OG0003038	Prah.g_01715	Syak.g_01673
OG0003051	Prah.g_02112	Syak.g_01012
OG0003066	Prah.g_02347	Syak.g_00667
OG0003387	Prah.g_01044	Syak.g_01360
OG0003405	Prah.g_00112	Syak.g_01980
OG0003784	Prah.g_00345	Syak.g_01106
OG0004107	Prah.g_00333	Syak.g_01108
