Orthogroup	Prah	Syan
OG0002645	Prah.g_00491	Syan.g_00806
OG0002647	Prah.g_02475	Syan.g_01546
OG0002705	Prah.g_01153, Prah.g_00716	Syan.g_02786
OG0002712	Prah.g_00490	Syan.g_00805
OG0002713	Prah.g_00487	Syan.g_00804
OG0002720	Prah.g_00695	Syan.g_00725, Syan.g_01035
OG0002800	Prah.g_01195	Syan.g_00414
OG0002906	Prah.g_01204	Syan.g_02682
OG0002913	Prah.g_02520	Syan.g_00068
OG0002914	Prah.g_02521	Syan.g_00053
OG0003063	Prah.g_00122, Prah.g_00090	Syan.g_01834
OG0003066	Prah.g_02347	Syan.g_02796, Syan.g_02004
OG0003188	Prah.g_01333, Prah.g_01332	Syan.g_02476
OG0003213	Prah.g_02337	Syan.g_03061
OG0003214	Prah.g_00334	Syan.g_02073
OG0003216	Prah.g_00114	Syan.g_01872
OG0003393	Prah.g_01136	Syan.g_02247
OG0003407	Prah.g_02328, Prah.g_02329	Syan.g_01824
OG0003786	Prah.g_02327	Syan.g_01830
OG0004115	Prah.g_00123, Prah.g_00124	Syan.g_01835
OG0004136	Prah.g_02330	Syan.g_01829
OG0004137	Prah.g_02331	Syan.g_01828
OG0004598	Prah.g_00437	Syan.g_01046
