Orthogroup	Syag	Prah
OG0002175	Syag.g_01074, Syag.g_02095	Prah.g_02462
OG0002231	Syag.g_01180	Prah.g_00961
OG0002233	Syag.g_00437	Prah.g_00945
OG0002234	Syag.g_00402	Prah.g_00889
OG0002235	Syag.g_00647	Prah.g_00690
OG0002236	Syag.g_00571	Prah.g_00569
OG0002237	Syag.g_00403	Prah.g_00507
OG0002239	Syag.g_01661	Prah.g_00355
OG0002242	Syag.g_02463	Prah.g_02201
OG0002243	Syag.g_02107	Prah.g_02472
OG0002245	Syag.g_00012	Prah.g_00210
OG0002279	Syag.g_01887	Prah.g_01899
OG0002281	Syag.g_00306	Prah.g_01437
OG0002286	Syag.g_02094	Prah.g_02461, Prah.g_02460
OG0002286	Syag.g_01702	Prah.g_01134
OG0002287	Syag.g_02457	Prah.g_02209
OG0002289	Syag.g_01339	Prah.g_00301
OG0002290	Syag.g_02643	Prah.g_00245
OG0002292	Syag.g_02018	Prah.g_02351
OG0002328	Syag.g_01867	Prah.g_01879
OG0002330	Syag.g_00992	Prah.g_01018
OG0002331	Syag.g_00211	Prah.g_01030
OG0002336	Syag.g_01359	Prah.g_00315
OG0002337	Syag.g_02605	Prah.g_02127
OG0002338	Syag.g_02456	Prah.g_02206
OG0002339	Syag.g_02447	Prah.g_02222
OG0002342	Syag.g_02650	Prah.g_01006, Prah.g_00274, Prah.g_00934
OG0002343	Syag.g_02669	Prah.g_02081
OG0002382	Syag.g_01519	Prah.g_01557
OG0002385	Syag.g_02096	Prah.g_02463
OG0002385	Syag.g_01703	Prah.g_01135
OG0002386	Syag.g_00473	Prah.g_00441
OG0002388	Syag.g_01333	Prah.g_00297
OG0002394	Syag.g_02100	Prah.g_02470
OG0002430	Syag.g_01467	Prah.g_01507
OG0002431	Syag.g_01468	Prah.g_01508
OG0002438	Syag.g_02147	Prah.g_00962
OG0002440	Syag.g_00872	Prah.g_00854
OG0002444	Syag.g_01309	Prah.g_00405
OG0002449	Syag.g_02233	Prah.g_02569
OG0002450	Syag.g_02259	Prah.g_02592
OG0002452	Syag.g_02231	Prah.g_02567
OG0002494	Syag.g_00319	Prah.g_01611
OG0002495	Syag.g_00749	Prah.g_00995
OG0002496	Syag.g_00540	Prah.g_00633
OG0002566	Syag.g_01727	Prah.g_01708
OG0002567	Syag.g_01586	Prah.g_01506
OG0002568	Syag.g_00332	Prah.g_01409
OG0002569	Syag.g_00541	Prah.g_00632
OG0002570	Syag.g_00544	Prah.g_00630
OG0002573	Syag.g_01308	Prah.g_00404
OG0002574	Syag.g_01334	Prah.g_00298
OG0002575	Syag.g_01332	Prah.g_00296
OG0002576	Syag.g_01331	Prah.g_00295
OG0002577	Syag.g_00047	Prah.g_00249
OG0002580	Syag.g_02184	Prah.g_02549
OG0002581	Syag.g_00060	Prah.g_00262
OG0002633	Syag.g_00184, Syag.g_00169	Prah.g_01819
OG0002634	Syag.g_01782	Prah.g_01776
OG0002635	Syag.g_01151	Prah.g_01330
OG0002636	Syag.g_00708	Prah.g_01221
OG0002637	Syag.g_01797	Prah.g_01186
OG0002638	Syag.g_00999	Prah.g_00988
OG0002641	Syag.g_00539	Prah.g_00634
OG0002642	Syag.g_00543	Prah.g_00631
OG0002644	Syag.g_00419	Prah.g_00492
OG0002645	Syag.g_00420	Prah.g_00491
OG0002647	Syag.g_02109	Prah.g_02475
OG0002648	Syag.g_02116	Prah.g_02482
OG0002649	Syag.g_02117	Prah.g_02483
OG0002650	Syag.g_02118	Prah.g_02484
OG0002652	Syag.g_00929, Syag.g_01207	Prah.g_00279, Prah.g_01723, Prah.g_01060, Prah.g_01069, Prah.g_02430
OG0002653	Syag.g_02093, Syag.g_00494, Syag.g_01283	Prah.g_02459
OG0002705	Syag.g_00401	Prah.g_01153, Prah.g_00716
OG0002711	Syag.g_02776	Prah.g_00535
OG0002712	Syag.g_00421	Prah.g_00490
OG0002713	Syag.g_00422	Prah.g_00487
OG0002715	Syag.g_01436	Prah.g_00248
OG0002716	Syag.g_02664	Prah.g_02085
OG0002718	Syag.g_01435	Prah.g_02595
OG0002720	Syag.g_01001	Prah.g_00695
OG0002798	Syag.g_01132	Prah.g_01313
OG0002803	Syag.g_01286	Prah.g_00534
OG0002807	Syag.g_00503	Prah.g_01071
OG0002909	Syag.g_00246	Prah.g_01149
OG0002910	Syag.g_00029	Prah.g_01040
OG0002912	Syag.g_02027	Prah.g_00556, Prah.g_00557
OG0003044	Syag.g_00500, Syag.g_02640	Prah.g_01106
OG0003048	Syag.g_01701	Prah.g_00283
OG0003051	Syag.g_01312	Prah.g_02112
OG0003063	Syag.g_02497	Prah.g_00122, Prah.g_00090
OG0003064	Syag.g_01806	Prah.g_01072
OG0003186	Syag.g_00538	Prah.g_01504
OG0003197	Syag.g_00618	Prah.g_00741
OG0003198	Syag.g_01705	Prah.g_01137
OG0003200	Syag.g_01008	Prah.g_00359
OG0003202	Syag.g_00536	Prah.g_00259
OG0003204	Syag.g_00001, Syag.g_01895	Prah.g_00201
OG0003213	Syag.g_02003	Prah.g_02337
OG0003217	Syag.g_02390	Prah.g_00147
OG0003390	Syag.g_01205	Prah.g_01079
OG0003393	Syag.g_01704	Prah.g_01136
OG0003397	Syag.g_00392	Prah.g_00292
OG0003405	Syag.g_02492	Prah.g_00112
OG0003716	Syag.g_02086	Prah.g_02455
OG0003765	Syag.g_02429	Prah.g_02238
OG0004600	Syag.g_00894	Prah.g_01059, Prah.g_01068
OG0004601	Syag.g_01209, Syag.g_01025	Prah.g_01070
OG0004602	Syag.g_00168	Prah.g_01138
OG0005492	Syag.g_01596	Prah.g_01062
OG0005499	Syag.g_00196	Prah.g_02509
